annee,parametre,entite_geo,indicateur,valeur
1985,NH4+,FRF_CHAR,indic_b100,"0,5606743998"
1986,NH4+,FRF_CHAR,indic_b100,"0,709367873"
1987,NH4+,FRF_CHAR,indic_b100,"0,8905899925"
1988,NH4+,FRF_CHAR,indic_b100,"0,6628787879"
1989,NH4+,FRF_CHAR,indic_b100,"1,0100048216"
1990,NH4+,FRF_CHAR,indic_b100,"0,7162698413"
1991,NH4+,FRF_CHAR,indic_b100,"0,6097826087"
1992,NH4+,FRF_CHAR,indic_b100,"0,6096774194"
1993,NH4+,FRF_CHAR,indic_b100,"0,4643799472"
1994,NH4+,FRF_CHAR,indic_b100,"0,215085885"
1995,NH4+,FRF_CHAR,indic_b100,"0,1586801242"
1996,NH4+,FRF_CHAR,indic_b100,"0,2452124824"
1997,NH4+,FRF_CHAR,indic_b100,"0,353696993"
1998,NH4+,FRF_CHAR,indic_b100,"0,1653474055"
1999,NH4+,FRF_CHAR,indic_b100,"0,1821687512"
2000,NH4+,FRF_CHAR,indic_b100,"0,1221198157"
2001,NH4+,FRF_CHAR,indic_b100,"0,1225"
2002,NH4+,FRF_CHAR,indic_b100,"0,1693548387"
2003,NH4+,FRF_CHAR,indic_b100,"0,1458333333"
2004,NH4+,FRF_CHAR,indic_b100,"0,1590909091"
2005,NH4+,FRF_CHAR,indic_b100,"0,16875"
2006,NH4+,FRF_CHAR,indic_b100,"0,1697709924"
2007,NH4+,FRF_CHAR,indic_b100,"0,1532485876"
2008,NH4+,FRF_CHAR,indic_b100,"0,0967741935"
2009,NH4+,FRF_CHAR,indic_b100,"0,1100556829"
2010,NH4+,FRF_CHAR,indic_b100,"0,084039548"
2011,NH4+,FRF_CHAR,indic_b100,"0,1049603483"
2012,NH4+,FRF_CHAR,indic_b100,"0,0987277354"
2013,NH4+,FRF_CHAR,indic_b100,"0,1495686752"
2014,NH4+,FRF_CHAR,indic_b100,"0,1325358234"
2015,NH4+,FRF_CHAR,indic_b100,"0,1180803919"
2016,NH4+,FRF_CHAR,indic_b100,"0,1282848702"
2017,NH4+,FRF_CHAR,indic_b100,"0,1458333333"
2018,NH4+,FRF_CHAR,indic_b100,"0,1021505376"
1971,NH4+,FRF_LITT,indic_b100,NA
1972,NH4+,FRF_LITT,indic_b100,1
1973,NH4+,FRF_LITT,indic_b100,"0,565523432"
1974,NH4+,FRF_LITT,indic_b100,"1,2393555811"
1975,NH4+,FRF_LITT,indic_b100,"1,3808975834"
1976,NH4+,FRF_LITT,indic_b100,"1,3560857747"
1977,NH4+,FRF_LITT,indic_b100,"1,0184119678"
1978,NH4+,FRF_LITT,indic_b100,"0,7897008055"
1979,NH4+,FRF_LITT,indic_b100,"1,4175834292"
1980,NH4+,FRF_LITT,indic_b100,"2,448948504"
1981,NH4+,FRF_LITT,indic_b100,"0,335972382"
1982,NH4+,FRF_LITT,indic_b100,"0,7660304936"
1983,NH4+,FRF_LITT,indic_b100,"0,8082093061"
1984,NH4+,FRF_LITT,indic_b100,"0,5831300345"
1985,NH4+,FRF_LITT,indic_b100,"0,895066407"
1986,NH4+,FRF_LITT,indic_b100,"1,1616657077"
1987,NH4+,FRF_LITT,indic_b100,"1,2151315714"
1988,NH4+,FRF_LITT,indic_b100,"0,95593491"
1989,NH4+,FRF_LITT,indic_b100,"1,0061852704"
1990,NH4+,FRF_LITT,indic_b100,"1,3081727575"
1991,NH4+,FRF_LITT,indic_b100,"1,5686834786"
1992,NH4+,FRF_LITT,indic_b100,"1,0274190128"
1993,NH4+,FRF_LITT,indic_b100,"0,6122065593"
1994,NH4+,FRF_LITT,indic_b100,"0,4961392405"
1995,NH4+,FRF_LITT,indic_b100,"0,3488271737"
1996,NH4+,FRF_LITT,indic_b100,"0,6345414594"
1997,NH4+,FRF_LITT,indic_b100,"0,6340563867"
1998,NH4+,FRF_LITT,indic_b100,"0,2842982158"
1999,NH4+,FRF_LITT,indic_b100,"0,1743278064"
2000,NH4+,FRF_LITT,indic_b100,"0,1581034614"
2001,NH4+,FRF_LITT,indic_b100,"0,1507512783"
2002,NH4+,FRF_LITT,indic_b100,"0,2136714723"
2003,NH4+,FRF_LITT,indic_b100,"0,2893210587"
2004,NH4+,FRF_LITT,indic_b100,"0,1886280484"
2005,NH4+,FRF_LITT,indic_b100,"0,3157537782"
2006,NH4+,FRF_LITT,indic_b100,"0,2967158443"
2007,NH4+,FRF_LITT,indic_b100,"0,2292655093"
2008,NH4+,FRF_LITT,indic_b100,"0,1876652687"
2009,NH4+,FRF_LITT,indic_b100,"0,1576710161"
2010,NH4+,FRF_LITT,indic_b100,"0,1203605295"
2011,NH4+,FRF_LITT,indic_b100,"0,1213898946"
2012,NH4+,FRF_LITT,indic_b100,"0,1965246264"
2013,NH4+,FRF_LITT,indic_b100,"0,1861678945"
2014,NH4+,FRF_LITT,indic_b100,"0,2111004987"
2015,NH4+,FRF_LITT,indic_b100,"0,2331163097"
2016,NH4+,FRF_LITT,indic_b100,"0,2205913959"
2017,NH4+,FRF_LITT,indic_b100,"0,2839014913"
2018,NH4+,FRF_LITT,indic_b100,"0,2105657844"
1971,NH4+,FRF_DORD,indic_b100,"0,75"
1972,NH4+,FRF_DORD,indic_b100,"1,25"
1973,NH4+,FRF_DORD,indic_b100,"0,7747457074"
1974,NH4+,FRF_DORD,indic_b100,"0,6226685796"
1975,NH4+,FRF_DORD,indic_b100,1
1976,NH4+,FRF_DORD,indic_b100,"1,1543539767"
1977,NH4+,FRF_DORD,indic_b100,"0,5397650095"
1978,NH4+,FRF_DORD,indic_b100,"0,5164590747"
1979,NH4+,FRF_DORD,indic_b100,"0,7825658788"
1980,NH4+,FRF_DORD,indic_b100,"0,9348837209"
1981,NH4+,FRF_DORD,indic_b100,"0,2652132573"
1982,NH4+,FRF_DORD,indic_b100,"0,5448168355"
1983,NH4+,FRF_DORD,indic_b100,"0,4115354638"
1984,NH4+,FRF_DORD,indic_b100,"0,3787996882"
1985,NH4+,FRF_DORD,indic_b100,"0,3690760618"
1986,NH4+,FRF_DORD,indic_b100,"0,4765146358"
1987,NH4+,FRF_DORD,indic_b100,"0,4625198838"
1988,NH4+,FRF_DORD,indic_b100,"0,3869643315"
1989,NH4+,FRF_DORD,indic_b100,"0,5068965517"
1990,NH4+,FRF_DORD,indic_b100,"0,4258353708"
1991,NH4+,FRF_DORD,indic_b100,"0,305564288"
1992,NH4+,FRF_DORD,indic_b100,"0,2933333333"
1993,NH4+,FRF_DORD,indic_b100,"0,3504741808"
1994,NH4+,FRF_DORD,indic_b100,"0,1906976744"
1995,NH4+,FRF_DORD,indic_b100,"0,1815403423"
1996,NH4+,FRF_DORD,indic_b100,"0,2308707953"
1997,NH4+,FRF_DORD,indic_b100,"0,1404315938"
1998,NH4+,FRF_DORD,indic_b100,"0,1361765373"
1999,NH4+,FRF_DORD,indic_b100,"0,0897932219"
2000,NH4+,FRF_DORD,indic_b100,"0,131712049"
2001,NH4+,FRF_DORD,indic_b100,"0,1006889541"
2002,NH4+,FRF_DORD,indic_b100,"0,0873718861"
2003,NH4+,FRF_DORD,indic_b100,"0,1060320969"
2004,NH4+,FRF_DORD,indic_b100,"0,1013636364"
2005,NH4+,FRF_DORD,indic_b100,"0,1372727273"
2006,NH4+,FRF_DORD,indic_b100,"0,1"
2007,NH4+,FRF_DORD,indic_b100,"0,1058333333"
2008,NH4+,FRF_DORD,indic_b100,"0,0816908309"
2009,NH4+,FRF_DORD,indic_b100,"0,0798449612"
2010,NH4+,FRF_DORD,indic_b100,"0,0800711744"
2011,NH4+,FRF_DORD,indic_b100,"0,0729166667"
2012,NH4+,FRF_DORD,indic_b100,"0,0689189189"
2013,NH4+,FRF_DORD,indic_b100,"0,0689393939"
2014,NH4+,FRF_DORD,indic_b100,"0,075"
2015,NH4+,FRF_DORD,indic_b100,"0,0735632184"
2016,NH4+,FRF_DORD,indic_b100,"0,07"
2017,NH4+,FRF_DORD,indic_b100,"0,0899224806"
2018,NH4+,FRF_DORD,indic_b100,"0,0794926004"
1971,NH4+,FRF_GARO,indic_b100,"1,0656644341"
1972,NH4+,FRF_GARO,indic_b100,1
1973,NH4+,FRF_GARO,indic_b100,"0,9212187863"
1974,NH4+,FRF_GARO,indic_b100,"0,6676165622"
1975,NH4+,FRF_GARO,indic_b100,1
1976,NH4+,FRF_GARO,indic_b100,"0,7801526718"
1977,NH4+,FRF_GARO,indic_b100,"0,5787227311"
1978,NH4+,FRF_GARO,indic_b100,"0,6123201249"
1979,NH4+,FRF_GARO,indic_b100,"0,8751846381"
1980,NH4+,FRF_GARO,indic_b100,"0,685223112"
1981,NH4+,FRF_GARO,indic_b100,"0,3393374441"
1982,NH4+,FRF_GARO,indic_b100,"0,4591899671"
1983,NH4+,FRF_GARO,indic_b100,"0,463960232"
1984,NH4+,FRF_GARO,indic_b100,"0,363767195"
1985,NH4+,FRF_GARO,indic_b100,"0,4766825773"
1986,NH4+,FRF_GARO,indic_b100,"0,4249951739"
1987,NH4+,FRF_GARO,indic_b100,"0,5607314201"
1988,NH4+,FRF_GARO,indic_b100,"0,5202312139"
1989,NH4+,FRF_GARO,indic_b100,"0,6432848346"
1990,NH4+,FRF_GARO,indic_b100,"0,4969760759"
1991,NH4+,FRF_GARO,indic_b100,"0,3883513642"
1992,NH4+,FRF_GARO,indic_b100,"0,2801641414"
1993,NH4+,FRF_GARO,indic_b100,"0,3014653437"
1994,NH4+,FRF_GARO,indic_b100,"0,2028292189"
1995,NH4+,FRF_GARO,indic_b100,"0,1975"
1996,NH4+,FRF_GARO,indic_b100,"0,1932562155"
1997,NH4+,FRF_GARO,indic_b100,"0,2287581699"
1998,NH4+,FRF_GARO,indic_b100,"0,1672232529"
1999,NH4+,FRF_GARO,indic_b100,"0,1276767677"
2000,NH4+,FRF_GARO,indic_b100,"0,137302612"
2001,NH4+,FRF_GARO,indic_b100,"0,1300578035"
2002,NH4+,FRF_GARO,indic_b100,"0,117669292"
2003,NH4+,FRF_GARO,indic_b100,"0,12"
2004,NH4+,FRF_GARO,indic_b100,"0,0724248927"
2005,NH4+,FRF_GARO,indic_b100,"0,1042925617"
2006,NH4+,FRF_GARO,indic_b100,"0,1006197635"
2007,NH4+,FRF_GARO,indic_b100,"0,1081081081"
2008,NH4+,FRF_GARO,indic_b100,"0,0902441989"
2009,NH4+,FRF_GARO,indic_b100,"0,0790646158"
2010,NH4+,FRF_GARO,indic_b100,"0,0784787811"
2011,NH4+,FRF_GARO,indic_b100,"0,0724637681"
2012,NH4+,FRF_GARO,indic_b100,"0,0950814679"
2013,NH4+,FRF_GARO,indic_b100,"0,0932858267"
2014,NH4+,FRF_GARO,indic_b100,"0,0736714976"
2015,NH4+,FRF_GARO,indic_b100,"0,0837026096"
2016,NH4+,FRF_GARO,indic_b100,"0,0665236052"
2017,NH4+,FRF_GARO,indic_b100,"0,0773809524"
2018,NH4+,FRF_GARO,indic_b100,"0,075036075"
1971,NH4+,FRF_LOT,indic_b100,"0,7767851238"
1972,NH4+,FRF_LOT,indic_b100,"1,6554148716"
1973,NH4+,FRF_LOT,indic_b100,"1,3498341502"
1974,NH4+,FRF_LOT,indic_b100,"0,8506398709"
1975,NH4+,FRF_LOT,indic_b100,"0,9324151237"
1976,NH4+,FRF_LOT,indic_b100,"0,7803418221"
1977,NH4+,FRF_LOT,indic_b100,"0,9826932462"
1978,NH4+,FRF_LOT,indic_b100,"0,7045454545"
1979,NH4+,FRF_LOT,indic_b100,"1,110180581"
1980,NH4+,FRF_LOT,indic_b100,"1,2505719079"
1981,NH4+,FRF_LOT,indic_b100,"0,3683172303"
1982,NH4+,FRF_LOT,indic_b100,"1,1684210526"
1983,NH4+,FRF_LOT,indic_b100,"0,7130681818"
1984,NH4+,FRF_LOT,indic_b100,"0,4719101124"
1985,NH4+,FRF_LOT,indic_b100,"0,5526315789"
1986,NH4+,FRF_LOT,indic_b100,"0,5667752443"
1987,NH4+,FRF_LOT,indic_b100,"1,1086956522"
1988,NH4+,FRF_LOT,indic_b100,"0,8649622705"
1989,NH4+,FRF_LOT,indic_b100,"1,0352517175"
1990,NH4+,FRF_LOT,indic_b100,"1,032281503"
1991,NH4+,FRF_LOT,indic_b100,"0,6446886447"
1992,NH4+,FRF_LOT,indic_b100,"0,5565217391"
1993,NH4+,FRF_LOT,indic_b100,"0,6245322556"
1994,NH4+,FRF_LOT,indic_b100,"0,3618439794"
1995,NH4+,FRF_LOT,indic_b100,"0,3642965587"
1996,NH4+,FRF_LOT,indic_b100,"0,4432354956"
1997,NH4+,FRF_LOT,indic_b100,"0,3235162232"
1998,NH4+,FRF_LOT,indic_b100,"0,3566256652"
1999,NH4+,FRF_LOT,indic_b100,"0,2247191011"
2000,NH4+,FRF_LOT,indic_b100,"0,2520729685"
2001,NH4+,FRF_LOT,indic_b100,"0,1963515755"
2002,NH4+,FRF_LOT,indic_b100,"0,2578754579"
2003,NH4+,FRF_LOT,indic_b100,"0,1878153516"
2004,NH4+,FRF_LOT,indic_b100,"0,1234567901"
2005,NH4+,FRF_LOT,indic_b100,"0,1942028986"
2006,NH4+,FRF_LOT,indic_b100,"0,1530864198"
2007,NH4+,FRF_LOT,indic_b100,"0,1522633745"
2008,NH4+,FRF_LOT,indic_b100,"0,1234567901"
2009,NH4+,FRF_LOT,indic_b100,"0,125"
2010,NH4+,FRF_LOT,indic_b100,"0,0964169381"
2011,NH4+,FRF_LOT,indic_b100,"0,1261904762"
2012,NH4+,FRF_LOT,indic_b100,"0,113192507"
2013,NH4+,FRF_LOT,indic_b100,"0,05"
2014,NH4+,FRF_LOT,indic_b100,"0,0671726424"
2015,NH4+,FRF_LOT,indic_b100,"0,0720579255"
2016,NH4+,FRF_LOT,indic_b100,"0,0733951965"
2017,NH4+,FRF_LOT,indic_b100,"0,1139917695"
2018,NH4+,FRF_LOT,indic_b100,"0,1041558734"
1971,NH4+,FRF_TARN,indic_b100,1
1972,NH4+,FRF_TARN,indic_b100,"1,1812602526"
1973,NH4+,FRF_TARN,indic_b100,"1,2816705842"
1974,NH4+,FRF_TARN,indic_b100,"0,4927327673"
1975,NH4+,FRF_TARN,indic_b100,"0,9587047574"
1976,NH4+,FRF_TARN,indic_b100,"0,9962751699"
1977,NH4+,FRF_TARN,indic_b100,"0,6338582677"
1978,NH4+,FRF_TARN,indic_b100,"0,5734641364"
1979,NH4+,FRF_TARN,indic_b100,"0,8002136752"
1980,NH4+,FRF_TARN,indic_b100,"0,7639433902"
1981,NH4+,FRF_TARN,indic_b100,"0,3244836949"
1982,NH4+,FRF_TARN,indic_b100,"0,6046720628"
1983,NH4+,FRF_TARN,indic_b100,"0,5553879881"
1984,NH4+,FRF_TARN,indic_b100,"0,6856142371"
1985,NH4+,FRF_TARN,indic_b100,"0,6868750743"
1986,NH4+,FRF_TARN,indic_b100,"0,7272207591"
1987,NH4+,FRF_TARN,indic_b100,"0,7085645736"
1988,NH4+,FRF_TARN,indic_b100,"0,6993788617"
1989,NH4+,FRF_TARN,indic_b100,"0,8161390915"
1990,NH4+,FRF_TARN,indic_b100,"0,7434730597"
1991,NH4+,FRF_TARN,indic_b100,"0,6209224899"
1992,NH4+,FRF_TARN,indic_b100,"0,5172468873"
1993,NH4+,FRF_TARN,indic_b100,"0,4767449049"
1994,NH4+,FRF_TARN,indic_b100,"0,2797708041"
1995,NH4+,FRF_TARN,indic_b100,"0,3299784504"
1996,NH4+,FRF_TARN,indic_b100,"0,2668882469"
1997,NH4+,FRF_TARN,indic_b100,"0,4504066777"
1998,NH4+,FRF_TARN,indic_b100,"0,277761114"
1999,NH4+,FRF_TARN,indic_b100,"0,2337325758"
2000,NH4+,FRF_TARN,indic_b100,"0,2034775465"
2001,NH4+,FRF_TARN,indic_b100,"0,1984041631"
2002,NH4+,FRF_TARN,indic_b100,"0,1722873151"
2003,NH4+,FRF_TARN,indic_b100,"0,1598731215"
2004,NH4+,FRF_TARN,indic_b100,"0,1018330574"
2005,NH4+,FRF_TARN,indic_b100,"0,1391009745"
2006,NH4+,FRF_TARN,indic_b100,"0,1155934469"
2007,NH4+,FRF_TARN,indic_b100,"0,1219727875"
2008,NH4+,FRF_TARN,indic_b100,"0,0740595108"
2009,NH4+,FRF_TARN,indic_b100,"0,075113199"
2010,NH4+,FRF_TARN,indic_b100,"0,0638042423"
2011,NH4+,FRF_TARN,indic_b100,"0,0524843965"
2012,NH4+,FRF_TARN,indic_b100,"0,0496045383"
2013,NH4+,FRF_TARN,indic_b100,"0,0548041228"
2014,NH4+,FRF_TARN,indic_b100,"0,0476523103"
2015,NH4+,FRF_TARN,indic_b100,"0,068247799"
2016,NH4+,FRF_TARN,indic_b100,"0,0643567213"
2017,NH4+,FRF_TARN,indic_b100,"0,0493887587"
2018,NH4+,FRF_TARN,indic_b100,"0,0524968209"
1971,NH4+,FRF_ADOU,indic_b100,"0,7211794912"
1972,NH4+,FRF_ADOU,indic_b100,"1,2272166146"
1973,NH4+,FRF_ADOU,indic_b100,"0,7399294804"
1974,NH4+,FRF_ADOU,indic_b100,"0,810594818"
1975,NH4+,FRF_ADOU,indic_b100,1
1976,NH4+,FRF_ADOU,indic_b100,"1,1240875912"
1977,NH4+,FRF_ADOU,indic_b100,"0,9975"
1978,NH4+,FRF_ADOU,indic_b100,"1,1578549849"
1979,NH4+,FRF_ADOU,indic_b100,"1,1147194179"
1980,NH4+,FRF_ADOU,indic_b100,"1,9807226539"
1981,NH4+,FRF_ADOU,indic_b100,"0,9109877913"
1982,NH4+,FRF_ADOU,indic_b100,"1,0618438781"
1983,NH4+,FRF_ADOU,indic_b100,"0,9471643512"
1984,NH4+,FRF_ADOU,indic_b100,"0,8508436477"
1985,NH4+,FRF_ADOU,indic_b100,"1,0268590455"
1986,NH4+,FRF_ADOU,indic_b100,"1,014762276"
1987,NH4+,FRF_ADOU,indic_b100,"1,4025974026"
1988,NH4+,FRF_ADOU,indic_b100,"1,1347391787"
1989,NH4+,FRF_ADOU,indic_b100,"1,2836826347"
1990,NH4+,FRF_ADOU,indic_b100,"0,8830680174"
1991,NH4+,FRF_ADOU,indic_b100,"0,8278156997"
1992,NH4+,FRF_ADOU,indic_b100,"0,7460072128"
1993,NH4+,FRF_ADOU,indic_b100,"0,6684410646"
1994,NH4+,FRF_ADOU,indic_b100,"0,5178947368"
1995,NH4+,FRF_ADOU,indic_b100,"0,5076045627"
1996,NH4+,FRF_ADOU,indic_b100,"0,5193694897"
1997,NH4+,FRF_ADOU,indic_b100,"0,4191616766"
1998,NH4+,FRF_ADOU,indic_b100,"0,2830307926"
1999,NH4+,FRF_ADOU,indic_b100,"0,2661896243"
2000,NH4+,FRF_ADOU,indic_b100,"0,3887195063"
2001,NH4+,FRF_ADOU,indic_b100,"0,5181818182"
2002,NH4+,FRF_ADOU,indic_b100,"0,25"
2003,NH4+,FRF_ADOU,indic_b100,"0,33"
2004,NH4+,FRF_ADOU,indic_b100,"0,2146189736"
2005,NH4+,FRF_ADOU,indic_b100,"0,2555788921"
2006,NH4+,FRF_ADOU,indic_b100,"0,2170138889"
2007,NH4+,FRF_ADOU,indic_b100,"0,3527706043"
2008,NH4+,FRF_ADOU,indic_b100,"0,1657082257"
2009,NH4+,FRF_ADOU,indic_b100,"0,178"
2010,NH4+,FRF_ADOU,indic_b100,"0,1349582457"
2011,NH4+,FRF_ADOU,indic_b100,"0,125"
2012,NH4+,FRF_ADOU,indic_b100,"0,1454901961"
2013,NH4+,FRF_ADOU,indic_b100,"0,1519480519"
2014,NH4+,FRF_ADOU,indic_b100,"0,1442005839"
2015,NH4+,FRF_ADOU,indic_b100,"0,1866666667"
2016,NH4+,FRF_ADOU,indic_b100,"0,2064556962"
2017,NH4+,FRF_ADOU,indic_b100,"0,1884388186"
2018,NH4+,FRF_ADOU,indic_b100,"0,1484444444"
1971,Orthophosp,17,indic_b100,"1,0171506975"
1972,Orthophosp,17,indic_b100,"1,0409902597"
1973,Orthophosp,17,indic_b100,"1,2973984271"
1974,Orthophosp,17,indic_b100,"0,7748125012"
1975,Orthophosp,17,indic_b100,"0,9672280844"
1976,Orthophosp,17,indic_b100,"1,9623726302"
1977,Orthophosp,17,indic_b100,"0,6835250048"
1978,Orthophosp,17,indic_b100,"0,7152917522"
1979,Orthophosp,17,indic_b100,"1,2148724098"
1980,Orthophosp,17,indic_b100,"0,8714227035"
1981,Orthophosp,17,indic_b100,"0,6689308002"
1982,Orthophosp,17,indic_b100,"1,2557052506"
1983,Orthophosp,17,indic_b100,"0,6956169699"
1984,Orthophosp,17,indic_b100,"0,765543089"
1985,Orthophosp,17,indic_b100,"0,5129860846"
1986,Orthophosp,17,indic_b100,"0,5352756398"
1987,Orthophosp,17,indic_b100,"0,8772664257"
1988,Orthophosp,17,indic_b100,"0,6412753486"
1989,Orthophosp,17,indic_b100,"1,3492488565"
1990,Orthophosp,17,indic_b100,"0,9371445121"
1991,Orthophosp,17,indic_b100,"1,2344441498"
1992,Orthophosp,17,indic_b100,"0,6679980077"
1993,Orthophosp,17,indic_b100,"0,6711435224"
1994,Orthophosp,17,indic_b100,"0,4535503493"
1995,Orthophosp,17,indic_b100,"0,5188496132"
1996,Orthophosp,17,indic_b100,"1,1383011829"
1997,Orthophosp,17,indic_b100,"0,709695892"
1998,Orthophosp,17,indic_b100,"0,3390890031"
1999,Orthophosp,17,indic_b100,"0,3398117461"
2000,Orthophosp,17,indic_b100,"0,3103386061"
2001,Orthophosp,17,indic_b100,"0,3246665669"
2002,Orthophosp,17,indic_b100,"0,3393798991"
2003,Orthophosp,17,indic_b100,"0,3098137634"
2004,Orthophosp,17,indic_b100,"0,2367181388"
2005,Orthophosp,17,indic_b100,"0,2643160317"
2006,Orthophosp,17,indic_b100,"0,3391087729"
2007,Orthophosp,17,indic_b100,"0,247252767"
2008,Orthophosp,17,indic_b100,"0,3514273755"
2009,Orthophosp,17,indic_b100,"0,2609815748"
2010,Orthophosp,17,indic_b100,"0,4089341746"
2011,Orthophosp,17,indic_b100,"0,2536539876"
2012,Orthophosp,17,indic_b100,"0,2972206278"
2013,Orthophosp,17,indic_b100,"0,289884497"
2014,Orthophosp,17,indic_b100,"0,3297716459"
2015,Orthophosp,17,indic_b100,"0,2570328579"
2016,Orthophosp,17,indic_b100,"0,2610521565"
2017,Orthophosp,17,indic_b100,"0,3144762434"
2018,Orthophosp,17,indic_b100,"0,2774835797"
1971,Orthophosp,79,indic_b100,NA
1972,Orthophosp,79,indic_b100,1
1975,Orthophosp,79,indic_b100,1
1976,Orthophosp,79,indic_b100,"1,8371100713"
1977,Orthophosp,79,indic_b100,"5,8480059729"
1978,Orthophosp,79,indic_b100,"4,9261937748"
1979,Orthophosp,79,indic_b100,"4,1345391474"
1980,Orthophosp,79,indic_b100,"2,5746576893"
1981,Orthophosp,79,indic_b100,"1,2162162162"
1982,Orthophosp,79,indic_b100,"2,5161786269"
1983,Orthophosp,79,indic_b100,"1,4113054166"
1984,Orthophosp,79,indic_b100,"2,6048683586"
1985,Orthophosp,79,indic_b100,"1,137994329"
1986,Orthophosp,79,indic_b100,"0,8783867194"
1987,Orthophosp,79,indic_b100,"2,4324324324"
1988,Orthophosp,79,indic_b100,"1,8581081081"
1989,Orthophosp,79,indic_b100,"1,8040540541"
1990,Orthophosp,79,indic_b100,"1,5101351351"
1991,Orthophosp,79,indic_b100,"1,1317567568"
1992,Orthophosp,79,indic_b100,"1,3310810811"
1993,Orthophosp,79,indic_b100,"1,3952702703"
1994,Orthophosp,79,indic_b100,"1,0236486486"
1995,Orthophosp,79,indic_b100,"0,8513513514"
1996,Orthophosp,79,indic_b100,"1,2701612903"
1997,Orthophosp,79,indic_b100,"0,727027027"
1998,Orthophosp,79,indic_b100,"0,7135135135"
1999,Orthophosp,79,indic_b100,"0,8324324324"
2000,Orthophosp,79,indic_b100,"0,9324324324"
2001,Orthophosp,79,indic_b100,"0,7756756757"
2002,Orthophosp,79,indic_b100,"1,018018018"
2003,Orthophosp,79,indic_b100,"1,2027027027"
2004,Orthophosp,79,indic_b100,"1,127027027"
2005,Orthophosp,79,indic_b100,"1,4739304813"
2006,Orthophosp,79,indic_b100,"0,6647192513"
2007,Orthophosp,79,indic_b100,"0,4720476827"
2008,Orthophosp,79,indic_b100,"0,3558558559"
2009,Orthophosp,79,indic_b100,"0,4605057932"
2010,Orthophosp,79,indic_b100,"0,7121657754"
2011,Orthophosp,79,indic_b100,"0,5314728164"
2012,Orthophosp,79,indic_b100,"0,3175675676"
2013,Orthophosp,79,indic_b100,"0,3288288288"
2014,Orthophosp,79,indic_b100,"0,286036036"
2015,Orthophosp,79,indic_b100,"0,3198198198"
2016,Orthophosp,79,indic_b100,"0,3085585586"
2017,Orthophosp,79,indic_b100,"0,4301801802"
2018,Orthophosp,79,indic_b100,"0,3153153153"
1971,Orthophosp,16,indic_b100,"0,738117722"
1972,Orthophosp,16,indic_b100,"1,4150691953"
1973,Orthophosp,16,indic_b100,"0,6116080716"
1974,Orthophosp,16,indic_b100,"0,9775955538"
1975,Orthophosp,16,indic_b100,1
1976,Orthophosp,16,indic_b100,"1,1683198744"
1977,Orthophosp,16,indic_b100,"0,5269831792"
1978,Orthophosp,16,indic_b100,"0,734949585"
1979,Orthophosp,16,indic_b100,"0,9886978581"
1980,Orthophosp,16,indic_b100,"1,0522979716"
1981,Orthophosp,16,indic_b100,"0,9979965758"
1982,Orthophosp,16,indic_b100,"1,1502650812"
1983,Orthophosp,16,indic_b100,"0,9144755952"
1984,Orthophosp,16,indic_b100,"0,9695980092"
1985,Orthophosp,16,indic_b100,"0,8300406413"
1986,Orthophosp,16,indic_b100,"0,8462572777"
1987,Orthophosp,16,indic_b100,"1,1957016893"
1988,Orthophosp,16,indic_b100,"0,6103584537"
1989,Orthophosp,16,indic_b100,"1,4905339248"
1990,Orthophosp,16,indic_b100,"1,4969739666"
1991,Orthophosp,16,indic_b100,"1,2400442364"
1992,Orthophosp,16,indic_b100,"1,2574590748"
1993,Orthophosp,16,indic_b100,"0,867933304"
1994,Orthophosp,16,indic_b100,"0,4540490391"
1995,Orthophosp,16,indic_b100,"0,658124039"
1996,Orthophosp,16,indic_b100,"0,6006864989"
1997,Orthophosp,16,indic_b100,"0,6258857973"
1998,Orthophosp,16,indic_b100,"0,4309532397"
1999,Orthophosp,16,indic_b100,"0,484"
2000,Orthophosp,16,indic_b100,"0,2706636663"
2001,Orthophosp,16,indic_b100,"0,3206977248"
2002,Orthophosp,16,indic_b100,"0,4031640566"
2003,Orthophosp,16,indic_b100,"0,3436654878"
2004,Orthophosp,16,indic_b100,"0,4094191575"
2005,Orthophosp,16,indic_b100,"0,4111033186"
2006,Orthophosp,16,indic_b100,"0,4521397232"
2007,Orthophosp,16,indic_b100,"0,2703598034"
2008,Orthophosp,16,indic_b100,"0,3482967302"
2009,Orthophosp,16,indic_b100,"0,3009174796"
2010,Orthophosp,16,indic_b100,"0,3793361164"
2011,Orthophosp,16,indic_b100,"0,4294934238"
2012,Orthophosp,16,indic_b100,"0,297978342"
2013,Orthophosp,16,indic_b100,"0,3472702378"
2014,Orthophosp,16,indic_b100,"0,4302350756"
2015,Orthophosp,16,indic_b100,"0,2384858886"
2016,Orthophosp,16,indic_b100,"0,3377713057"
2017,Orthophosp,16,indic_b100,"0,4314267368"
2018,Orthophosp,16,indic_b100,"0,3626109499"
1971,Orthophosp,24,indic_b100,"0,6831675878"
1972,Orthophosp,24,indic_b100,"1,2839160839"
1973,Orthophosp,24,indic_b100,"0,93592369"
1974,Orthophosp,24,indic_b100,"1,1222092797"
1975,Orthophosp,24,indic_b100,"0,9350417911"
1976,Orthophosp,24,indic_b100,"1,5931372549"
1977,Orthophosp,24,indic_b100,"0,9456769947"
1978,Orthophosp,24,indic_b100,"0,8649761131"
