annee,parametre,entite_geo,indicateur,valeur
1983,NO3-,33,indic_b100,"1,2945044622"
1984,NO3-,33,indic_b100,"1,6225995874"
1985,NO3-,33,indic_b100,"1,3442119329"
1986,NO3-,33,indic_b100,"1,4229691877"
1987,NO3-,33,indic_b100,"1,9901867223"
1988,NO3-,33,indic_b100,"1,8232741127"
1989,NO3-,33,indic_b100,"1,5474440604"
1990,NO3-,33,indic_b100,"1,4882772487"
1991,NO3-,33,indic_b100,"1,630408329"
1992,NO3-,33,indic_b100,"1,8886718406"
1993,NO3-,33,indic_b100,"2,2834470719"
1994,NO3-,33,indic_b100,"1,6246498599"
1995,NO3-,33,indic_b100,"1,2384726225"
1996,NO3-,33,indic_b100,"1,6847268994"
1997,NO3-,33,indic_b100,"2,1168070985"
1998,NO3-,33,indic_b100,"1,8614206733"
1999,NO3-,33,indic_b100,"1,9347273764"
2000,NO3-,33,indic_b100,"1,9786032437"
2001,NO3-,33,indic_b100,"1,6025511158"
2002,NO3-,33,indic_b100,"1,7226532166"
2003,NO3-,33,indic_b100,"1,9983066563"
2004,NO3-,33,indic_b100,"1,9079788962"
2005,NO3-,33,indic_b100,"1,7124725409"
2006,NO3-,33,indic_b100,"1,8589211618"
2007,NO3-,33,indic_b100,"1,9284459379"
2008,NO3-,33,indic_b100,"1,925718005"
2009,NO3-,33,indic_b100,"1,7467862786"
2010,NO3-,33,indic_b100,"1,6084107048"
2011,NO3-,33,indic_b100,"1,4828384161"
2012,NO3-,33,indic_b100,"1,6103067583"
2013,NO3-,33,indic_b100,"1,9335600996"
2014,NO3-,33,indic_b100,"1,6951342013"
2015,NO3-,33,indic_b100,"1,3793409501"
2016,NO3-,33,indic_b100,"1,5776739465"
2017,NO3-,33,indic_b100,"1,5598306759"
2018,NO3-,33,indic_b100,"1,6438153282"
1971,NO3-,19,indic_b100,"0,8795253355"
1972,NO3-,19,indic_b100,"0,7995684868"
1973,NO3-,19,indic_b100,"0,9119420989"
1974,NO3-,19,indic_b100,"0,963308215"
1975,NO3-,19,indic_b100,1
1976,NO3-,19,indic_b100,"1,1167419685"
1977,NO3-,19,indic_b100,"1,41875"
1978,NO3-,19,indic_b100,"0,5952962099"
1979,NO3-,19,indic_b100,"1,0337157385"
1980,NO3-,19,indic_b100,"1,985418619"
1981,NO3-,19,indic_b100,"1,514456119"
1982,NO3-,19,indic_b100,"1,910897806"
1983,NO3-,19,indic_b100,"1,4405894572"
1984,NO3-,19,indic_b100,"1,4081478811"
1985,NO3-,19,indic_b100,"1,4229369648"
1986,NO3-,19,indic_b100,"2,0041390728"
1987,NO3-,19,indic_b100,"1,6849819557"
1988,NO3-,19,indic_b100,"1,8497820717"
1989,NO3-,19,indic_b100,"1,4379472762"
1990,NO3-,19,indic_b100,"1,3693711877"
1991,NO3-,19,indic_b100,"1,3853699652"
1992,NO3-,19,indic_b100,"1,438509632"
1993,NO3-,19,indic_b100,"1,5579671701"
1994,NO3-,19,indic_b100,"1,2229534786"
1995,NO3-,19,indic_b100,"1,2987565806"
1996,NO3-,19,indic_b100,"1,487541949"
1997,NO3-,19,indic_b100,"1,3408222758"
1998,NO3-,19,indic_b100,"1,4276662173"
1999,NO3-,19,indic_b100,"1,4667249199"
2000,NO3-,19,indic_b100,"1,608958869"
2001,NO3-,19,indic_b100,"1,6608429967"
2002,NO3-,19,indic_b100,"1,6226079015"
2003,NO3-,19,indic_b100,"1,907028958"
2004,NO3-,19,indic_b100,"1,9691936301"
2005,NO3-,19,indic_b100,"1,8015656035"
2006,NO3-,19,indic_b100,"2,2219127744"
2007,NO3-,19,indic_b100,"1,723426215"
2008,NO3-,19,indic_b100,"1,7873631271"
2009,NO3-,19,indic_b100,"1,6606939816"
2010,NO3-,19,indic_b100,"1,7541916376"
2011,NO3-,19,indic_b100,"1,8383527666"
2012,NO3-,19,indic_b100,"1,6183173631"
2013,NO3-,19,indic_b100,"1,8658242361"
2014,NO3-,19,indic_b100,"1,9081808587"
2015,NO3-,19,indic_b100,"1,8254777786"
2016,NO3-,19,indic_b100,"1,9083522553"
2017,NO3-,19,indic_b100,"1,977651378"
2018,NO3-,19,indic_b100,"1,8788686232"
1971,NO3-,46,indic_b100,"1,1976385348"
1972,NO3-,46,indic_b100,"0,9266409266"
1973,NO3-,46,indic_b100,"0,8447185158"
1974,NO3-,46,indic_b100,"1,0425406058"
1975,NO3-,46,indic_b100,"0,9066503641"
1976,NO3-,46,indic_b100,"0,9510524607"
1977,NO3-,46,indic_b100,"0,9846238938"
1978,NO3-,46,indic_b100,"0,6991255117"
1979,NO3-,46,indic_b100,"1,1344579646"
1980,NO3-,46,indic_b100,"1,3781789169"
1981,NO3-,46,indic_b100,"1,5435006459"
1982,NO3-,46,indic_b100,"1,3405247813"
1983,NO3-,46,indic_b100,"1,2915451895"
1984,NO3-,46,indic_b100,"1,53635185"
1985,NO3-,46,indic_b100,"1,2705694625"
1986,NO3-,46,indic_b100,"1,8377913049"
1987,NO3-,46,indic_b100,"1,5989075535"
1988,NO3-,46,indic_b100,"1,5619682542"
1989,NO3-,46,indic_b100,"1,9703168701"
1990,NO3-,46,indic_b100,"1,6386448927"
1991,NO3-,46,indic_b100,"1,515760008"
1992,NO3-,46,indic_b100,"2,4262048115"
1993,NO3-,46,indic_b100,"1,672827555"
1994,NO3-,46,indic_b100,"1,9721424359"
1995,NO3-,46,indic_b100,"1,6101799153"
1996,NO3-,46,indic_b100,"1,6352674412"
1997,NO3-,46,indic_b100,"1,6324495291"
1998,NO3-,46,indic_b100,"1,5019870865"
1999,NO3-,46,indic_b100,"2,1938313426"
2000,NO3-,46,indic_b100,"2,2658705585"
2001,NO3-,46,indic_b100,"1,8243863257"
2002,NO3-,46,indic_b100,"2,318559384"
2003,NO3-,46,indic_b100,"1,8292083677"
2004,NO3-,46,indic_b100,"2,1935611876"
2005,NO3-,46,indic_b100,"2,0416349842"
2006,NO3-,46,indic_b100,"2,8988182611"
2007,NO3-,46,indic_b100,"2,3603382298"
2008,NO3-,46,indic_b100,"2,5500203919"
2009,NO3-,46,indic_b100,"2,5856838579"
2010,NO3-,46,indic_b100,"2,177553334"
2011,NO3-,46,indic_b100,"2,0910855341"
2012,NO3-,46,indic_b100,"2,0734119748"
2013,NO3-,46,indic_b100,"2,3057379537"
2014,NO3-,46,indic_b100,"2,2478569862"
2015,NO3-,46,indic_b100,"2,1277968449"
2016,NO3-,46,indic_b100,"2,1238138523"
2017,NO3-,46,indic_b100,"2,1093694701"
2018,NO3-,46,indic_b100,"1,7602566365"
1971,NO3-,15,indic_b100,"0,8802816901"
1972,NO3-,15,indic_b100,"1,6046197786"
1973,NO3-,15,indic_b100,"0,9177409688"
1974,NO3-,15,indic_b100,"0,59215757"
1975,NO3-,15,indic_b100,"1,057830944"
1976,NO3-,15,indic_b100,"1,2515748274"
1977,NO3-,15,indic_b100,"1,206"
1978,NO3-,15,indic_b100,"0,751810723"
1979,NO3-,15,indic_b100,"1,1108909479"
1980,NO3-,15,indic_b100,"1,056335062"
1981,NO3-,15,indic_b100,"1,6190292333"
1982,NO3-,15,indic_b100,"2,4766284431"
1983,NO3-,15,indic_b100,"1,7032125158"
1984,NO3-,15,indic_b100,"1,9917590084"
1985,NO3-,15,indic_b100,"1,6978103182"
1986,NO3-,15,indic_b100,"3,0591227085"
1987,NO3-,15,indic_b100,"1,2812098304"
1988,NO3-,15,indic_b100,"1,5772992663"
1989,NO3-,15,indic_b100,"1,8275020297"
1990,NO3-,15,indic_b100,"1,2667439379"
1991,NO3-,15,indic_b100,"1,3514116859"
1992,NO3-,15,indic_b100,"1,1337437439"
1993,NO3-,15,indic_b100,"1,1613265306"
1994,NO3-,15,indic_b100,"1,1296894822"
1995,NO3-,15,indic_b100,"1,2269341031"
1996,NO3-,15,indic_b100,"1,1763427097"
1997,NO3-,15,indic_b100,"1,1378444567"
1998,NO3-,15,indic_b100,"1,114399797"
1999,NO3-,15,indic_b100,"1,1521249303"
2000,NO3-,15,indic_b100,"2,0054815379"
2001,NO3-,15,indic_b100,"1,4877749586"
2002,NO3-,15,indic_b100,"1,425852803"
2003,NO3-,15,indic_b100,"1,5101931668"
2004,NO3-,15,indic_b100,"1,4191772496"
2005,NO3-,15,indic_b100,"1,8114062838"
2006,NO3-,15,indic_b100,"1,6355466036"
2007,NO3-,15,indic_b100,"1,4119979995"
2008,NO3-,15,indic_b100,"1,4662722784"
2009,NO3-,15,indic_b100,"1,3257050053"
2010,NO3-,15,indic_b100,"1,8923607292"
2011,NO3-,15,indic_b100,"1,6980985013"
2012,NO3-,15,indic_b100,"1,4408525413"
2013,NO3-,15,indic_b100,"1,5351388097"
2014,NO3-,15,indic_b100,"1,1138794597"
2015,NO3-,15,indic_b100,"1,2091631732"
2016,NO3-,15,indic_b100,"1,5782906243"
2017,NO3-,15,indic_b100,"1,2150701668"
2018,NO3-,15,indic_b100,"1,4548984332"
1971,NO3-,47,indic_b100,"0,8403424128"
1972,NO3-,47,indic_b100,"1,0256570713"
1973,NO3-,47,indic_b100,"0,9830725239"
1974,NO3-,47,indic_b100,"1,0358929215"
1975,NO3-,47,indic_b100,1
1976,NO3-,47,indic_b100,"0,9623605885"
1977,NO3-,47,indic_b100,"1,159450822"
1978,NO3-,47,indic_b100,"0,651095494"
1979,NO3-,47,indic_b100,"1,5586411108"
1980,NO3-,47,indic_b100,"1,3600150219"
1981,NO3-,47,indic_b100,"1,5792124741"
1982,NO3-,47,indic_b100,"1,369438022"
1983,NO3-,47,indic_b100,"1,6220239286"
1984,NO3-,47,indic_b100,"1,8424232724"
1985,NO3-,47,indic_b100,"1,4980624499"
1986,NO3-,47,indic_b100,"1,6753231163"
1987,NO3-,47,indic_b100,"1,6956728238"
1988,NO3-,47,indic_b100,"1,745382318"
1989,NO3-,47,indic_b100,"1,5841653539"
1990,NO3-,47,indic_b100,"1,6777089982"
1991,NO3-,47,indic_b100,"1,4606956645"
1992,NO3-,47,indic_b100,"2,2833440632"
1993,NO3-,47,indic_b100,"2,2533743457"
1994,NO3-,47,indic_b100,"1,6902433707"
1995,NO3-,47,indic_b100,"1,2818659627"
1996,NO3-,47,indic_b100,"1,5691136862"
1997,NO3-,47,indic_b100,"1,5170097007"
1998,NO3-,47,indic_b100,"1,736467172"
1999,NO3-,47,indic_b100,"1,9703516173"
2000,NO3-,47,indic_b100,"1,9187792896"
2001,NO3-,47,indic_b100,"1,6989270867"
2002,NO3-,47,indic_b100,"1,3677240876"
2003,NO3-,47,indic_b100,"1,2237875372"
2004,NO3-,47,indic_b100,"1,4898010895"
2005,NO3-,47,indic_b100,"1,5813451743"
2006,NO3-,47,indic_b100,"2,1141098981"
2007,NO3-,47,indic_b100,"2,116740375"
2008,NO3-,47,indic_b100,"2,0120958332"
2009,NO3-,47,indic_b100,"1,8329867276"
2010,NO3-,47,indic_b100,"1,618587226"
2011,NO3-,47,indic_b100,"1,3854565725"
2012,NO3-,47,indic_b100,"1,7512701926"
2013,NO3-,47,indic_b100,"2,0738291612"
2014,NO3-,47,indic_b100,"1,6162193023"
2015,NO3-,47,indic_b100,"1,6201041392"
2016,NO3-,47,indic_b100,"1,7780159296"
2017,NO3-,47,indic_b100,"1,4838887373"
2018,NO3-,47,indic_b100,"1,655793863"
1971,NO3-,12,indic_b100,"1,0551724138"
1972,NO3-,12,indic_b100,"1,0555555556"
1973,NO3-,12,indic_b100,"0,8916935909"
1974,NO3-,12,indic_b100,"0,9931253496"
1975,NO3-,12,indic_b100,"0,9230982499"
1976,NO3-,12,indic_b100,"1,0631324954"
1977,NO3-,12,indic_b100,"1,052238806"
1978,NO3-,12,indic_b100,"0,3671641791"
1979,NO3-,12,indic_b100,"1,3317963111"
1980,NO3-,12,indic_b100,"1,3220824399"
1981,NO3-,12,indic_b100,"1,3402777778"
1982,NO3-,12,indic_b100,"1,2666666667"
1983,NO3-,12,indic_b100,"0,8305555556"
1984,NO3-,12,indic_b100,"1,6111526946"
1985,NO3-,12,indic_b100,"1,262471026"
1986,NO3-,12,indic_b100,"1,8153266332"
1987,NO3-,12,indic_b100,"1,8680555556"
1988,NO3-,12,indic_b100,"1,8642752747"
1989,NO3-,12,indic_b100,"1,5185882353"
1990,NO3-,12,indic_b100,"1,4312227074"
1991,NO3-,12,indic_b100,"1,5804618483"
1992,NO3-,12,indic_b100,"2,111113116"
1993,NO3-,12,indic_b100,"1,8370226888"
1994,NO3-,12,indic_b100,"1,7085563615"
1995,NO3-,12,indic_b100,"1,5821742933"
1996,NO3-,12,indic_b100,"1,59068985"
1997,NO3-,12,indic_b100,"1,4697469747"
1998,NO3-,12,indic_b100,"1,6386206897"
1999,NO3-,12,indic_b100,"1,8592964824"
2000,NO3-,12,indic_b100,"2,0753768844"
2001,NO3-,12,indic_b100,"1,6791044776"
2002,NO3-,12,indic_b100,"1,5326633166"
2003,NO3-,12,indic_b100,"1,5107948295"
2004,NO3-,12,indic_b100,"2,0419394955"
2005,NO3-,12,indic_b100,"1,810434198"
2006,NO3-,12,indic_b100,"2,1036931287"
2007,NO3-,12,indic_b100,"2,1342134213"
2008,NO3-,12,indic_b100,"2,3310344828"
2009,NO3-,12,indic_b100,"2,2332495812"
2010,NO3-,12,indic_b100,"1,8836077844"
2011,NO3-,12,indic_b100,"1,9131045752"
2012,NO3-,12,indic_b100,"1,8802345059"
2013,NO3-,12,indic_b100,"2,2330865948"
2014,NO3-,12,indic_b100,"2,1691792295"
2015,NO3-,12,indic_b100,"2,0435510888"
2016,NO3-,12,indic_b100,"1,9572649573"
2017,NO3-,12,indic_b100,"1,8676716918"
2018,NO3-,12,indic_b100,"1,828358209"
1971,NO3-,48,indic_b100,"1,1510078802"
1972,NO3-,48,indic_b100,"1,3278577376"
1973,NO3-,48,indic_b100,"0,7728320151"
1974,NO3-,48,indic_b100,"0,7131567405"
1975,NO3-,48,indic_b100,1
1976,NO3-,48,indic_b100,"1,3210534466"
1977,NO3-,48,indic_b100,"0,7944006999"
1978,NO3-,48,indic_b100,"0,4849182372"
1979,NO3-,48,indic_b100,"1,326619671"
1980,NO3-,48,indic_b100,"1,8428529567"
1981,NO3-,48,indic_b100,"1,3101093889"
1982,NO3-,48,indic_b100,"2,1758946841"
1983,NO3-,48,indic_b100,"1,3799283154"
1984,NO3-,48,indic_b100,"1,8164204408"
1985,NO3-,48,indic_b100,"1,7946233955"
1986,NO3-,48,indic_b100,"2,1186986552"
1987,NO3-,48,indic_b100,"2,2880292389"
1988,NO3-,48,indic_b100,"2,1918128782"
1989,NO3-,48,indic_b100,"1,8574766355"
1990,NO3-,48,indic_b100,2
1991,NO3-,48,indic_b100,"1,8708092586"
1992,NO3-,48,indic_b100,"2,4183410249"
1993,NO3-,48,indic_b100,"2,1395451725"
1994,NO3-,48,indic_b100,"2,4372759857"
1995,NO3-,48,indic_b100,"1,5771256911"
1996,NO3-,48,indic_b100,"1,5384040817"
1997,NO3-,48,indic_b100,"1,1945255223"
1998,NO3-,48,indic_b100,"1,515134104"
1999,NO3-,48,indic_b100,"1,5555555556"
2000,NO3-,48,indic_b100,"2,9837733107"
2001,NO3-,48,indic_b100,"2,0843535587"
2002,NO3-,48,indic_b100,"1,8512560042"
2003,NO3-,48,indic_b100,"1,54284035"
2004,NO3-,48,indic_b100,"2,6211499883"
2005,NO3-,48,indic_b100,"2,168408006"
2006,NO3-,48,indic_b100,"2,6960231852"
2007,NO3-,48,indic_b100,"2,1845483168"
2008,NO3-,48,indic_b100,"2,8703703704"
2009,NO3-,48,indic_b100,"2,2228142407"
2010,NO3-,48,indic_b100,"3,0583676435"
2011,NO3-,48,indic_b100,"2,0252840785"
2012,NO3-,48,indic_b100,"2,2421893921"
2013,NO3-,48,indic_b100,"2,7837788146"
2014,NO3-,48,indic_b100,"2,6243363747"
2015,NO3-,48,indic_b100,"2,3443933156"
2016,NO3-,48,indic_b100,"2,3364485981"
2017,NO3-,48,indic_b100,"1,9742990654"
2018,NO3-,48,indic_b100,"2,1845794393"
1971,NO3-,32,indic_b100,"0,9076005961"
1972,NO3-,32,indic_b100,"0,7141799771"
1973,NO3-,32,indic_b100,"0,8990855412"
1974,NO3-,32,indic_b100,"1,2883755589"
1975,NO3-,32,indic_b100,1
1976,NO3-,32,indic_b100,"1,2576159669"
1977,NO3-,32,indic_b100,"1,3449393385"
1978,NO3-,32,indic_b100,"0,6788266578"
1979,NO3-,32,indic_b100,"1,2368128606"
1980,NO3-,32,indic_b100,"1,5949145626"
1981,NO3-,32,indic_b100,"1,3430051062"
1982,NO3-,32,indic_b100,"1,3190780398"
1983,NO3-,32,indic_b100,"1,6242748962"
1984,NO3-,32,indic_b100,"1,9075111548"
1985,NO3-,32,indic_b100,"1,7703422445"
1986,NO3-,32,indic_b100,"1,8062472883"
1987,NO3-,32,indic_b100,"1,6977288119"
1988,NO3-,32,indic_b100,"2,5682015662"
1989,NO3-,32,indic_b100,"2,9139330919"
1990,NO3-,32,indic_b100,"1,8666086725"
1991,NO3-,32,indic_b100,"3,0059131512"
1992,NO3-,32,indic_b100,"3,2001790379"
1993,NO3-,32,indic_b100,"2,5193077717"
1994,NO3-,32,indic_b100,"1,6757814926"
1995,NO3-,32,indic_b100,"1,6568225344"
1996,NO3-,32,indic_b100,"1,8363377613"
1997,NO3-,32,indic_b100,"1,5184287351"
1998,NO3-,32,indic_b100,"2,348997482"
1999,NO3-,32,indic_b100,"2,1379804101"
2000,NO3-,32,indic_b100,"2,5815863809"
2001,NO3-,32,indic_b100,"1,8680088194"
2002,NO3-,32,indic_b100,"2,7649952357"
2003,NO3-,32,indic_b100,"1,4826325068"
2004,NO3-,32,indic_b100,"2,9473163346"
2005,NO3-,32,indic_b100,"1,9535707304"
2006,NO3-,32,indic_b100,"1,912372133"
2007,NO3-,32,indic_b100,"2,1861921733"
2008,NO3-,32,indic_b100,"2,9638388757"
2009,NO3-,32,indic_b100,"2,4174672968"
2010,NO3-,32,indic_b100,"2,5856542869"
2011,NO3-,32,indic_b100,"1,6730515565"
2012,NO3-,32,indic_b100,"2,3203343091"
2013,NO3-,32,indic_b100,"2,4814365032"
2014,NO3-,32,indic_b100,"1,6546872085"
2015,NO3-,32,indic_b100,"1,1414606355"
2016,NO3-,32,indic_b100,"1,847432405"
2017,NO3-,32,indic_b100,"2,1017327401"
2018,NO3-,32,indic_b100,"1,792069488"
1971,NO3-,65,indic_b100,"0,8074890796"
1972,NO3-,65,indic_b100,"1,0800716244"
1973,NO3-,65,indic_b100,"0,8671695638"
1974,NO3-,65,indic_b100,"1,4668101343"
1975,NO3-,65,indic_b100,"0,9489896487"
1976,NO3-,65,indic_b100,"0,7229996156"
1977,NO3-,65,indic_b100,"0,9858337204"
1978,NO3-,65,indic_b100,"0,3599628425"
1979,NO3-,65,indic_b100,"0,7815049195"
1980,NO3-,65,indic_b100,"0,8720390153"
1981,NO3-,65,indic_b100,"1,0315104877"
1982,NO3-,65,indic_b100,"0,7965629354"
1983,NO3-,65,indic_b100,"0,9057129587"
1984,NO3-,65,indic_b100,"0,8708778449"
1985,NO3-,65,indic_b100,"1,1421978602"
1986,NO3-,65,indic_b100,"1,5014234"
1987,NO3-,65,indic_b100,"1,3511991062"
1988,NO3-,65,indic_b100,"1,4089543498"
1989,NO3-,65,indic_b100,"1,7003050426"
1990,NO3-,65,indic_b100,"1,3154901937"
1991,NO3-,65,indic_b100,"1,5909430912"
1992,NO3-,65,indic_b100,"1,7239304541"
1993,NO3-,65,indic_b100,"1,7113297392"
1994,NO3-,65,indic_b100,"1,133704622"
1995,NO3-,65,indic_b100,"1,0116609779"
1996,NO3-,65,indic_b100,"1,0259778166"
1997,NO3-,65,indic_b100,"0,7824593609"
1998,NO3-,65,indic_b100,"0,7324705553"
1999,NO3-,65,indic_b100,"0,592708344"
2000,NO3-,65,indic_b100,"0,7140995924"
2001,NO3-,65,indic_b100,"0,482984413"
2002,NO3-,65,indic_b100,"0,765147006"
2003,NO3-,65,indic_b100,"0,6810592177"
2004,NO3-,65,indic_b100,"0,6916608141"
2005,NO3-,65,indic_b100,"0,7261598304"
2006,NO3-,65,indic_b100,"0,7073111356"
2007,NO3-,65,indic_b100,"0,6915770924"
2008,NO3-,65,indic_b100,"0,7098367087"
2009,NO3-,65,indic_b100,"0,6429451762"
2010,NO3-,65,indic_b100,"0,605328341"
2011,NO3-,65,indic_b100,"0,5793278908"
2012,NO3-,65,indic_b100,"0,6707928108"
2013,NO3-,65,indic_b100,"0,7927014385"
2014,NO3-,65,indic_b100,"0,6124509098"
2015,NO3-,65,indic_b100,"0,594972702"
2016,NO3-,65,indic_b100,"0,5965502932"
2017,NO3-,65,indic_b100,"0,6352059999"
2018,NO3-,65,indic_b100,"0,7663077279"
1971,NO3-,82,indic_b100,"1,0777328208"
1972,NO3-,82,indic_b100,"1,0065348412"
1973,NO3-,82,indic_b100,"0,9699398798"
1974,NO3-,82,indic_b100,"0,9522358412"
1975,NO3-,82,indic_b100,"0,983098272"
1976,NO3-,82,indic_b100,"0,9702923765"
1977,NO3-,82,indic_b100,"0,9328695338"
1978,NO3-,82,indic_b100,"1,1488453985"
1979,NO3-,82,indic_b100,"1,4463833327"
1980,NO3-,82,indic_b100,"1,5310621242"
1981,NO3-,82,indic_b100,"1,2301302454"
1982,NO3-,82,indic_b100,"1,3283165087"
1983,NO3-,82,indic_b100,"1,2361028007"
1984,NO3-,82,indic_b100,"1,2965305385"
1985,NO3-,82,indic_b100,"1,3219493717"
1986,NO3-,82,indic_b100,"1,3974284044"
1987,NO3-,82,indic_b100,"1,9679358717"
1988,NO3-,82,indic_b100,"1,6958445192"
1989,NO3-,82,indic_b100,"1,4573146293"
1990,NO3-,82,indic_b100,"1,1727502711"
1991,NO3-,82,indic_b100,"1,4327017399"
1992,NO3-,82,indic_b100,"1,9068192592"
1993,NO3-,82,indic_b100,"1,7154308617"
1994,NO3-,82,indic_b100,"1,793987976"
1995,NO3-,82,indic_b100,"1,4472810997"
1996,NO3-,82,indic_b100,"1,5230460922"
1997,NO3-,82,indic_b100,"1,5775716124"
1998,NO3-,82,indic_b100,"1,6387693258"
1999,NO3-,82,indic_b100,"2,1604354456"
2000,NO3-,82,indic_b100,"1,8442741609"
2001,NO3-,82,indic_b100,"1,8645409099"
2002,NO3-,82,indic_b100,"1,9496612558"
2003,NO3-,82,indic_b100,"1,449072555"
2004,NO3-,82,indic_b100,"2,1604354456"
2005,NO3-,82,indic_b100,"1,7652338397"
2006,NO3-,82,indic_b100,"1,6730201316"
2007,NO3-,82,indic_b100,"1,9540523847"
2008,NO3-,82,indic_b100,"2,2460624602"
2009,NO3-,82,indic_b100,"2,256245825"
2010,NO3-,82,indic_b100,"1,2756229613"
2011,NO3-,82,indic_b100,"1,3937443301"
2012,NO3-,82,indic_b100,"1,4508290065"
2013,NO3-,82,indic_b100,"2,4491521743"
2014,NO3-,82,indic_b100,"2,0458249833"
2015,NO3-,82,indic_b100,"1,7755511022"
2016,NO3-,82,indic_b100,"1,6378911"
2017,NO3-,82,indic_b100,"1,2866007836"
2018,NO3-,82,indic_b100,"1,7364919047"
1971,NO3-,81,indic_b100,"0,9203865624"
1972,NO3-,81,indic_b100,"0,9179823703"
1973,NO3-,81,indic_b100,"0,9899870314"
1974,NO3-,81,indic_b100,"1,2122033349"
1975,NO3-,81,indic_b100,"0,8074196624"
1976,NO3-,81,indic_b100,"1,0040659105"
1977,NO3-,81,indic_b100,"1,2095186609"
1978,NO3-,81,indic_b100,"0,5793591779"
1979,NO3-,81,indic_b100,"1,2949925848"
1980,NO3-,81,indic_b100,"1,2510204536"
1981,NO3-,81,indic_b100,"1,2443726482"
1982,NO3-,81,indic_b100,"1,6125172572"
1983,NO3-,81,indic_b100,"1,5916475973"
1984,NO3-,81,indic_b100,"1,2219465903"
1985,NO3-,81,indic_b100,"1,3136677046"
1986,NO3-,81,indic_b100,"1,5889150439"
1987,NO3-,81,indic_b100,"1,254502604"
1988,NO3-,81,indic_b100,"1,2239024074"
1989,NO3-,81,indic_b100,"1,1250542183"
1990,NO3-,81,indic_b100,"1,1577629511"
1991,NO3-,81,indic_b100,"0,9826170373"
1992,NO3-,81,indic_b100,"1,9575280629"
1993,NO3-,81,indic_b100,"1,7072484466"
1994,NO3-,81,indic_b100,"1,8418564426"
1995,NO3-,81,indic_b100,"1,7050877322"
1996,NO3-,81,indic_b100,"1,892580042"
1997,NO3-,81,indic_b100,"1,6977292828"
1998,NO3-,81,indic_b100,"1,9421631264"
1999,NO3-,81,indic_b100,"2,1498992999"
2000,NO3-,81,indic_b100,"2,432770574"
2001,NO3-,81,indic_b100,"1,7215015484"
2002,NO3-,81,indic_b100,"2,0640107896"
2003,NO3-,81,indic_b100,"1,9948665687"
2004,NO3-,81,indic_b100,"2,4023057396"
2005,NO3-,81,indic_b100,"2,1936477658"
2006,NO3-,81,indic_b100,"2,1221414965"
2007,NO3-,81,indic_b100,"2,1020566641"
2008,NO3-,81,indic_b100,"2,5539558437"
2009,NO3-,81,indic_b100,"2,5837571501"
2010,NO3-,81,indic_b100,"1,651773341"
2011,NO3-,81,indic_b100,"1,735956211"
2012,NO3-,81,indic_b100,"1,9635866138"
2013,NO3-,81,indic_b100,"2,3986919665"
2014,NO3-,81,indic_b100,"2,1443930373"
2015,NO3-,81,indic_b100,"2,0639730515"
2016,NO3-,81,indic_b100,"1,9163694119"
2017,NO3-,81,indic_b100,"1,8038279152"
2018,NO3-,81,indic_b100,"2,1436236021"
1971,NO3-,31,indic_b100,"0,9716322686"
1972,NO3-,31,indic_b100,"0,8871390922"
1973,NO3-,31,indic_b100,"0,9742990654"
1974,NO3-,31,indic_b100,"1,0276087974"
1975,NO3-,31,indic_b100,1
1976,NO3-,31,indic_b100,"0,9130608059"
1977,NO3-,31,indic_b100,"1,344185882"
1978,NO3-,31,indic_b100,"0,814104757"
1979,NO3-,31,indic_b100,"1,1132517373"
1980,NO3-,31,indic_b100,"1,1671324762"
1981,NO3-,31,indic_b100,"1,3103907029"
1982,NO3-,31,indic_b100,"1,4569032979"
1983,NO3-,31,indic_b100,"1,2482849604"
1984,NO3-,31,indic_b100,"1,3817775293"
1985,NO3-,31,indic_b100,"1,4579439252"
1986,NO3-,31,indic_b100,"1,7044971521"
1987,NO3-,31,indic_b100,"1,2645082468"
1988,NO3-,31,indic_b100,"1,8564881056"
1989,NO3-,31,indic_b100,"1,4387926216"
1990,NO3-,31,indic_b100,"1,3561205266"
1991,NO3-,31,indic_b100,"1,5293460034"
1992,NO3-,31,indic_b100,"2,1548900328"
1993,NO3-,31,indic_b100,"1,8781442146"
1994,NO3-,31,indic_b100,"1,7064281722"
1995,NO3-,31,indic_b100,"1,3191489362"
1996,NO3-,31,indic_b100,"1,2825041923"
1997,NO3-,31,indic_b100,"1,1062236781"
1998,NO3-,31,indic_b100,"1,2104139216"
1999,NO3-,31,indic_b100,"1,3757861635"
2000,NO3-,31,indic_b100,"1,5023474178"
2001,NO3-,31,indic_b100,"1,2809442932"
2002,NO3-,31,indic_b100,"1,5058162181"
2003,NO3-,31,indic_b100,"1,2915301825"
2004,NO3-,31,indic_b100,"1,6789168279"
2005,NO3-,31,indic_b100,"1,6499893717"
2006,NO3-,31,indic_b100,"1,4481069944"
2007,NO3-,31,indic_b100,"1,5235566558"
2008,NO3-,31,indic_b100,"1,4412728124"
2009,NO3-,31,indic_b100,"1,6058771412"
2010,NO3-,31,indic_b100,"1,3730496454"
2011,NO3-,31,indic_b100,"1,2566319901"
2012,NO3-,31,indic_b100,"1,3146940789"
2013,NO3-,31,indic_b100,"1,8620503946"
2014,NO3-,31,indic_b100,"1,4567621034"
2015,NO3-,31,indic_b100,"1,3875881547"
2016,NO3-,31,indic_b100,"1,2191759411"
2017,NO3-,31,indic_b100,"1,1789946165"
