;geo;annee;poll_mil_dbo5;poll_mil_nh4;poll_mil_pt
1557;FRF_TARN;1990;31;4,5;1,4
1558;FRF_TARN;1991;16,7;2,3;0,9
1559;FRF_TARN;1992;15,3;2,2;0,9
1560;FRF_TARN;1993;12,3;1,9;0,8
1561;FRF_TARN;1994;14,6;1,5;0,9
1562;FRF_TARN;1995;13,1;1,3;0,9
1563;FRF_TARN;1996;15,7;1,8;1
1564;FRF_TARN;1997;16,3;1,9;1
1565;FRF_TARN;1998;13;1,8;0,9
1566;FRF_TARN;1999;10;1,5;0,7
1567;FRF_TARN;2000;10,9;1,4;0,7
1568;FRF_TARN;2001;9,6;1,5;0,7
1569;FRF_TARN;2002;10,2;1,7;0,7
1570;FRF_TARN;2003;12;2,3;0,7
1571;FRF_TARN;2004;12,5;2,4;0,7
1572;FRF_TARN;2005;13,7;2,5;0,8
1573;FRF_TARN;2006;15,5;2,3;0,8
1574;FRF_TARN;2007;15;2,1;0,8
1575;FRF_TARN;2008;18,4;2,1;0,8
1576;FRF_TARN;2009;11,8;1,9;0,8
1577;FRF_TARN;2010;10;1,7;0,6
1578;FRF_TARN;2011;9;1,6;0,5
1579;FRF_TARN;2012;8,1;1,5;0,5
1580;FRF_TARN;2013;9,4;1,6;0,5
1581;FRF_TARN;2014;9,3;1,5;0,5
1582;FRF_TARN;2015;8,9;1,8;0,5
1583;FRF_TARN;2016;10,7;2,1;0,6
1585;bag;1970;326,4;51,7;19,9
1586;bag;1971;323,8;51,3;19,9
1587;bag;1972;322,2;51,1;19,9
1588;bag;1973;317,1;50,3;19,7
1589;bag;1974;303,4;48,3;19,5
1590;bag;1975;294,5;46,9;19,1
1591;bag;1976;281,9;44,9;18,5
1592;bag;1977;273,8;43,8;18,2
1593;bag;1978;269,1;43;18,1
1594;bag;1979;262,2;42,1;17,8
1595;bag;1980;258,3;41,5;17,7
1596;bag;1981;255,2;41,2;17,6
1597;bag;1982;238,7;38,5;17
1598;bag;1983;236,2;38,2;17
1599;bag;1984;235,3;38,1;17
1600;bag;1985;233,4;37,8;17
1601;bag;1986;231,7;37,6;17
1602;bag;1987;235,2;38;17,2
1603;bag;1988;225,4;37,1;16,4
1604;bag;1989;215,7;35,4;16,4
1605;bag;1990;215,2;35,3;17,1
1606;bag;1991;204,9;33,3;15,1
1607;bag;1992;201,1;32,9;14,6
1608;bag;1993;188,7;32;13,9
1609;bag;1994;183,4;30,7;13,5
1610;bag;1995;177,1;29,9;12,4
1611;bag;1996;179,6;30;12,3
1612;bag;1997;172,8;29;11,5
1613;bag;1998;164,7;28,1;10,9
1614;bag;1999;160,5;28,1;10,9
1615;bag;2000;148,2;26;10,2
1616;bag;2001;151,2;26,6;10
1617;bag;2002;144,7;26;9,7
1618;bag;2003;144,7;26,4;9,4
1619;bag;2004;135,1;24,6;8,8
1620;bag;2005;136,1;25,4;9
1621;bag;2006;134,1;24,8;9
1622;bag;2007;130,9;24,1;8,8
1623;bag;2008;132,3;23,6;7,9
1624;bag;2009;116,9;23,5;7,7
1625;bag;2010;117,3;23,7;7,3
1626;bag;2011;122,9;24,5;7,2
1627;bag;2012;107,7;22,6;6,7
1628;bag;2013;102;21,8;6,2
1629;bag;2014;100,4;21,3;6
1630;bag;2015;106,8;22,5;5,9
1631;bag;2016;111,5;22,8;6,3
