"";"annee";"lb_geo";"POSOR_MO";"POSOR_DBO5";"POSOR_NR";"POSOR_PT"
"2000__12";"2000";"12";0,577;0,384666666666667;0,059;0,042
"2000__15";"2000";"15";1,027;0,684666666666667;0,115;0,094
"2000__16";"2000";"16";10,283;6,85533333333333;1,138;0,157
"2000__17";"2000";"17";1,995;1,33;0,148;0,041
"2000__19";"2000";"19";2,592;1,728;0,062;0,031
"2000__24";"2000";"24";10,937;7,29133333333333;0,317;0,09
"2000__31";"2000";"31";7,837;5,22466666666667;2,295;0,269
"2000__32";"2000";"32";1,814;1,20933333333333;0,079;0,014
"2000__33";"2000";"33";18,993;12,662;0,881;0,178
"2000__40";"2000";"40";18,358;12,2386666666667;3,05;0,935
"2000__46";"2000";"46";1,889;1,25933333333333;0,066;0,019
"2000__47";"2000";"47";7,232;4,82133333333333;0,271;0,06
"2000__48";"2000";"48";0,138;0,092;0,014;0,009
"2000__63";"2000";"63";0,316;0,210666666666667;0,025;0,018
"2000__64";"2000";"64";5,746;3,83066666666667;1,021;0,335
"2000__65";"2000";"65";1,294;0,862666666666667;0,337;0,052
"2000__79";"2000";"79";0,182;0,121333333333333;0,279;0,007
"2000__81";"2000";"81";7,976;5,31733333333333;1,575;0,114
"2000__82";"2000";"82";0,819;0,546;0,043;0,042
"2000__86";"2000";"86";0,112;0,0746666666666667;0,001;0,003
"2000__87";"2000";"87";0,143;0,0953333333333333;0,006;0,002
"2000__bag";"2000";"bag";121,546;81,0306666666667;12,075;2,542
"2000__FRF_ADOU";"2000";"FRF_ADOU";23,637;15,758;3,765;1,103
"2000__FRF_CHAR";"2000";"FRF_CHAR";11,246;7,49733333333333;1,489;0,19
"2000__FRF_DORD";"2000";"FRF_DORD";23,053;15,3686666666667;0,876;0,271
"2000__FRF_GARO";"2000";"FRF_GARO";21,122;14,0813333333333;3,188;0,436
"2000__FRF_LITT";"2000";"FRF_LITT";10,009;6,67266666666667;0,702;0,213
"2000__FRF_LOT";"2000";"FRF_LOT";7,415;4,94333333333333;0,217;0,102
"2000__FRF_TARN";"2000";"FRF_TARN";9,224;6,14933333333333;1,672;0,157
"2001__09";"2001";"09";1,394;0,929333333333333;0,076;0,01
"2001__11";"2001";"11";0,006;0,004;0,001;NA
"2001__12";"2001";"12";0,484;0,322666666666667;0,076;0,044
"2001__15";"2001";"15";1,008;0,672;0,086;0,132
"2001__16";"2001";"16";10,865;7,24333333333333;1,076;0,158
"2001__17";"2001";"17";1,735;1,15666666666667;0,233;0,052
"2001__19";"2001";"19";1,994;1,32933333333333;0,051;0,046
"2001__24";"2001";"24";10,891;7,26066666666667;0,335;0,082
"2001__31";"2001";"31";8,742;5,828;1,517;0,234
"2001__32";"2001";"32";1,373;0,915333333333333;0,09;0,019
"2001__33";"2001";"33";16,76;11,1733333333333;0,946;0,361
"2001__40";"2001";"40";18,465;12,31;1,999;0,787
"2001__46";"2001";"46";1,837;1,22466666666667;0,067;0,022
"2001__47";"2001";"47";6,114;4,076;0,257;0,05
"2001__48";"2001";"48";0,115;0,0766666666666667;0,011;0,015
"2001__63";"2001";"63";0,301;0,200666666666667;0,03;0,023
"2001__64";"2001";"64";5,342;3,56133333333333;0,969;0,392
"2001__65";"2001";"65";1,278;0,852;0,338;0,063
"2001__79";"2001";"79";0,72;0,48;0,05;0,013
"2001__81";"2001";"81";6,868;4,57866666666667;1,809;0,114
"2001__82";"2001";"82";0,685;0,456666666666667;0,039;0,04
"2001__86";"2001";"86";0,139;0,0926666666666667;0,006;0,027
"2001__87";"2001";"87";0,157;0,104666666666667;0,007;0,002
"2001__bag";"2001";"bag";114,064;76,0426666666667;10,231;2,726
"2001__FRF_ADOU";"2001";"FRF_ADOU";24,326;16,2173333333333;2,661;1,081
"2001__FRF_CHAR";"2001";"FRF_CHAR";12,179;8,11933333333333;1,278;0,231
"2001__FRF_DORD";"2001";"FRF_DORD";21,104;14,0693333333333;0,949;0,442
"2001__FRF_GARO";"2001";"FRF_GARO";21,173;14,1153333333333;2,35;0,443
"2001__FRF_LITT";"2001";"FRF_LITT";8,699;5,79933333333333;0,795;0,221
"2001__FRF_LOT";"2001";"FRF_LOT";6,039;4,026;0,168;0,1
"2001__FRF_TARN";"2001";"FRF_TARN";8,055;5,37;1,927;0,16
"2002__09";"2002";"09";1,328;0,885333333333333;0,068;0,013
"2002__11";"2002";"11";0,002;0,00133333333333333;NA;NA
"2002__12";"2002";"12";0,473;0,315333333333333;0,064;0,045
"2002__15";"2002";"15";1,377;0,918;0,168;0,097
"2002__16";"2002";"16";10,471;6,98066666666667;1,366;0,114
"2002__17";"2002";"17";1,556;1,03733333333333;0,225;0,074
"2002__19";"2002";"19";2,025;1,35;0,065;0,009
"2002__24";"2002";"24";8,151;5,434;0,401;0,087
"2002__31";"2002";"31";7,269;4,846;0,991;0,258
"2002__32";"2002";"32";1,051;0,700666666666667;0,12;0,023
"2002__33";"2002";"33";12,558;8,372;0,97;0,351
"2002__40";"2002";"40";18,134;12,0893333333333;1,975;0,79
"2002__46";"2002";"46";1,298;0,865333333333333;0,054;0,016
"2002__47";"2002";"47";6,503;4,33533333333333;0,309;0,062
"2002__48";"2002";"48";0,091;0,0606666666666667;0,015;0,012
"2002__63";"2002";"63";0,271;0,180666666666667;0,027;0,021
"2002__64";"2002";"64";3,822;2,548;0,941;0,305
"2002__65";"2002";"65";1,379;0,919333333333333;0,379;0,063
"2002__79";"2002";"79";0,75;0,5;0,125;0,014
"2002__81";"2002";"81";4,443;2,962;1,713;0,093
"2002__82";"2002";"82";0,643;0,428666666666667;0,043;0,04
"2002__86";"2002";"86";0,165;0,11;0,007;0,026
"2002__87";"2002";"87";0,074;0,0493333333333333;0,001;NA
"2002__bag";"2002";"bag";101,641;67,7606666666667;10,195;2,554
"2002__FRF_ADOU";"2002";"FRF_ADOU";21,828;14,552;2,588;1,042
"2002__FRF_CHAR";"2002";"FRF_CHAR";11,836;7,89066666666667;1,644;0,212
"2002__FRF_DORD";"2002";"FRF_DORD";16,567;11,0446666666667;1,091;0,375
"2002__FRF_GARO";"2002";"FRF_GARO";17,116;11,4106666666667;1,925;0,457
"2002__FRF_LITT";"2002";"FRF_LITT";8,907;5,938;0,82;0,17
"2002__FRF_LOT";"2002";"FRF_LOT";6,536;4,35733333333333;0,207;0,123
"2002__FRF_TARN";"2002";"FRF_TARN";5,49;3,66;1,809;0,141
"2003__09";"2003";"09";1,352;0,901333333333333;0,065;0,008
"2003__11";"2003";"11";0,002;0,00133333333333333;NA;NA
"2003__12";"2003";"12";0,758;0,505333333333333;0,076;0,059
"2003__15";"2003";"15";1,144;0,762666666666667;0,144;0,097
"2003__16";"2003";"16";6,35;4,23333333333333;1,36;0,132
"2003__17";"2003";"17";1,446;0,964;0,141;0,077
"2003__19";"2003";"19";1,402;0,934666666666667;0,068;0,027
"2003__24";"2003";"24";6,123;4,082;0,409;0,094
"2003__31";"2003";"31";8,01;5,34;0,21;0,178
"2003__32";"2003";"32";1,05;0,7;0,121;0,03
"2003__33";"2003";"33";10,781;7,18733333333333;0,894;0,331
"2003__40";"2003";"40";19,492;12,9946666666667;2,199;0,527
"2003__46";"2003";"46";1,114;0,742666666666667;0,053;0,042
"2003__47";"2003";"47";6,033;4,022;0,327;0,059
"2003__48";"2003";"48";0,116;0,0773333333333333;0,017;0,012
"2003__63";"2003";"63";0,27;0,18;0,028;0,021
"2003__64";"2003";"64";3,687;2,458;1,2;0,228
"2003__65";"2003";"65";1,344;0,896;0,299;0,062
"2003__79";"2003";"79";0,839;0,559333333333333;0,293;0,015
"2003__81";"2003";"81";3,167;2,11133333333333;1,729;0,087
"2003__82";"2003";"82";0,658;0,438666666666667;0,052;0,039
"2003__86";"2003";"86";0,165;0,11;0,008;0,031
"2003__87";"2003";"87";0,103;0,0686666666666667;0,002;NA
"2003__bag";"2003";"bag";89,022;59,348;9,916;2,189
"2003__FRF_ADOU";"2003";"FRF_ADOU";22,342;14,8946666666667;3,041;0,704
"2003__FRF_CHAR";"2003";"FRF_CHAR";7,649;5,09933333333333;1,724;0,237
"2003__FRF_DORD";"2003";"FRF_DORD";13,372;8,91466666666667;1,011;0,398
"2003__FRF_GARO";"2003";"FRF_GARO";17,252;11,5013333333333;1,093;0,382
"2003__FRF_LITT";"2003";"FRF_LITT";8,655;5,77;0,812;0,17
"2003__FRF_LOT";"2003";"FRF_LOT";5,893;3,92866666666667;0,21;0,111
"2003__FRF_TARN";"2003";"FRF_TARN";4,386;2,924;1,845;0,161
"2004__09";"2004";"09";1,125;0,75;0,059;0,017
"2004__11";"2004";"11";0,004;0,00266666666666667;0,001;NA
"2004__12";"2004";"12";0,916;0,610666666666667;0,074;0,056
"2004__15";"2004";"15";0,753;0,502;0,071;0,073
"2004__16";"2004";"16";5,134;3,42266666666667;1,13;0,116
"2004__17";"2004";"17";1,516;1,01066666666667;0,148;0,082
"2004__19";"2004";"19";1,289;0,859333333333333;0,072;0,02
"2004__24";"2004";"24";4,553;3,03533333333333;0,405;0,087
"2004__31";"2004";"31";8,514;5,676;0,204;0,178
"2004__32";"2004";"32";0,959;0,639333333333333;0,121;0,034
"2004__33";"2004";"33";12,899;8,59933333333333;0,904;0,3
"2004__40";"2004";"40";19,089;12,726;1,983;0,457
"2004__46";"2004";"46";1,151;0,767333333333333;0,058;0,04
"2004__47";"2004";"47";5,81;3,87333333333333;0,326;0,05
"2004__48";"2004";"48";0,164;0,109333333333333;0,018;0,007
"2004__63";"2004";"63";0,259;0,172666666666667;0,033;0,021
"2004__64";"2004";"64";3,184;2,12266666666667;0,999;0,251
"2004__65";"2004";"65";1,191;0,794;0,302;0,055
"2004__79";"2004";"79";0,521;0,347333333333333;0,129;0,031
"2004__81";"2004";"81";2,834;1,88933333333333;1,474;0,082
"2004__82";"2004";"82";0,647;0,431333333333333;0,055;0,032
"2004__86";"2004";"86";0,165;0,11;0,009;0,022
"2004__87";"2004";"87";0,113;0,0753333333333333;0,002;0,001
"2004__bag";"2004";"bag";83,414;55,6093333333333;8,81;2,041
"2004__FRF_ADOU";"2004";"FRF_ADOU";21,994;14,6626666666667;2,686;0,594
"2004__FRF_CHAR";"2004";"FRF_CHAR";6,209;4,13933333333333;1,355;0,235
"2004__FRF_DORD";"2004";"FRF_DORD";12,176;8,11733333333333;0,967;0,359
"2004__FRF_GARO";"2004";"FRF_GARO";18,059;12,0393333333333;1,027;0,376
"2004__FRF_LITT";"2004";"FRF_LITT";7,376;4,91733333333333;0,752;0,184
"2004__FRF_LOT";"2004";"FRF_LOT";6,261;4,174;0,252;0,096
"2004__FRF_TARN";"2004";"FRF_TARN";3,812;2,54133333333333;1,581;0,136
"2005__09";"2005";"09";1,111;0,740666666666667;0,058;0,018
"2005__11";"2005";"11";0,002;0,00133333333333333;NA;NA
"2005__12";"2005";"12";0,493;0,328666666666667;0,076;0,042
"2005__15";"2005";"15";0,962;0,641333333333333;0,134;0,057
"2005__16";"2005";"16";4,5;3;1,15;0,119
"2005__17";"2005";"17";1,714;1,14266666666667;0,146;0,064
"2005__19";"2005";"19";0,967;0,644666666666667;0,074;0,016
"2005__24";"2005";"24";4,078;2,71866666666667;0,412;0,083
"2005__31";"2005";"31";7,039;4,69266666666667;0,326;0,194
"2005__32";"2005";"32";1,127;0,751333333333333;0,131;0,033
"2005__33";"2005";"33";12,35;8,23333333333333;0,895;0,331
"2005__40";"2005";"40";19,804;13,2026666666667;1,77;0,568
"2005__46";"2005";"46";1,154;0,769333333333333;0,055;0,03
"2005__47";"2005";"47";6,306;4,204;0,321;0,06
"2005__48";"2005";"48";0,147;0,098;0,016;0,015
"2005__63";"2005";"63";0,263;0,175333333333333;0,033;0,021
"2005__64";"2005";"64";3,36;2,24;0,854;0,201
"2005__65";"2005";"65";1,455;0,97;0,333;0,058
"2005__79";"2005";"79";0,671;0,447333333333333;0,163;0,03
"2005__81";"2005";"81";2,481;1,654;1,393;0,083
"2005__82";"2005";"82";0,563;0,375333333333333;0,041;0,028
"2005__86";"2005";"86";0,051;0,034;0,016;0,017
"2005__87";"2005";"87";0,052;0,0346666666666667;0,001;NA
"2005__bag";"2005";"bag";84,274;56,1826666666667;8,728;2,11
"2005__FRF_ADOU";"2005";"FRF_ADOU";23,151;15,434;2,375;0,676
"2005__FRF_CHAR";"2005";"FRF_CHAR";5,874;3,916;1,421;0,214
"2005__FRF_DORD";"2005";"FRF_DORD";11,715;7,81;1,049;0,351
"2005__FRF_GARO";"2005";"FRF_GARO";16,516;11,0106666666667;1,167;0,408
"2005__FRF_LITT";"2005";"FRF_LITT";7,205;4,80333333333333;0,742;0,157
"2005__FRF_LOT";"2005";"FRF_LOT";6,122;4,08133333333333;0,224;0,102
"2005__FRF_TARN";"2005";"FRF_TARN";3,395;2,26333333333333;1,493;0,123
"2006__09";"2006";"09";1,234;0,822666666666667;0,058;0,019
"2006__11";"2006";"11";0,003;0,002;0,001;NA
"2006__12";"2006";"12";0,578;0,385333333333333;0,055;0,076
"2006__15";"2006";"15";1,042;0,694666666666667;0,156;0,05
"2006__16";"2006";"16";4,576;3,05066666666667;0,822;0,102
"2006__17";"2006";"17";1,974;1,316;0,135;0,065
"2006__19";"2006";"19";0,693;0,462;0,043;0,008
"2006__24";"2006";"24";4,08;2,72;0,396;0,077
"2006__31";"2006";"31";7,647;5,098;0,304;0,135
"2006__32";"2006";"32";1,207;0,804666666666667;0,092;0,025
"2006__33";"2006";"33";10,718;7,14533333333333;0,858;0,317
"2006__40";"2006";"40";19,93;13,2866666666667;1,677;0,549
"2006__46";"2006";"46";0,833;0,555333333333333;0,044;0,023
"2006__47";"2006";"47";5,939;3,95933333333333;0,362;0,048
"2006__48";"2006";"48";0,112;0,0746666666666667;0,015;0,011
"2006__63";"2006";"63";0,266;0,177333333333333;0,033;0,021
"2006__64";"2006";"64";3,286;2,19066666666667;1,02;0,18
"2006__65";"2006";"65";1,185;0,79;0,33;0,06
"2006__79";"2006";"79";0,304;0,202666666666667;0,108;0,025
"2006__81";"2006";"81";2,44;1,62666666666667;0,823;0,075
"2006__82";"2006";"82";0,665;0,443333333333333;0,052;0,037
"2006__86";"2006";"86";0,046;0,0306666666666667;0,017;0,018
"2006__87";"2006";"87";0,012;0,008;NA;NA
"2006__bag";"2006";"bag";81,627;54,418;7,736;1,966
"2006__FRF_ADOU";"2006";"FRF_ADOU";23,45;15,6333333333333;2,384;0,622
"2006__FRF_CHAR";"2006";"FRF_CHAR";5,952;3,968;1,045;0,201
"2006__FRF_DORD";"2006";"FRF_DORD";10,654;7,10266666666667;0,989;0,318
"2006__FRF_GARO";"2006";"FRF_GARO";16,011;10,674;1,134;0,329
"2006__FRF_LITT";"2006";"FRF_LITT";6,904;4,60266666666667;0,752;0,16
"2006__FRF_LOT";"2006";"FRF_LOT";6,082;4,05466666666667;0,252;0,135
"2006__FRF_TARN";"2006";"FRF_TARN";3,476;2,31733333333333;0,919;0,115
"2007__09";"2007";"09";0,794;0,529333333333333;0,042;0,012
"2007__11";"2007";"11";0,002;0,00133333333333333;NA;NA
"2007__12";"2007";"12";0,456;0,304;0,06;0,048
"2007__15";"2007";"15";0,847;0,564666666666667;0,122;0,056
"2007__16";"2007";"16";4,841;3,22733333333333;0,97;0,118
"2007__17";"2007";"17";2,389;1,59266666666667;0,128;0,059
"2007__19";"2007";"19";0,456;0,304;0,031;0,01
"2007__24";"2007";"24";3,541;2,36066666666667;0,356;0,068
"2007__31";"2007";"31";7,289;4,85933333333333;0,292;0,101
"2007__32";"2007";"32";0,87;0,58;0,073;0,029
"2007__33";"2007";"33";7,377;4,918;0,615;0,235
"2007__40";"2007";"40";15,913;10,6086666666667;2,928;0,554
"2007__46";"2007";"46";0,921;0,614;0,064;0,03
"2007__47";"2007";"47";5,439;3,626;0,405;0,032
"2007__48";"2007";"48";0,1;0,0666666666666667;0,015;0,003
"2007__63";"2007";"63";0,284;0,189333333333333;0,037;0,023
"2007__64";"2007";"64";2,493;1,662;0,799;0,177
"2007__65";"2007";"65";1,325;0,883333333333333;0,352;0,048
"2007__79";"2007";"79";0,53;0,353333333333333;0,132;0,029
"2007__81";"2007";"81";2,284;1,52266666666667;0,609;0,053
"2007__82";"2007";"82";0,609;0,406;0,047;0,038
"2007__86";"2007";"86";0,022;0,0146666666666667;0,005;0,018
"2007__87";"2007";"87";0,01;0,00666666666666667;NA;NA
"2007__bag";"2007";"bag";68,815;45,8766666666667;8,288;1,77
"2007__FRF_ADOU";"2007";"FRF_ADOU";18,268;12,1786666666667;3,318;0,572
"2007__FRF_CHAR";"2007";"FRF_CHAR";6,614;4,40933333333333;1,201;0,215
"2007__FRF_DORD";"2007";"FRF_DORD";8,873;5,91533333333333;0,731;0,284
"2007__FRF_GARO";"2007";"FRF_GARO";12,665;8,44333333333333;1,149;0,265
"2007__FRF_LITT";"2007";"FRF_LITT";7,241;4,82733333333333;0,884;0,201
"2007__FRF_LOT";"2007";"FRF_LOT";5,631;3,754;0,204;0,074
"2007__FRF_TARN";"2007";"FRF_TARN";3,159;2,106;0,7;0,093
"2008__09";"2008";"09";1,19820333333333;0,798802222222222;0,02987;0,00729
"2008__12";"2008";"12";0,300703333333334;0,200468888888889;0,02472;0,01454
"2008__15";"2008";"15";0,245353333333333;0,163568888888889;0,04738;0,02665
"2008__16";"2008";"16";3,43532666666666;2,29021777777778;0,86015;0,12247
"2008__17";"2008";"17";3,43213;2,28808666666666;0,20258;0,0796
"2008__19";"2008";"19";0,19905;0,1327;0,00361;0,00287
"2008__24";"2008";"24";2,88185333333333;1,92123555555555;0,29959;0,0857
"2008__31";"2008";"31";7,60897666666667;5,07265111111111;0,10996;0,01332
"2008__32";"2008";"32";0,490396666666667;0,326931111111111;0,04514;0,01005
"2008__33";"2008";"33";2,28084666666667;1,52056444444444;0,26729;0,05087
"2008__40";"2008";"40";15,1529633333333;10,1019755555556;3,1686;0,29043
"2008__46";"2008";"46";0,239753333333333;0,159835555555555;0,02884;0,04748
"2008__47";"2008";"47";4,15172;2,76781333333333;0,17125;0,02853
"2008__48";"2008";"48";0,0613633333333333;0,0409088888888888;0,00221;0,0031
"2008__63";"2008";"63";0,2726;0,181733333333334;0,02685;0,01516
"2008__64";"2008";"64";1,89871666666666;1,26581111111111;0,46864;0,09721
"2008__65";"2008";"65";0,33428;0,222853333333333;0,19881;0,02637
"2008__79";"2008";"79";0,814223333333333;0,542815555555555;0,15443;0,0277
"2008__81";"2008";"81";1,43767;0,958446666666667;0,3369;0,07793
"2008__82";"2008";"82";0,155466666666667;0,103644444444444;0,02811;0,01005
"2008__86";"2008";"86";0,00581333333333333;0,00387555555555556;0,00042;0,01034
"2008__87";"2008";"87";0,0150533333333333;0,0100355555555556;0,00012;1e-05
"2008__bag";"2008";"bag";61,8131366666667;41,2087577777778;7,85669;1,10765
"2008__FRF_ADOU";"2008";"FRF_ADOU";16,4993;10,9995333333333;3,1402;0,2944
"2008__FRF_CHAR";"2008";"FRF_CHAR";4,99578;3,33052;1,06405;0,19376
"2008__FRF_DORD";"2008";"FRF_DORD";4,61489;3,07659333333333;0,44258;0,18018
"2008__FRF_GARO";"2008";"FRF_GARO";11,1496033333333;7,43306888888889;0,52366;0,07668
"2008__FRF_LITT";"2008";"FRF_LITT";6,81651333333334;4,54434222222222;0,82073;0,10891
"2008__FRF_LOT";"2008";"FRF_LOT";4,00123;2,66748666666666;0,1293;0,03773
"2008__FRF_TARN";"2008";"FRF_TARN";1,73516333333333;1,15677555555555;0,3772;0,09469
"2009__09";"2009";"09";1,08095666666667;0,720637777777778;0,01845;0,0062
"2009__12";"2009";"12";0,197306666666667;0,131537777777778;0,01712;0,01026
"2009__15";"2009";"15";0,23522;0,156813333333334;0,02861;0,02201
"2009__16";"2009";"16";3,5888;2,39253333333333;0,58321;0,08513
"2009__17";"2009";"17";3,81838666666667;2,54559111111111;0,17346;0,06398
"2009__19";"2009";"19";0,16522;0,110146666666666;0,00731;0,00283
"2009__24";"2009";"24";2,38709666666667;1,59139777777778;0,25881;0,08472
"2009__31";"2009";"31";11,2171866666666;7,47812444444442;0,16468;0,01984
"2009__32";"2009";"32";0,687386666666666;0,458257777777778;0,05309;0,01437
"2009__33";"2009";"33";2,42847;1,61898;0,333;0,0497
"2009__40";"2009";"40";9,02615666666666;6,01743777777778;2,82311;0,22612
"2009__46";"2009";"46";0,274306666666666;0,182871111111111;0,02071;0,03332
"2009__47";"2009";"47";3,18069;2,12046;0,14301;0,03022
"2009__48";"2009";"48";0,0364966666666667;0,0243311111111112;0,00534;0,00126
"2009__63";"2009";"63";0,252846666666666;0,168564444444444;0,02519;0,01373
"2009__64";"2009";"64";1,79768;1,19845333333333;0,34437;0,06914
"2009__65";"2009";"65";0,321500000000001;0,214333333333334;0,13078;0,00632
"2009__79";"2009";"79";0,816416666666667;0,544277777777778;0,14173;0,02353
"2009__81";"2009";"81";0,975623333333333;0,650415555555556;0,22275;0,04133
"2009__82";"2009";"82";0,173773333333334;0,115848888888889;0,02471;0,00959
"2009__86";"2009";"86";0,0120333333333334;0,00802222222222224;0,0013;0,00965
"2009__87";"2009";"87";0,00308333333333333;0,00205555555555555;NA;NA
"2009__bag";"2009";"bag";53,6689933333333;35,7793288888888;5,83062;0,87073
"2009__FRF_ADOU";"2009";"FRF_ADOU";10,6264466666667;7,08429777777778;2,93324;0,21782
"2009__FRF_CHAR";"2009";"FRF_CHAR";5,12077;3,41384666666667;0,78218;0,14761
"2009__FRF_DORD";"2009";"FRF_DORD";4,02754333333334;2,68502888888889;0,36884;0,1524
"2009__FRF_GARO";"2009";"FRF_GARO";14,9231033333333;9,94873555555554;0,56162;0,07028
"2009__FRF_LITT";"2009";"FRF_LITT";6,15678333333334;4,10452222222222;0,57917;0,09494
"2009__FRF_LOT";"2009";"FRF_LOT";2,98127;1,98751333333334;0,12616;0,03701
"2009__FRF_TARN";"2009";"FRF_TARN";1,09858;0,732386666666667;0,23315;0,05008
"2010__09";"2010";"09";1,22549333333333;0,816995555555556;0,04584;0,00392
"2010__12";"2010";"12";0,172183333333333;0,114788888888889;0,01904;0,01028
"2010__15";"2010";"15";0,174503333333334;0,116335555555556;0,03361;0,02169
"2010__16";"2010";"16";3,18695666666666;2,12463777777778;0,54342;0,07252
"2010__17";"2010";"17";2,65031333333333;1,76687555555556;0,17638;0,05454
"2010__19";"2010";"19";0,134006666666667;0,0893377777777778;0,01763;0,00291
"2010__24";"2010";"24";3,45393666666667;2,30262444444445;0,33035;0,09795
"2010__31";"2010";"31";8,81716000000001;5,87810666666667;0,14378;0,01279
"2010__32";"2010";"32";0,419383333333333;0,279588888888889;0,03855;0,01175
"2010__33";"2010";"33";2,52751333333333;1,68500888888889;0,29426;0,03773
"2010__40";"2010";"40";13,52279;9,01519333333333;2,71689;0,23573
"2010__46";"2010";"46";0,348116666666667;0,232077777777778;0,03934;0,0691
"2010__47";"2010";"47";2,01585333333334;1,34390222222222;0,29917;0,03239
"2010__48";"2010";"48";0,0900099999999999;0,0600066666666666;0,02256;0,01953
"2010__63";"2010";"63";0,265353333333334;0,176902222222222;0,02612;0,01442
"2010__64";"2010";"64";2,01199333333333;1,34132888888889;0,4861;0,09653
"2010__65";"2010";"65";0,23387;0,155913333333333;0,12081;0,01606
"2010__79";"2010";"79";0,790753333333334;0,527168888888889;0,17065;0,02835
"2010__81";"2010";"81";0,848226666666667;0,565484444444444;0,22197;0,05021
"2010__82";"2010";"82";0,18567;0,12378;0,01513;0,00648
"2010__86";"2010";"86";0,0206366666666667;0,0137577777777778;0,00089;0,00424
"2010__87";"2010";"87";0,00277333333333333;0,00184888888888889;NA;NA
"2010__bag";"2010";"bag";53,9453633333334;35,9635755555556;6,01585;0,95488
"2010__FRF_ADOU";"2010";"FRF_ADOU";15,2575;10,1716666666667;2,96876;0,23988
"2010__FRF_CHAR";"2010";"FRF_CHAR";4,44467333333333;2,96311555555555;0,76363;0,12874
"2010__FRF_DORD";"2010";"FRF_DORD";5,07699666666666;3,38466444444444;0,4745;0,2042
"2010__FRF_GARO";"2010";"FRF_GARO";12,85627;8,57084666666669;0,67906;0,0674
"2010__FRF_LITT";"2010";"FRF_LITT";5,08696;3,39130666666667;0,47482;0,09103
"2010__FRF_LOT";"2010";"FRF_LOT";1,57423;1,04948666666667;0,13056;0,03579
"2010__FRF_TARN";"2010";"FRF_TARN";1,00495;0,669966666666667;0,24144;0,07289
"2011__09";"2011";"09";1,02644666666667;0,684297777777778;0,03483;0,0019
"2011__12";"2011";"12";0,18984;0,12656;0,02934;0,01439
"2011__15";"2011";"15";0,138166666666666;0,0921111111111109;0,04018;0,01944
"2011__16";"2011";"16";3,96807333333333;2,64538222222222;0,64548;0,06684
"2011__17";"2011";"17";2,30211666666667;1,53474444444444;0,17898;0,04312
"2011__19";"2011";"19";0,13202;0,0880133333333333;0,00828;0,00273
"2011__24";"2011";"24";2,02087;1,34724666666667;0,2223;0,05217
"2011__31";"2011";"31";7,01981;4,67987333333333;0,11953;0,01939
"2011__32";"2011";"32";0,5338;0,355866666666667;0,04308;0,00932
"2011__33";"2011";"33";2,89365;1,9291;0,37164;0,04413
"2011__40";"2011";"40";13,1994733333333;8,79964888888889;2,91893;0,25284
"2011__46";"2011";"46";0,328763333333334;0,219175555555556;0,02473;0,04752
"2011__47";"2011";"47";2,61819666666666;1,74546444444444;0,35393;0,03886
"2011__48";"2011";"48";0,0498400000000001;0,0332266666666667;0,00993;0,00544
"2011__63";"2011";"63";0,296503333333333;0,197668888888889;0,02494;0,00771
"2011__64";"2011";"64";1,78456333333333;1,18970888888889;0,40566;0,1133
"2011__65";"2011";"65";0,120263333333333;0,0801755555555556;0,13517;0,01767
"2011__79";"2011";"79";0,738086666666667;0,492057777777778;0,17961;0,03271
"2011__81";"2011";"81";0,696773333333333;0,464515555555556;0,17766;0,03777
"2011__82";"2011";"82";0,13344;0,08896;0,01843;0,00885
"2011__86";"2011";"86";0,04055;0,0270333333333333;0,00246;0,00583
"2011__87";"2011";"87";0,00247333333333333;0,00164888888888889;NA;NA
"2011__bag";"2011";"bag";52,3506766666666;34,9004511111111;6,34084;0,88854
"2011__FRF_ADOU";"2011";"FRF_ADOU";14,31246;9,54163999999998;3,02783;0,24962
"2011__FRF_CHAR";"2011";"FRF_CHAR";5,24732000000001;3,49821333333334;0,87637;0,12809
"2011__FRF_DORD";"2011";"FRF_DORD";3,55532666666666;2,37021777777777;0,33706;0,12921
"2011__FRF_GARO";"2011";"FRF_GARO";11,4706466666667;7,64709777777778;0,78651;0,07232
"2011__FRF_LITT";"2011";"FRF_LITT";6,10478666666667;4,06985777777778;0,56581;0,09507
"2011__FRF_LOT";"2011";"FRF_LOT";2,00824;1,33882666666666;0,12075;0,04363
"2011__FRF_TARN";"2011";"FRF_TARN";0,827713333333333;0,551808888888888;0,20061;0,05328
"2012__09";"2012";"09";1,06115333333333;0,707435555555555;0,0289;0,00248
"2012__12";"2012";"12";0,15586;0,103906666666667;0,01895;0,01509
"2012__15";"2012";"15";0,195693333333333;0,130462222222222;0,03877;0,02377
"2012__16";"2012";"16";3,87455333333334;2,58303555555556;0,51951;0,09796
"2012__17";"2012";"17";1,77274;1,18182666666666;0,15276;0,02891
"2012__19";"2012";"19";0,145583333333333;0,0970555555555556;0,00771;0,00251
"2012__24";"2012";"24";2,05564;1,37042666666666;0,3022;0,07176
"2012__31";"2012";"31";7,76554;5,17702666666666;0,22926;0,01584
"2012__32";"2012";"32";0,407303333333333;0,271535555555556;0,03155;0,00535
"2012__33";"2012";"33";2,37338;1,58225333333333;0,41142;0,04592
"2012__40";"2012";"40";12,9426166666667;8,62841111111113;2,85827;0,3475
"2012__46";"2012";"46";0,348676666666667;0,232451111111111;0,0164;0,03513
"2012__47";"2012";"47";2,09343666666666;1,39562444444444;0,35807;0,03398
