"";"annee";"lb_geo";"POSOR_MO";"POSOR_DBO5";"POSOR_NR";"POSOR_PT"
"2012__48";"2012";"48";0,03581;0,0238733333333333;0,02174;0,00356
"2012__63";"2012";"63";0,31059;0,20706;0,02667;0,00801
"2012__64";"2012";"64";1,64474666666667;1,09649777777778;1,89734;0,11526
"2012__65";"2012";"65";0,12171;0,08114;0,12131;0,01596
"2012__79";"2012";"79";0,762126666666667;0,508084444444445;0,165;0,02313
"2012__81";"2012";"81";0,533193333333333;0,355462222222222;0,189;0,05346
"2012__82";"2012";"82";0,100093333333333;0,0667288888888889;0,02573;0,0064
"2012__86";"2012";"86";0,0204366666666666;0,0136244444444444;0,00155;0,00588
"2012__87";"2012";"87";0,00185333333333333;0,00123555555555555;NA;NA
"2012__bag";"2012";"bag";50,1025;33,4016666666667;7,85109;1,02051
"2012__FRF_ADOU";"2012";"FRF_ADOU";14,0319866666667;9,35465777777778;4,49591;0,34199
"2012__FRF_CHAR";"2012";"FRF_CHAR";4,93843;3,29228666666666;0,74245;0,13917
"2012__FRF_DORD";"2012";"FRF_DORD";3,62079333333334;2,41386222222223;0,40873;0,14054
"2012__FRF_GARO";"2012";"FRF_GARO";11,4992566666667;7,66617111111111;0,89709;0,06624
"2012__FRF_LITT";"2012";"FRF_LITT";5,36444666666667;3,57629777777778;0,53461;0,09043
"2012__FRF_LOT";"2012";"FRF_LOT";1,60189;1,06792666666667;0,13939;0,03799
"2012__FRF_TARN";"2012";"FRF_TARN";0,723306666666666;0,482204444444444;0,24062;0,06857
"2013__09";"2013";"09";1,00993666666667;0,673291111111111;0,03975;0,0056
"2013__12";"2013";"12";0,218183333333333;0,145455555555555;0,02554;0,0187
"2013__15";"2013";"15";0,130386666666667;0,0869244444444445;0,01729;0,01445
"2013__16";"2013";"16";4,14470666666667;2,76313777777778;0,55552;0,09685
"2013__17";"2013";"17";2,02711666666667;1,35141111111111;0,16206;0,03833
"2013__19";"2013";"19";0,0808533333333334;0,0539022222222223;0,00844;0,00233
"2013__24";"2013";"24";1,65302333333333;1,10201555555556;0,26008;0,04587
"2013__31";"2013";"31";7,94465;5,29643333333333;0,09967;0,00957
"2013__32";"2013";"32";0,438946666666667;0,292631111111111;0,04408;0,00933
"2013__33";"2013";"33";2,44162666666666;1,62775111111111;0,26301;0,04574
"2013__40";"2013";"40";11,4917533333334;7,66116888888891;2,18831;0,21562
"2013__46";"2013";"46";0,269426666666667;0,179617777777778;0,02331;0,03488
"2013__47";"2013";"47";2,07302666666667;1,38201777777778;0,27536;0,02904
"2013__48";"2013";"48";0,0314433333333333;0,0209622222222222;0,00876;0,00439
"2013__63";"2013";"63";0,273533333333333;0,182355555555555;0,02425;0,00682
"2013__64";"2013";"64";1,45671333333333;0,971142222222223;0,36704;0,10807
"2013__65";"2013";"65";0,121446666666667;0,0809644444444445;0,0967;0,01353
"2013__79";"2013";"79";0,893436666666666;0,595624444444444;0,18054;0,02116
"2013__81";"2013";"81";0,443360000000001;0,295573333333334;0,28479;0,05627
"2013__82";"2013";"82";0,0907733333333334;0,0605155555555556;0,03167;0,00676
"2013__86";"2013";"86";0,00559333333333333;0,00372888888888889;0,00044;0,00323
"2013__87";"2013";"87";0,00254333333333333;0,00169555555555555;NA;NA
"2013__bag";"2013";"bag";48,6466800000001;32,43112;5,32139;0,87392
"2013__FRF_ADOU";"2013";"FRF_ADOU";12,6401733333334;8,42678222222225;2,28605;0,21204
"2013__FRF_CHAR";"2013";"FRF_CHAR";5,72711;3,81807333333333;0,807;0,14747
"2013__FRF_DORD";"2013";"FRF_DORD";2,89767333333333;1,93178222222222;0,34449;0,10185
"2013__FRF_GARO";"2013";"FRF_GARO";11,6737466666667;7,78249777777778;0,56452;0,0672
"2013__FRF_LITT";"2013";"FRF_LITT";5,53902666666667;3,69268444444445;0,46825;0,08987
"2013__FRF_LOT";"2013";"FRF_LOT";1,61136666666667;1,07424444444445;0,12535;0,03515
"2013__FRF_TARN";"2013";"FRF_TARN";0,698056666666667;0,465371111111112;0,34098;0,0747
"2014__09";"2014";"09";0,997193333333334;0,664795555555556;0,04618;0,00856
"2014__12";"2014";"12";0,13094;0,0872933333333333;0,03144;0,01873
"2014__15";"2014";"15";0,132006666666667;0,0880044444444444;0,0224;0,00982
"2014__16";"2014";"16";3,39507666666667;2,26338444444444;0,58742;0,09314
"2014__17";"2014";"17";1,52365666666667;1,01577111111111;0,14928;0,02549
"2014__19";"2014";"19";0,1032;0,0688000000000001;0,01117;0,00529
"2014__24";"2014";"24";1,44881;0,965873333333333;0,28623;0,05832
"2014__31";"2014";"31";6,57933666666667;4,38622444444444;0,28673;0,03727
"2014__32";"2014";"32";0,357476666666667;0,238317777777778;0,04453;0,00803
"2014__33";"2014";"33";1,89631666666667;1,26421111111111;0,27633;0,04319
"2014__40";"2014";"40";12,1752133333334;8,11680888888891;1,93216;0,27045
"2014__46";"2014";"46";0,361943333333333;0,241295555555555;0,03082;0,03126
"2014__47";"2014";"47";2,85992333333333;1,90661555555555;0,23759;0,05074
"2014__48";"2014";"48";0,0328066666666667;0,0218711111111111;0,00415;0,00342
"2014__63";"2014";"63";0,28374;0,18916;0,0254;0,00704
"2014__64";"2014";"64";1,56552;1,04368;0,42519;0,10515
"2014__65";"2014";"65";0,178266666666667;0,118844444444444;0,14467;0,0157
"2014__79";"2014";"79";0,62262;0,41508;0,20978;0,02102
"2014__81";"2014";"81";0,36308;0,242053333333333;0,1443;0,04653
"2014__82";"2014";"82";0,0808433333333333;0,0538955555555555;0,02059;0,00895
"2014__86";"2014";"86";0,00581;0,00387333333333333;0,00063;0,00736
"2014__87";"2014";"87";0,00252666666666667;0,00168444444444445;NA;NA
"2014__bag";"2014";"bag";47,1087800000001;31,4058533333334;5,2217;0,94489
"2014__FRF_ADOU";"2014";"FRF_ADOU";13,2963566666666;8,86423777777775;2,14986;0,25825
"2014__FRF_CHAR";"2014";"FRF_CHAR";4,21763333333333;2,81175555555556;0,83123;0,13217
"2014__FRF_DORD";"2014";"FRF_DORD";2,83108;1,88738666666666;0,39309;0,11026
"2014__FRF_GARO";"2014";"FRF_GARO";9,62742333333334;6,41828222222223;0,67482;0,09278
"2014__FRF_LITT";"2014";"FRF_LITT";5,72166666666666;3,81444444444444;0,50009;0,10054
"2014__FRF_LOT";"2014";"FRF_LOT";2,59965666666667;1,73310444444445;0,17;0,05828
"2014__FRF_TARN";"2014";"FRF_TARN";0,525976666666666;0,350651111111111;0,18718;0,06459
"2015__09";"2015";"09";0,947799999999999;0,631866666666666;0,0395;0,00938
"2015__12";"2015";"12";0,137763333333333;0,0918422222222222;0,04178;0,02088
"2015__15";"2015";"15";0,195903333333334;0,130602222222222;0,03104;0,01423
"2015__16";"2015";"16";4,13713333333333;2,75808888888888;0,54698;0,07989
"2015__17";"2015";"17";1,33383;0,88922;0,16336;0,0332
"2015__19";"2015";"19";0,225056666666667;0,150037777777778;0,027;0,00598
"2015__24";"2015";"24";1,97253666666667;1,31502444444444;0,3596;0,07199
"2015__31";"2015";"31";5,29619666666667;3,53079777777778;0,20168;0,01988
"2015__32";"2015";"32";0,26559;0,17706;0,04353;0,00793
"2015__33";"2015";"33";2,09782333333334;1,39854888888889;0,25481;0,04572
"2015__40";"2015";"40";10,9046166666666;7,26974444444442;2,15996;0,32769
"2015__46";"2015";"46";0,39184;0,261226666666667;0,02613;0,02376
"2015__47";"2015";"47";1,16453;0,776353333333335;0,06863;0,02403
"2015__48";"2015";"48";0,0293033333333334;0,0195355555555556;0,00519;0,00402
"2015__63";"2015";"63";0,297543333333333;0,198362222222222;0,02598;0,00747
"2015__64";"2015";"64";1,46873666666667;0,979157777777778;0,48563;0,11615
"2015__65";"2015";"65";0,12944;0,0862933333333334;0,12642;0,01615
"2015__79";"2015";"79";1,09016333333333;0,726775555555555;0,19147;0,02052
"2015__81";"2015";"81";0,35802;0,23868;0,32227;0,04066
"2015__82";"2015";"82";0,0715733333333334;0,0477155555555556;0,01735;0,00631
"2015__86";"2015";"86";0,00914666666666667;0,00609777777777778;0,00101;0,00788
"2015__87";"2015";"87";0,00329333333333333;0,00219555555555555;NA;NA
"2015__bag";"2015";"bag";44,88746;29,9249733333333;5,54187;0,99427
"2015__FRF_ADOU";"2015";"FRF_ADOU";11,9383733333334;7,95891555555558;2,39617;0,29968
"2015__FRF_CHAR";"2015";"FRF_CHAR";5,39170333333333;3,59446888888889;0,77353;0,11898
"2015__FRF_DORD";"2015";"FRF_DORD";3,42786666666667;2,28524444444444;0,48765;0,12268
"2015__FRF_GARO";"2015";"FRF_GARO";8,37240333333333;5,58160222222222;0,51146;0,07572
"2015__FRF_LITT";"2015";"FRF_LITT";6,12863;4,08575333333334;0,53261;0,11532
"2015__FRF_LOT";"2015";"FRF_LOT";1,08288333333333;0,721922222222222;0,04542;0,02719
"2015__FRF_TARN";"2015";"FRF_TARN";0,517333333333333;0,344888888888889;0,36983;0,06284
"2016__09";"2016";"09";0,89173;0,594486666666667;0,05254;0,00544
"2016__12";"2016";"12";0,107693333333333;0,0717955555555555;0,03396;0,01431
"2016__15";"2016";"15";0,10303;0,0686866666666667;0,01946;0,01116
"2016__16";"2016";"16";3,75722;2,50481333333334;0,52548;0,08189
"2016__17";"2016";"17";1,23863666666666;0,825757777777775;0,18321;0,0555
"2016__19";"2016";"19";0,169496666666667;0,112997777777778;0,01393;0,00678
"2016__24";"2016";"24";1,65063333333333;1,10042222222222;0,19754;0,04452
"2016__31";"2016";"31";4,51222666666666;3,00815111111111;0,07248;0,03824
"2016__32";"2016";"32";0,220826666666667;0,147217777777778;0,04943;0,00876
"2016__33";"2016";"33";2,04266666666667;1,36177777777778;0,29616;0,04897
"2016__40";"2016";"40";9,88754666666667;6,59169777777778;2,87964;0,2811
"2016__46";"2016";"46";0,182243333333333;0,121495555555556;0,01948;0,01398
"2016__47";"2016";"47";1,52625;1,0175;0,15035;0,02641
"2016__48";"2016";"48";0,0303933333333333;0,0202622222222222;0,00468;0,00422
"2016__63";"2016";"63";0,169423333333333;0,112948888888889;0,01434;0,00617
"2016__64";"2016";"64";1,67519333333333;1,11679555555556;0,36022;0,10109
"2016__65";"2016";"65";0,0857500000000001;0,0571666666666667;0,14788;0,0173
"2016__79";"2016";"79";0,91926;0,61284;0,22302;0,02497
"2016__81";"2016";"81";0,332716666666667;0,221811111111111;0,2424;0,04429
"2016__82";"2016";"82";0,0725333333333333;0,0483555555555555;0,01716;0,00704
"2016__86";"2016";"86";0,0156366666666667;0,0104244444444444;0,00242;0,00589
"2016__87";"2016";"87";0,00206333333333333;0,00137555555555555;NA;NA
"2016__bag";"2016";"bag";40,58983;27,0598866666667;5,83191;0,92325
"2016__FRF_ADOU";"2016";"FRF_ADOU";11,0323233333333;7,35488222222223;2,99591;0,27368
"2016__FRF_CHAR";"2016";"FRF_CHAR";4,85589;3,23726;0,78008;0,12194
"2016__FRF_DORD";"2016";"FRF_DORD";2,80008333333333;1,86672222222222;0,28231;0,08186
"2016__FRF_GARO";"2016";"FRF_GARO";7,36913;4,91275333333333;0,50457;0,09476
"2016__FRF_LITT";"2016";"FRF_LITT";5,55875666666667;3,70583777777778;0,49173;0,09393
"2016__FRF_LOT";"2016";"FRF_LOT";1,29015;0,8601;0,06392;0,02655
"2016__FRF_TARN";"2016";"FRF_TARN";0,489176666666667;0,326117777777778;0,28144;0,0611
"2017__09";"2017";"09";0,97298;0,648653333333334;0,04399;0,00682
"2017__12";"2017";"12";0,111906666666667;0,0746044444444445;0,04675;0,00741
"2017__15";"2017";"15";0,110753333333333;0,0738355555555555;0,01849;0,01393
"2017__16";"2017";"16";2,65283333333333;1,76855555555556;0,3959;0,06629
"2017__17";"2017";"17";0,928226666666667;0,618817777777778;0,16354;0,05505
"2017__19";"2017";"19";0,14448;0,09632;0,02638;0,0064
"2017__24";"2017";"24";2,04326333333333;1,36217555555556;0,40756;0,06836
"2017__31";"2017";"31";4,68260666666666;3,12173777777778;0,13875;0,05639
"2017__32";"2017";"32";0,199453333333333;0,132968888888889;0,05035;0,00897
"2017__33";"2017";"33";1,57816666666667;1,05211111111111;0,28791;0,04277
"2017__40";"2017";"40";10,5813366666667;7,05422444444445;1,91918;0,24694
"2017__46";"2017";"46";0,232046666666667;0,154697777777778;0,0382;0,01428
"2017__47";"2017";"47";1,61407;1,07604666666666;0,16093;0,03706
"2017__48";"2017";"48";0,0359166666666667;0,0239444444444445;0,01151;0,00513
"2017__63";"2017";"63";0,184476666666667;0,122984444444445;0,01861;0,00666
"2017__64";"2017";"64";1,19121333333333;0,794142222222222;0,47024;0,0817
"2017__65";"2017";"65";0,06478;0,0431866666666667;0,1362;0,01787
"2017__79";"2017";"79";0,35346;0,23564;0,10877;0,01701
"2017__81";"2017";"81";0,279173333333333;0,186115555555556;0,12444;0,03308
"2017__82";"2017";"82";0,0636166666666667;0,0424111111111111;0,01341;0,0092
"2017__86";"2017";"86";0,0207833333333334;0,0138555555555556;0,00332;0,01555
"2017__87";"2017";"87";0,00272;0,00181333333333333;NA;NA
"2017__bag";"2017";"bag";37,36588;24,9105866666667;4,95467;0,84998
"2017__FRF_ADOU";"2017";"FRF_ADOU";11,3298666666667;7,55324444444445;2,16218;0,25842
"2017__FRF_CHAR";"2017";"FRF_CHAR";3,12025;2,08016666666667;0,53874;0,1066
"2017__FRF_DORD";"2017";"FRF_DORD";3,12370333333333;2,08246888888889;0,51508;0,10868
"2017__FRF_GARO";"2017";"FRF_GARO";7,36551666666667;4,91034444444444;0,47706;0,10491
"2017__FRF_LITT";"2017";"FRF_LITT";4,99150666666667;3,32767111111111;0,52952;0,08957
"2017__FRF_LOT";"2017";"FRF_LOT";1,36604;0,910693333333331;0,15937;0,03487
"2017__FRF_TARN";"2017";"FRF_TARN";0,41192;0,274613333333334;0,16683;0,0522
