annee,lb_geo,POSOR_MO,POSOR_DBO5,POSOR_NR,POSOR_PT
1972,33,"33,7073332968","22,4715555312","2,91183023","8,2411417853"
1972,40,"98,3271717415","65,5514478277","9,7413357065","0,4324443045"
1972,46,"4,2954101314","2,8636067543","0,5534525192","0,2127616101"
1972,47,"20,8548101862","13,9032067908","1,4166341731","0,6307648959"
1972,48,"2,280008598","1,520005732","0,2522848302","0,1082424973"
1972,63,"0,3608495619","0,2405663746","0,0161204272","0,0099202629"
1972,64,"21,5833960022","14,3889306681","2,9477928258","0,3877673604"
1972,65,"3,735233023","2,4901553487","2,1406884447","0,1872408543"
1972,79,"0,3143637459","0,2095758306","0,3168413472","0,01568023"
1972,81,"51,1496006572","34,0997337714","4,7362819277","0,8117747536"
1972,82,"4,4434997262","2,9623331508","0,5160106791","0,1885639102"
1972,86,"0,1215232202","0,0810154801","0,0148803943","0,0124003286"
1972,87,"0,3903271632","0,2602181088","0,1296029573","0,01368023"
1972,bag,"445,370242552","296,9134950347","44,3990876232","15,4041840635"
1972,FRF_ADOU,"114,92867092","76,6191139467","14,187733954","0,8303719606"
1972,FRF_CHAR,"16,7331696057","11,1554464038","2,9361327492","0,3462026287"
1972,FRF_DORD,"58,9841315991","39,3227543994","4,1574060241","1,0766169222"
1972,FRF_GARO,"99,971733023","66,6478220153","13,7184010953","10,8976732202"
1972,FRF_LITT,"35,343751862","23,5625012413","0,7193304491","0,2540016429"
1972,FRF_LOT,"21,1865993428","14,1243995619","1,4730336802","0,3656078861"
1972,FRF_TARN,"69,8542140197","46,5694760131","6,6653221796","1,5716691128"
1973,09,"12,4082998905","8,272199927","0,6783030668","0,1925588171"
1973,12,"15,060973713","10,040649142","1,5609173056","0,402420701"
1973,15,"8,0337431544","5,3558287696","0,7124819277","0,270513034"
1973,16,"12,8987231106","8,5991487404","2,2248831325","0,1695588171"
1973,17,"4,6042993428","3,0695328952","0,4423243154","0,1540890471"
1973,19,"13,4402992333","8,9601994889","0,9644606791","0,216377437"
1973,24,"29,830713034","19,8871420226","1,7188249726","0,4025024096"
1973,31,"48,2713511501","32,1809007667","8,7010832421","2,0903422782"
1973,32,"7,1276922234","4,7517948156","0,711962322","0,1440073384"
1973,33,"33,1095667032","22,0730444688","2,88416977","8,2212082147"
1973,40,"97,1452282585","64,7634855057","9,6171642935","0,4285056955"
1973,46,"4,2129398686","2,808626579","0,5419974808","0,2112883899"
1973,47,"20,4062898138","13,6041932092","1,3853658269","0,6262851041"
1973,48,"2,235541402","1,4903609346","0,2478651698","0,1059575027"
1973,63,"0,3521004381","0,2347336254","0,0157295728","0,0096797371"
1973,64,"21,2942539978","14,1961693319","2,9177571742","0,3810326396"
1973,65,"3,705016977","2,470011318","2,1329615553","0,1864591457"
1973,79,"0,3109362541","0,2072908361","0,3156086528","0,01546977"
1973,81,"50,8195993428","33,8797328952","4,6979180723","0,7982752464"
1973,82,"4,3522502738","2,9015001825","0,5062393209","0,1849860898"
1973,86,"0,1185767798","0,0790511866","0,0145196057","0,0120996714"
1973,87,"0,3837728368","0,2558485579","0,1268970427","0,01346977"
1973,bag,"439,402107448","292,9347382986","43,9529123768","15,3089659365"
1973,FRF_ADOU,"113,47297908","75,64865272","14,028566046","0,8194280394"
1973,FRF_CHAR,"16,5413803943","11,0275869295","2,9244672508","0,3437973713"
1973,FRF_DORD,"57,9853184009","38,6568789339","4,0786939759","1,0611330778"
1973,FRF_GARO,"98,569016977","65,7126779847","13,6441989047","10,8672767798"
1973,FRF_LITT,"34,948598138","23,2990654253","0,7097695509","0,2524983571"
1973,FRF_LOT,"20,7480006572","13,8320004381","1,4422163198","0,3583921139"
1973,FRF_TARN,"69,1459859803","46,0973239869","6,5901278204","1,5450308872"
1974,09,"12,2804499452","8,1869666302","0,6719765334","0,1914794085"
1974,12,"14,7632368565","9,8421579043","1,5310836528","0,3939353505"
1974,15,"7,8449965772","5,2299977181","0,6959909639","0,264156517"
1974,16,"12,7738115553","8,5158743702","2,2186165663","0,1684794085"
1974,17,"4,5215746714","3,0143831143","0,4371371577","0,1532195235"
1974,19,"13,2023496166","8,8015664111","0,9468303395","0,2140387185"
1974,24,"29,386356517","19,5909043447","1,6868624863","0,3955762048"
1974,31,"47,697525575","31,7983503834","8,685791621","2,0832961391"
1974,32,"7,0293461117","4,6862307411","0,695831161","0,1415786692"
1974,33,"32,5134333516","21,6756222344","2,856584885","8,2013291073"
1974,40,"95,9665141292","63,9776760862","9,4933321468","0,4245778478"
1974,46,"4,1306949343","2,7537966229","0,5305737404","0,209819195"
1974,47,"19,9589949069","13,3059966046","1,3541829135","0,621817552"
1974,48,"2,191195701","1,460797134","0,2434575849","0,1036787514"
1974,63,"0,3433752191","0,2289168127","0,0153397864","0,0094398686"
1974,64,"21,0059019989","14,0039346659","2,8878035871","0,3743163198"
1974,65,"3,6748834885","2,4499223257","2,1252557777","0,1856795728"
1974,79,"0,3075181271","0,2050120847","0,3143793264","0,015259885"
1974,81,"50,4904996714","33,6603331143","4,6596590361","0,7848126232"
1974,82,"4,2612501369","2,8408334246","0,4964946605","0,1814180449"
1974,86,"0,1156383899","0,0770922599","0,0141598028","0,0117998357"
1974,87,"0,3772364184","0,2514909456","0,1241985214","0,013259885"
1974,bag,"433,450278724","288,9668524827","43,5079561884","15,2140079682"
1974,FRF_ADOU,"112,02126454","74,6808430267","13,869833023","0,8085140197"
1974,FRF_CHAR,"16,3501151972","10,9000767981","2,9128336254","0,3413986857"
1974,FRF_DORD,"56,9892342004","37,9928228003","4,000196988","1,0456915389"
1974,FRF_GARO,"97,1701334885","64,7800889923","13,5701994524","10,8369633899"
1974,FRF_LITT,"34,554524069","23,0363493793","0,7002347755","0,2509991785"
1974,FRF_LOT,"20,3106003286","13,5404002191","1,4114831599","0,351196057"
1974,FRF_TARN,"68,4396929901","45,6264619934","6,5151389102","1,5184654436"
1975,09,"12,1526","8,1017333333","0,66565","0,1904"
1975,12,"14,4655","9,6436666667","1,50125","0,38545"
1975,15,"7,65625","5,1041666667","0,6795","0,2578"
1975,16,"12,6489","8,4326","2,21235","0,1674"
1975,17,"4,43885","2,9592333333","0,43195","0,15235"
1975,19,"12,9644","8,6429333333","0,9292","0,2117"
1975,24,"28,942","19,2946666667","1,6549","0,38865"
1975,31,"47,1237","31,4158","8,6705","2,07625"
1975,32,"6,931","4,6206666667","0,6797","0,13915"
1975,33,"31,9173","21,2782","2,829","8,18145"
1975,40,"94,7878","63,1918666667","9,3695","0,42065"
1975,46,"4,04845","2,6989666667","0,51915","0,20835"
1975,47,"19,5117","13,0078","1,323","0,61735"
1975,48,"2,14685","1,4312333333","0,23905","0,1014"
1975,63,"0,33465","0,2231","0,01495","0,0092"
1975,64,"20,71755","13,8117","2,85785","0,3676"
1975,65,"3,64475","2,4298333333","2,11755","0,1849"
1975,79,"0,3041","0,2027333333","0,31315","0,01505"
1975,81,"50,1614","33,4409333333","4,6214","0,77135"
1975,82,"4,17025","2,7801666667","0,48675","0,17785"
1975,86,"0,1127","0,0751333333","0,0138","0,0115"
1975,87,"0,3707","0,2471333333","0,1215","0,01305"
1975,bag,"427,49845","284,9989666667","43,063","15,11905"
1975,FRF_ADOU,"110,56955","73,7130333333","13,7111","0,7976"
1975,FRF_CHAR,"16,15885","10,7725666667","2,9012","0,339"
1975,FRF_DORD,"55,99315","37,3287666667","3,9217","1,03025"
1975,FRF_GARO,"95,77125","63,8475","13,4962","10,80665"
1975,FRF_LITT,"34,16045","22,7736333333","0,6907","0,2495"
1975,FRF_LOT,"19,8732","13,2488","1,38075","0,344"
1975,FRF_TARN,"67,7334","45,1556","6,44015","1,4919"
1976,09,"12,0247500548","8,0165000365","0,6593234666","0,1893205915"
1976,12,"14,1677631435","9,445175429","1,4714163472","0,3769646495"
1976,15,"7,4675034228","4,9783356152","0,6630090361","0,251443483"
1976,16,"12,5239884447","8,3493256298","2,2060834337","0,1663205915"
1976,17,"4,3561253286","2,9040835524","0,4267628423","0,1514804765"
1976,19,"12,7264503834","8,4843002556","0,9115696605","0,2093612815"
1976,24,"28,497643483","18,9984289887","1,6229375137","0,3817237952"
1976,31,"46,549874425","31,0332496166","8,655208379","2,0692038609"
1976,32,"6,8326538883","4,5551025922","0,663568839","0,1367213308"
1976,33,"31,3211666484","20,8807777656","2,801415115","8,1615708927"
1976,40,"93,6090858708","62,4060572472","9,2456678532","0,4167221522"
1976,46,"3,9662050657","2,6441367105","0,5077262596","0,206880805"
1976,47,"19,0644050931","12,7096033954","1,2918170865","0,612882448"
1976,48,"2,102504299","1,4016695327","0,2346424151","0,0991212486"
1976,63,"0,3259247809","0,2172831873","0,0145602136","0,0089601314"
1976,64,"20,4291980011","13,6194653341","2,8278964129","0,3608836802"
1976,65,"3,6146165115","2,409744341","2,1098442223","0,1841204272"
1976,79,"0,3006818729","0,200454582","0,3119206736","0,014840115"
1976,81,"49,8323003286","33,2215335524","4,5831409639","0,7578873768"
1976,82,"4,0792498631","2,7194999087","0,4770053395","0,1742819551"
1976,86,"0,1097616101","0,0731744067","0,0134401972","0,0112001643"
1976,87,"0,3641635816","0,2427757211","0,1188014786","0,012840115"
1976,bag,"421,546621276","281,0310808507","42,6180438116","15,0240920318"
1976,FRF_ADOU,"109,11783546","72,74522364","13,552366977","0,7866859803"
1976,FRF_CHAR,"15,9675848028","10,6450565352","2,8895663746","0,3366013143"
1976,FRF_DORD,"54,9970657996","36,664710533","3,843203012","1,0148084611"
1976,FRF_GARO,"94,3723665115","62,9149110077","13,4222005476","10,7763366101"
1976,FRF_LITT,"33,766375931","22,5109172873","0,6811652245","0,2480008215"
1976,FRF_LOT,"19,4357996714","12,9571997809","1,3500168401","0,336803943"
1976,FRF_TARN,"67,0271070099","44,6847380066","6,3651610898","1,4653345564"
1977,09,"11,8965498357","7,9310332238","0,6529796002","0,1882382256"
1977,12,"13,8692105696","9,2461403797","1,4415009584","0,3684560515"
1977,15,"7,2782397317","4,8521598211","0,6464728916","0,2450695509"
1977,16,"12,3987346659","8,2658231106","2,1997996988","0,1652382256"
1977,17,"4,2731740142","2,8487826762","0,4215614732","0,1506085706"
1977,19,"12,4878488499","8,3252325666","0,8938910186","0,2070161555"
1977,24,"28,0520695509","18,7013797006","1,5908874589","0,3747786145"
1977,31,"45,9744767251","30,6496511501","8,6398748631","2,0621384173"
1977,32,"6,7340383352","4,4893588901","0,647393483","0,1342860077"
1977,33,"30,7234000548","20,4822667032","2,773754655","8,141637322"
1977,40,"92,4271423877","61,6180949252","9,1214964403","0,4127835433"
1977,46,"3,8837348028","2,5891565352","0,4962712212","0,2054075849"
1977,47,"18,6158847207","12,4105898138","1,2605487404","0,6084026561"
1977,48,"2,058037103","1,3720247353","0,2302227547","0,0968362541"
1977,63,"0,3171756572","0,2114504381","0,0141693593","0,0087196057"
1977,64,"20,1400559967","13,4267039978","2,7978607612","0,3541489595"
1977,65,"3,5844004655","2,3896003103","2,102117333","0,1833387185"
1977,79,"0,2972543812","0,1981695874","0,3106879792","0,014629655"
1977,81,"49,5022990142","33,0015326762","4,5447771084","0,7443878697"
1977,82,"3,9880004107","2,6586669405","0,4672339814","0,1707041347"
1977,86,"0,1068151698","0,0712101132","0,0130794085","0,0108995071"
1977,87,"0,3576092552","0,2384061701","0,1160955641","0,012629655"
1977,bag,"415,578486172","277,0523241146","42,1718685652","14,9288739047"
1977,FRF_ADOU,"107,6621436199","71,7747624133","13,393199069","0,7757420591"
1977,FRF_CHAR,"15,7757955915","10,517197061","2,8779008762","0,334196057"
1977,FRF_DORD,"53,9982526013","35,9988350675","3,7644909639","0,9993246166"
1977,FRF_GARO,"92,9696504655","61,979766977","13,3479983571","10,7459401698"
1977,FRF_LITT,"33,371222207","22,2474814713","0,6716043264","0,2464975356"
1977,FRF_LOT,"18,9972009858","12,6648006572","1,3191994797","0,3295881709"
1977,FRF_TARN,"66,3188789704","44,2125859803","6,2899667306","1,4386963308"
1978,09,"11,7686998905","7,845799927","0,6466530668","0,1871588171"
1978,12,"13,571473713","9,047649142","1,4116673056","0,359970701"
1978,15,"7,0894931544","4,7263287696","0,6299819277","0,238713034"
1978,16,"12,2738231106","8,1825487404","2,1935331325","0,1641588171"
1978,17,"4,1904493428","2,7936328952","0,4163743154","0,1497390471"
1978,19,"12,2498992333","8,1665994889","0,8762606791","0,204677437"
1978,24,"27,607713034","18,4051420226","1,5589249726","0,3678524096"
1978,31,"45,4006511501","30,2671007667","8,6245832421","2,0550922782"
1978,32,"6,6356922234","4,4237948156","0,631262322","0,1318573384"
1978,33,"30,1272667032","20,0848444688","2,74616977","8,1217582147"
1978,40,"91,2484282585","60,8322855057","8,9976642935","0,4088556955"
1978,46,"3,8014898686","2,534326579","0,4848474808","0,2039383899"
1978,47,"18,1685898138","12,1123932092","1,2293658269","0,6039351041"
1978,48,"2,013691402","1,3424609346","0,2258151698","0,0945575027"
1978,63,"0,3084504381","0,2056336254","0,0137795728","0,0084797371"
1978,64,"19,8517039978","13,2344693319","2,7679071742","0,3474326396"
1978,65,"3,554266977","2,369511318","2,0944115553","0,1825591457"
1978,79,"0,2938362541","0,1958908361","0,3094586528","0,01441977"
1978,81,"49,1731993428","32,7821328952","4,5065180723","0,7309252464"
1978,82,"3,8970002738","2,5980001825","0,4574893209","0,1671360898"
1978,86,"0,1038767798","0,0692511866","0,0127196057","0,0105996714"
1978,87,"0,3510728368","0,2340485579","0,1133970427","0,01241977"
1978,bag,"409,626657448","273,0844382986","41,7269123768","14,8339159365"
1978,FRF_ADOU,"106,21042908","70,80695272","13,234466046","0,7648280394"
1978,FRF_CHAR,"15,5845303943","10,3896869295","2,8662672508","0,3317973713"
1978,FRF_DORD,"53,0021684009","35,3347789339","3,6859939759","0,9838830778"
1978,FRF_GARO,"91,570766977","61,0471779847","13,2739989047","10,7156267798"
1978,FRF_LITT,"32,977148138","21,9847654253","0,6620695509","0,2449983571"
1978,FRF_LOT,"18,5598006572","12,3732004381","1,2884663198","0,3223921139"
1978,FRF_TARN,"65,6125859803","43,7417239869","6,2149778204","1,4121308872"
1979,09,"11,6408499452","7,7605666302","0,6403265334","0,1860794085"
1979,12,"13,2737368565","8,8491579043","1,3818336528","0,3514853505"
1979,15,"6,9007465772","4,6004977181","0,6134909639","0,232356517"
1979,16,"12,1489115553","8,0992743702","2,1872665663","0,1630794085"
1979,17,"4,1077246714","2,7384831143","0,4111871577","0,1488695235"
1979,19,"12,0119496166","8,0079664111","0,8586303395","0,2023387185"
1979,24,"27,163356517","18,1089043447","1,5269624863","0,3609262048"
1979,31,"44,826825575","29,8845503834","8,609291621","2,0480461391"
1979,32,"6,5373461117","4,3582307411","0,615131161","0,1294286692"
1979,33,"29,5311333516","19,6874222344","2,718584885","8,1018791073"
1979,40,"90,0697141292","60,0464760862","8,8738321468","0,4049278478"
1979,46,"3,7192449343","2,4794966229","0,4734237404","0,202469195"
1979,47,"17,7212949069","11,8141966046","1,1981829135","0,599467552"
1979,48,"1,969345701","1,312897134","0,2214075849","0,0922787514"
1979,63,"0,2997252191","0,1998168127","0,0133897864","0,0082398686"
1979,64,"19,5633519989","13,0422346659","2,7379535871","0,3407163198"
1979,65,"3,5241334885","2,3494223257","2,0867057777","0,1817795728"
1979,79,"0,2904181271","0,1936120847","0,3082293264","0,014209885"
1979,81,"48,8440996714","32,5627331143","4,4682590361","0,7174626232"
1979,82,"3,8060001369","2,5373334246","0,4477446605","0,1635680449"
1979,86,"0,1009383899","0,0672922599","0,0123598028","0,0102998357"
1979,87,"0,3445364184","0,2296909456","0,1106985214","0,012209885"
1979,bag,"403,674828724","269,1165524827","41,2819561884","14,7389579682"
1979,FRF_ADOU,"104,75871454","69,8391430267","13,075733023","0,7539140197"
1979,FRF_CHAR,"15,3932651972","10,2621767981","2,8546336254","0,3293986857"
1979,FRF_DORD,"52,0060842004","34,6707228003","3,607496988","0,9684415389"
1979,FRF_GARO,"90,1718834885","60,1145889923","13,1999994524","10,6853133899"
1979,FRF_LITT,"32,583074069","21,7220493793","0,6525347755","0,2434991785"
1979,FRF_LOT,"18,1224003286","12,0816002191","1,2577331599","0,315196057"
1979,FRF_TARN,"64,9062929901","43,2708619934","6,1399889102","1,3855654436"
1980,09,"11,513","7,6753333333","0,634","0,185"
1980,12,"12,976","8,6506666667","1,352","0,343"
1980,15,"6,712","4,4746666667","0,597","0,226"
1980,16,"12,024","8,016","2,181","0,162"
1980,17,"4,025","2,6833333333","0,406","0,148"
1980,19,"11,774","7,8493333333","0,841","0,2"
1980,24,"26,719","17,8126666667","1,495","0,354"
1980,31,"44,253","29,502","8,594","2,041"
1980,32,"6,439","4,2926666667","0,599","0,127"
1980,33,"28,935","19,29","2,691","8,082"
1980,40,"88,891","59,2606666667","8,75","0,401"
1980,46,"3,637","2,4246666667","0,462","0,201"
1980,47,"17,274","11,516","1,167","0,595"
1980,48,"1,925","1,2833333333","0,217","0,09"
1980,63,"0,291","0,194","0,013","0,008"
1980,64,"19,275","12,85","2,708","0,334"
1980,65,"3,494","2,3293333333","2,079","0,181"
1980,79,"0,287","0,1913333333","0,307","0,014"
1980,81,"48,515","32,3433333333","4,43","0,704"
1980,82,"3,715","2,4766666667","0,438","0,16"
1980,86,"0,098","0,0653333333","0,012","0,01"
1980,87,"0,338","0,2253333333","0,108","0,012"
1980,bag,"397,723","265,1486666667","40,837","14,644"
1980,FRF_ADOU,"103,307","68,8713333333","12,917","0,743"
1980,FRF_CHAR,"15,202","10,1346666667","2,843","0,327"
1980,FRF_DORD,"51,01","34,0066666667","3,529","0,953"
1980,FRF_GARO,"88,773","59,182","13,126","10,655"
1980,FRF_LITT,"32,189","21,4593333333","0,643","0,242"
1980,FRF_LOT,"17,685","11,79","1,227","0,308"
1980,FRF_TARN,"64,2","42,8","6,065","1,359"
1981,09,"11,1208060227","7,4138706818","0,6289902229","0,1829960892"
1981,12,"12,976","8,6506666667","1,352","0,343"
1981,15,"6,712","4,4746666667","0,597","0,226"
1981,16,"11,6180649198","7,7453766132","2,1774215878","0,1612843176"
1981,17,"3,9952276105","2,6634850737","0,4055705905","0,1478568635"
1981,19,"11,4682604615","7,6455069743","0,8382804067","0,1995705905"
1981,24,"25,3602053187","16,9068035458","1,4562100117","0,3415471255"
1981,31,"42,3366886977","28,2244591318","8,5762510755","2,0362764959"
1981,32,"6,439","4,2926666667","0,599","0,127"
1981,33,"28,6726308174","19,1150872116","2,6875647243","8,0818568635"
1981,40,"83,7273511928","55,8182341285","8,2106617129","0,3919824013"
1981,46,"3,637","2,4246666667","0,462","0,201"
1981,47,"17,2697059054","11,5131372702","1,166713727","0,5945705905"
1981,48,"1,925","1,2833333333","0,217","0,09"
1981,63,"0,291","0,194","0,013","0,008"
1981,64,"19,0680246382","12,7120164255","2,7067117716","0,3338568635"
1981,65,"3,494","2,3293333333","2,079","0,181"
1981,79,"0,287","0,1913333333","0,307","0,014"
1981,81,"47,6432987876","31,7621991918","4,4239882675","0,703427454"
1981,82,"3,715","2,4766666667","0,438","0,16"
1981,86,"0,098","0,0653333333","0,012","0,01"
1981,87,"0,338","0,2253333333","0,108","0,012"
1981,bag,"383,6237696519","255,749179768","40,1655467345","14,6092178334"
1981,FRF_ADOU,"97,9370915135","65,2913943423","12,376516621","0,7338392648"
1981,FRF_CHAR,"14,8073727024","9,8715818016","2,8389921783","0,3261411811"
1981,FRF_DORD,"49,3023816973","32,8682544649","3,4872041455","0,9399745796"
1981,FRF_GARO,"86,2016961283","57,4677974189","13,1000922957","10,6479863121"
1981,FRF_LITT,"30,8022937036","20,534862469","0,6226746187","0,2409980446"
1981,FRF_LOT,"17,6831392257","11,7887594838","1,226713727","0,3078568635"
1981,FRF_TARN,"63,3282987876","42,2188658584","6,0589882675","1,358427454"
1982,09,"10,7296836136","7,1531224091","0,6239941338","0,1809976535"
1982,12,"12,976","8,6506666667","1,352","0,343"
1982,15,"6,712","4,4746666667","0,597","0,226"
1982,16,"11,2132389519","7,4754926346","2,1738529527","0,1605705905"
1982,17,"3,9655365663","2,6436910442","0,4051423543","0,1477141181"
1982,19,"11,1633562769","7,4422375179","0,835568244","0,1991423543"
1982,24,"24,0051231912","16,0034154608","1,417526007","0,3291282753"
1982,31,"40,4256132186","26,9504088124","8,5585506453","2,0315658975"
1982,32,"6,439","4,2926666667","0,599","0,127"
1982,33,"28,4109784904","18,9406523269","2,6841388346","8,0817141181"
1982,40,"78,5778107157","52,3852071438","7,6727970278","0,3829894408"
1982,46,"3,637","2,4246666667","0,462","0,201"
1982,47,"17,2654235432","11,5102823621","1,1664282362","0,5941423543"
1982,48,"1,925","1,2833333333","0,217","0,09"
1982,63,"0,291","0,194","0,013","0,008"
1982,64,"18,8616147829","12,5744098553","2,705427063","0,3337141181"
1982,65,"3,494","2,3293333333","2,079","0,181"
1982,79,"0,287","0,1913333333","0,307","0,014"
1982,81,"46,7739792726","31,1826528484","4,4179929605","0,7028564724"
1982,82,"3,715","2,4766666667","0,438","0,16"
1982,86,"0,098","0,0653333333","0,012","0,01"
1982,87,"0,338","0,2253333333","0,108","0,012"
1982,bag,"369,5630617912","246,3753745274","39,4959280407","14,5745307"
1982,FRF_ADOU,"92,5818549081","61,7212366054","11,8375099726","0,7247035589"
1982,FRF_CHAR,"14,4138236214","9,6092157476","2,834995307","0,3252847086"
1982,FRF_DORD,"47,5994290184","31,7329526789","3,4455224873","0,9269847478"
1982,FRF_GARO,"83,637417677","55,7582784513","13,0742553774","10,6409917873"
1982,FRF_LITT,"29,4193762221","19,6129174814","0,6024047712","0,2399988268"
1982,FRF_LOT,"17,6812835354","11,7875223569","1,2264282362","0,3077141181"
1982,FRF_TARN,"62,4589792726","41,6393195151","6,0529929605","1,3578564724"
1983,09,"10,3385612045","6,8923741364","0,6189980446","0,1789992178"
1983,12,"12,976","8,6506666667","1,352","0,343"
1983,15,"6,712","4,4746666667","0,597","0,226"
1983,16,"10,808412984","7,205608656","2,1702843176","0,1598568635"
1983,17,"3,9358455221","2,6238970147","0,4047141181","0,1475713727"
1983,19,"10,8584520923","7,2389680615","0,8328560813","0,1987141181"
1983,24,"22,6500410637","15,1000273758","1,3788420023","0,3167094251"
1983,31,"38,5145377395","25,676358493","8,5408502151","2,0268552992"
1983,32,"6,439","4,2926666667","0,599","0,127"
1983,33,"28,1493261635","18,7662174423","2,6807129449","8,0815713727"
1983,40,"73,4282702386","48,952180159","7,1349323426","0,3739964803"
1983,46,"3,637","2,4246666667","0,462","0,201"
1983,47,"17,2611411811","11,507427454","1,1661427454","0,5937141181"
1983,48,"1,925","1,2833333333","0,217","0,09"
1983,63,"0,291","0,194","0,013","0,008"
1983,64,"18,6552049276","12,4368032851","2,7041423543","0,3335713727"
1983,65,"3,494","2,3293333333","2,079","0,181"
1983,79,"0,287","0,1913333333","0,307","0,014"
1983,81,"45,9046597575","30,603106505","4,4119976535","0,7022854908"
1983,82,"3,715","2,4766666667","0,438","0,16"
1983,86,"0,098","0,0653333333","0,012","0,01"
1983,87,"0,338","0,2253333333","0,108","0,012"
1983,bag,"355,5023539304","237,0015692869","38,8263093469","14,5398435667"
1983,FRF_ADOU,"87,2266183027","58,1510788685","11,2985033242","0,715567853"
1983,FRF_CHAR,"14,0202745405","9,3468496937","2,8309984357","0,3244282362"
1983,FRF_DORD,"45,8964763395","30,597650893","3,4038408291","0,9139949159"
1983,FRF_GARO,"81,0731392257","54,0487594838","13,0484184591","10,6339972624"
1983,FRF_LITT,"28,0364587407","18,6909724938","0,5821349237","0,2389996089"
1983,FRF_LOT,"17,6794278451","11,7862852301","1,2261427454","0,3075713727"
1983,FRF_TARN,"61,5896597575","41,0597731717","6,0469976535","1,3572854908"
1984,09,"9,9474387955","6,6316258636","0,6140019554","0,1770007822"
1984,12,"12,976","8,6506666667","1,352","0,343"
1984,15,"6,712","4,4746666667","0,597","0,226"
1984,16,"10,403587016","6,9357246774","2,1667156824","0,1591431365"
1984,17,"3,9061544779","2,6041029853","0,4042858819","0,1474286273"
1984,19,"10,5535479077","7,0356986051","0,8301439187","0,1982858819"
1984,24,"21,2949589363","14,1966392908","1,3401579977","0,3042905749"
1984,31,"36,6034622605","24,4023081736","8,5231497849","2,0221447008"
1984,32,"6,439","4,2926666667","0,599","0,127"
1984,33,"27,8876738365","18,5917825577","2,6772870551","8,0814286273"
1984,40,"68,2787297614","45,5191531743","6,5970676574","0,3650035197"
1984,46,"3,637","2,4246666667","0,462","0,201"
1984,47,"17,2568588189","11,504572546","1,1658572546","0,5932858819"
1984,48,"1,925","1,2833333333","0,217","0,09"
1984,63,"0,291","0,194","0,013","0,008"
1984,64,"18,4487950724","12,2991967149","2,7028576457","0,3334286273"
1984,65,"3,494","2,3293333333","2,079","0,181"
1984,79,"0,287","0,1913333333","0,307","0,014"
1984,81,"45,0353402425","30,0235601616","4,4060023465","0,7017145092"
1984,82,"3,715","2,4766666667","0,438","0,16"
1984,86,"0,098","0,0653333333","0,012","0,01"
1984,87,"0,338","0,2253333333","0,108","0,012"
1984,bag,"341,4416460696","227,6277640464","38,1566906531","14,5051564333"
1984,FRF_ADOU,"81,8713816973","54,5809211315","10,7594966758","0,706432147"
1984,FRF_CHAR,"13,6267254595","9,0844836397","2,8270015643","0,3235717638"
1984,FRF_DORD,"44,1935236605","29,462349107","3,3621591709","0,9010050841"
1984,FRF_GARO,"78,5088607743","52,3392405162","13,0225815409","10,6270027376"
1984,FRF_LITT,"26,6535412593","17,7690275062","0,5618650763","0,2380003911"
1984,FRF_LOT,"17,6775721549","11,7850481032","1,2258572546","0,3074286273"
1984,FRF_TARN,"60,7203402425","40,4802268283","6,0410023465","1,3567145092"
1985,09,"9,5552448181","6,3701632121","0,6089921783","0,1749968713"
1985,12,"12,976","8,6506666667","1,352","0,343"
1985,15,"6,712","4,4746666667","0,597","0,226"
1985,16,"9,9976519359","6,6651012906","2,1631372702","0,158427454"
1985,17,"3,8763820884","2,5842547256","0,4038564724","0,1472854908"
1985,19,"10,2478083692","6,8318722461","0,8274243254","0,1978564724"
1985,24,"19,936164255","13,29077617","1,3013680094","0,2918377004"
1985,31,"34,6871509582","23,1247673054","8,5054008604","2,0174211967"
1985,32,"6,439","4,2926666667","0,599","0,127"
1985,33,"27,6253046539","18,4168697693","2,6738517794","8,0812854908"
1985,40,"63,1150809542","42,0767206362","6,0577293704","0,355985921"
1985,46,"3,637","2,4246666667","0,462","0,201"
1985,47,"17,2525647243","11,5017098162","1,1655709816","0,5928564724"
1985,48,"1,925","1,2833333333","0,217","0,09"
1985,63,"0,291","0,194","0,013","0,008"
1985,64,"18,2418197106","12,1612131404","2,7015694173","0,3332854908"
1985,65,"3,494","2,3293333333","2,079","0,181"
1985,79,"0,287","0,1913333333","0,307","0,014"
1985,81,"44,1636390301","29,4424260201","4,399990614","0,7011419632"
1985,82,"3,715","2,4766666667","0,438","0,16"
1985,86,"0,098","0,0653333333","0,012","0,01"
1985,87,"0,338","0,2253333333","0,108","0,012"
1985,bag,"327,3424157215","218,2282771477","37,4852373876","14,4703742667"
1985,FRF_ADOU,"76,5014732108","51,0009821405","10,2190132968","0,6972714118"
1985,FRF_CHAR,"13,2320981619","8,8213987746","2,8229937427","0,3227129449"
1985,FRF_DORD,"42,4859053578","28,3239369052","3,3203633164","0,8879796637"
1985,FRF_GARO,"75,9375569026","50,6250379351","12,9966738365","10,6199890497"
1985,FRF_LITT,"25,2668349628","16,8445566419","0,541539695","0,2369984357"
1985,FRF_LOT,"17,6757113805","11,783807587","1,2255709816","0,3072854908"
1985,FRF_TARN,"59,8486390301","39,8990926867","6,034990614","1,3561419632"
1986,09,"9,1641224091","6,1094149394","0,6039960892","0,1729984357"
1986,12,"12,976","8,6506666667","1,352","0,343"
1986,15,"6,712","4,4746666667","0,597","0,226"
