geo,parametre,type_indic,seq_annee,lb_annee,i_b100
FRF_DORD,NH4+,indic_b100,1990-1995,1990,"24,8"
FRF_GARO,NH4+,indic_b100,1990-1995,1990,"23,4"
FRF_LITT,NH4+,indic_b100,1990-1995,1990,"62,4"
FRF_LOT,NH4+,indic_b100,1990-1995,1990,"46,8"
FRF_TARN,NH4+,indic_b100,1990-1995,1990,"37,6"
09,NO3-,indic_b100,1990-1995,1990,"137,4"
12,NO3-,indic_b100,1990-1995,1990,"176,6"
15,NO3-,indic_b100,1990-1995,1990,"116,6"
16,NO3-,indic_b100,1990-1995,1990,"221,6"
17,NO3-,indic_b100,1990-1995,1990,"171,4"
19,NO3-,indic_b100,1990-1995,1990,"140,2"
24,NO3-,indic_b100,1990-1995,1990,"152,8"
31,NO3-,indic_b100,1990-1995,1990,"166,8"
32,NO3-,indic_b100,1990-1995,1990,218
33,NO3-,indic_b100,1990-1995,1990,"174,2"
40,NO3-,indic_b100,1990-1995,1990,"247,8"
46,NO3-,indic_b100,1990-1995,1990,"186,4"
47,NO3-,indic_b100,1990-1995,1990,"181,4"
48,NO3-,indic_b100,1990-1995,1990,"202,4"
64,NO3-,indic_b100,1990-1995,1990,"145,8"
65,NO3-,indic_b100,1990-1995,1990,132
79,NO3-,indic_b100,1990-1995,1990,"285,2"
81,NO3-,indic_b100,1990-1995,1990,"182,2"
82,NO3-,indic_b100,1990-1995,1990,"167,8"
bag,NO3-,indic_b100,1990-1995,1990,171
FRF_ADOU,NO3-,indic_b100,1990-1995,1990,"205,6"
FRF_CHAR,NO3-,indic_b100,1990-1995,1990,"201,4"
FRF_DORD,NO3-,indic_b100,1990-1995,1990,"148,8"
FRF_GARO,NO3-,indic_b100,1990-1995,1990,"154,6"
FRF_LITT,NO3-,indic_b100,1990-1995,1990,"153,8"
FRF_LOT,NO3-,indic_b100,1990-1995,1990,"176,2"
FRF_TARN,NO3-,indic_b100,1990-1995,1990,"183,8"
09,Orthophosp,indic_b100,1990-1995,1990,"99,8"
12,Orthophosp,indic_b100,1990-1995,1990,"86,4"
15,Orthophosp,indic_b100,1990-1995,1990,57
16,Orthophosp,indic_b100,1990-1995,1990,"76,8"
17,Orthophosp,indic_b100,1990-1995,1990,69
19,Orthophosp,indic_b100,1990-1995,1990,"52,2"
24,Orthophosp,indic_b100,1990-1995,1990,"85,2"
31,Orthophosp,indic_b100,1990-1995,1990,57
32,Orthophosp,indic_b100,1990-1995,1990,100
33,Orthophosp,indic_b100,1990-1995,1990,"60,8"
40,Orthophosp,indic_b100,1990-1995,1990,"159,8"
46,Orthophosp,indic_b100,1990-1995,1990,90
47,Orthophosp,indic_b100,1990-1995,1990,"78,4"
48,Orthophosp,indic_b100,1990-1995,1990,62
64,Orthophosp,indic_b100,1990-1995,1990,"104,8"
65,Orthophosp,indic_b100,1990-1995,1990,"96,2"
79,Orthophosp,indic_b100,1990-1995,1990,"117,4"
81,Orthophosp,indic_b100,1990-1995,1990,"48,8"
82,Orthophosp,indic_b100,1990-1995,1990,"50,6"
bag,Orthophosp,indic_b100,1990-1995,1990,73
FRF_ADOU,Orthophosp,indic_b100,1990-1995,1990,"118,4"
FRF_CHAR,Orthophosp,indic_b100,1990-1995,1990,82
FRF_DORD,Orthophosp,indic_b100,1990-1995,1990,"62,2"
FRF_GARO,Orthophosp,indic_b100,1990-1995,1990,"70,2"
FRF_LITT,Orthophosp,indic_b100,1990-1995,1990,"55,8"
FRF_LOT,Orthophosp,indic_b100,1990-1995,1990,"86,8"
FRF_TARN,Orthophosp,indic_b100,1990-1995,1990,"51,2"
09,DBO5,indic_b100,1995-2000,1995,"93,8"
12,DBO5,indic_b100,1995-2000,1995,"56,2"
15,DBO5,indic_b100,1995-2000,1995,"59,2"
16,DBO5,indic_b100,1995-2000,1995,70
17,DBO5,indic_b100,1995-2000,1995,"53,6"
19,DBO5,indic_b100,1995-2000,1995,"89,6"
24,DBO5,indic_b100,1995-2000,1995,61
31,DBO5,indic_b100,1995-2000,1995,"52,4"
32,DBO5,indic_b100,1995-2000,1995,"56,8"
33,DBO5,indic_b100,1995-2000,1995,"54,6"
40,DBO5,indic_b100,1995-2000,1995,70
46,DBO5,indic_b100,1995-2000,1995,"63,2"
47,DBO5,indic_b100,1995-2000,1995,"43,4"
48,DBO5,indic_b100,1995-2000,1995,50
64,DBO5,indic_b100,1995-2000,1995,"63,4"
65,DBO5,indic_b100,1995-2000,1995,"33,4"
79,DBO5,indic_b100,1995-2000,1995,"82,4"
81,DBO5,indic_b100,1995-2000,1995,"41,6"
82,DBO5,indic_b100,1995-2000,1995,"38,4"
bag,DBO5,indic_b100,1995-2000,1995,"54,4"
FRF_ADOU,DBO5,indic_b100,1995-2000,1995,"64,6"
FRF_CHAR,DBO5,indic_b100,1995-2000,1995,63
FRF_DORD,DBO5,indic_b100,1995-2000,1995,"65,2"
FRF_GARO,DBO5,indic_b100,1995-2000,1995,52
FRF_LITT,DBO5,indic_b100,1995-2000,1995,"72,8"
FRF_LOT,DBO5,indic_b100,1995-2000,1995,"55,2"
FRF_TARN,DBO5,indic_b100,1995-2000,1995,"42,4"
09,NH4+,indic_b100,1995-2000,1995,18
12,NH4+,indic_b100,1995-2000,1995,27
15,NH4+,indic_b100,1995-2000,1995,"46,4"
16,NH4+,indic_b100,1995-2000,1995,"14,8"
17,NH4+,indic_b100,1995-2000,1995,"17,4"
19,NH4+,indic_b100,1995-2000,1995,"11,4"
24,NH4+,indic_b100,1995-2000,1995,"9,2"
31,NH4+,indic_b100,1995-2000,1995,"19,6"
32,NH4+,indic_b100,1995-2000,1995,7
33,NH4+,indic_b100,1995-2000,1995,"11,6"
40,NH4+,indic_b100,1995-2000,1995,"39,6"
46,NH4+,indic_b100,1995-2000,1995,39
47,NH4+,indic_b100,1995-2000,1995,"18,6"
48,NH4+,indic_b100,1995-2000,1995,"19,8"
64,NH4+,indic_b100,1995-2000,1995,41
65,NH4+,indic_b100,1995-2000,1995,14
79,NH4+,indic_b100,1995-2000,1995,"54,4"
81,NH4+,indic_b100,1995-2000,1995,"27,8"
82,NH4+,indic_b100,1995-2000,1995,"26,6"
bag,NH4+,indic_b100,1995-2000,1995,"20,4"
FRF_ADOU,NH4+,indic_b100,1995-2000,1995,"37,6"
FRF_CHAR,NH4+,indic_b100,1995-2000,1995,"18,8"
FRF_DORD,NH4+,indic_b100,1995-2000,1995,12
FRF_GARO,NH4+,indic_b100,1995-2000,1995,16
FRF_LITT,NH4+,indic_b100,1995-2000,1995,"27,8"
FRF_LOT,NH4+,indic_b100,1995-2000,1995,27
FRF_TARN,NH4+,indic_b100,1995-2000,1995,"27,2"
09,NO3-,indic_b100,1995-2000,1995,"102,4"
12,NO3-,indic_b100,1995-2000,1995,"174,6"
15,NO3-,indic_b100,1995-2000,1995,138
16,NO3-,indic_b100,1995-2000,1995,"243,6"
17,NO3-,indic_b100,1995-2000,1995,"204,6"
19,NO3-,indic_b100,1995-2000,1995,"150,2"
24,NO3-,indic_b100,1995-2000,1995,"176,4"
31,NO3-,indic_b100,1995-2000,1995,"129,6"
32,NO3-,indic_b100,1995-2000,1995,"209,2"
33,NO3-,indic_b100,1995-2000,1995,"189,8"
40,NO3-,indic_b100,1995-2000,1995,"262,2"
46,NO3-,indic_b100,1995-2000,1995,"188,2"
47,NO3-,indic_b100,1995-2000,1995,177
48,NO3-,indic_b100,1995-2000,1995,"186,6"
64,NO3-,indic_b100,1995-2000,1995,"134,8"
65,NO3-,indic_b100,1995-2000,1995,"65,8"
79,NO3-,indic_b100,1995-2000,1995,"313,4"
81,NO3-,indic_b100,1995-2000,1995,"198,8"
82,NO3-,indic_b100,1995-2000,1995,"181,6"
bag,NO3-,indic_b100,1995-2000,1995,"173,8"
FRF_ADOU,NO3-,indic_b100,1995-2000,1995,"204,6"
FRF_CHAR,NO3-,indic_b100,1995-2000,1995,232
FRF_DORD,NO3-,indic_b100,1995-2000,1995,"170,2"
FRF_GARO,NO3-,indic_b100,1995-2000,1995,"131,8"
FRF_LITT,NO3-,indic_b100,1995-2000,1995,"181,2"
FRF_LOT,NO3-,indic_b100,1995-2000,1995,"173,2"
FRF_TARN,NO3-,indic_b100,1995-2000,1995,"190,8"
09,Orthophosp,indic_b100,1995-2000,1995,"130,2"
12,Orthophosp,indic_b100,1995-2000,1995,"68,4"
15,Orthophosp,indic_b100,1995-2000,1995,"38,8"
16,Orthophosp,indic_b100,1995-2000,1995,"42,6"
17,Orthophosp,indic_b100,1995-2000,1995,"40,4"
19,Orthophosp,indic_b100,1995-2000,1995,46
24,Orthophosp,indic_b100,1995-2000,1995,"41,8"
31,Orthophosp,indic_b100,1995-2000,1995,"43,2"
32,Orthophosp,indic_b100,1995-2000,1995,"73,4"
33,Orthophosp,indic_b100,1995-2000,1995,"57,6"
40,Orthophosp,indic_b100,1995-2000,1995,"112,8"
46,Orthophosp,indic_b100,1995-2000,1995,"53,4"
47,Orthophosp,indic_b100,1995-2000,1995,"60,4"
48,Orthophosp,indic_b100,1995-2000,1995,"39,6"
64,Orthophosp,indic_b100,1995-2000,1995,"88,2"
65,Orthophosp,indic_b100,1995-2000,1995,"57,4"
79,Orthophosp,indic_b100,1995-2000,1995,"79,6"
81,Orthophosp,indic_b100,1995-2000,1995,"41,4"
82,Orthophosp,indic_b100,1995-2000,1995,"53,2"
bag,Orthophosp,indic_b100,1995-2000,1995,"54,2"
FRF_ADOU,Orthophosp,indic_b100,1995-2000,1995,"99,2"
FRF_CHAR,Orthophosp,indic_b100,1995-2000,1995,"46,6"
FRF_DORD,Orthophosp,indic_b100,1995-2000,1995,"42,2"
FRF_GARO,Orthophosp,indic_b100,1995-2000,1995,"56,8"
FRF_LITT,Orthophosp,indic_b100,1995-2000,1995,"53,8"
FRF_LOT,Orthophosp,indic_b100,1995-2000,1995,"51,8"
FRF_TARN,Orthophosp,indic_b100,1995-2000,1995,43
09,DBO5,indic_b100,2000-2005,2000,"64,4"
12,DBO5,indic_b100,2000-2005,2000,"56,4"
15,DBO5,indic_b100,2000-2005,2000,"71,6"
16,DBO5,indic_b100,2000-2005,2000,"40,2"
17,DBO5,indic_b100,2000-2005,2000,60
19,DBO5,indic_b100,2000-2005,2000,"67,4"
24,DBO5,indic_b100,2000-2005,2000,"67,4"
31,DBO5,indic_b100,2000-2005,2000,42
32,DBO5,indic_b100,2000-2005,2000,54
33,DBO5,indic_b100,2000-2005,2000,81
40,DBO5,indic_b100,2000-2005,2000,"63,8"
46,DBO5,indic_b100,2000-2005,2000,"61,8"
47,DBO5,indic_b100,2000-2005,2000,"37,8"
48,DBO5,indic_b100,2000-2005,2000,"63,2"
64,DBO5,indic_b100,2000-2005,2000,"79,8"
65,DBO5,indic_b100,2000-2005,2000,"37,8"
79,DBO5,indic_b100,2000-2005,2000,"72,2"
81,DBO5,indic_b100,2000-2005,2000,"37,8"
82,DBO5,indic_b100,2000-2005,2000,"32,4"
bag,DBO5,indic_b100,2000-2005,2000,"51,4"
FRF_ADOU,DBO5,indic_b100,2000-2005,2000,"67,4"
FRF_CHAR,DBO5,indic_b100,2000-2005,2000,44
FRF_DORD,DBO5,indic_b100,2000-2005,2000,69
FRF_GARO,DBO5,indic_b100,2000-2005,2000,42
FRF_LITT,DBO5,indic_b100,2000-2005,2000,"78,8"
FRF_LOT,DBO5,indic_b100,2000-2005,2000,"65,8"
FRF_TARN,DBO5,indic_b100,2000-2005,2000,41
09,NH4+,indic_b100,2000-2005,2000,"11,8"
12,NH4+,indic_b100,2000-2005,2000,15
15,NH4+,indic_b100,2000-2005,2000,43
16,NH4+,indic_b100,2000-2005,2000,"14,6"
17,NH4+,indic_b100,2000-2005,2000,"14,2"
19,NH4+,indic_b100,2000-2005,2000,"9,8"
24,NH4+,indic_b100,2000-2005,2000,"9,4"
31,NH4+,indic_b100,2000-2005,2000,13
32,NH4+,indic_b100,2000-2005,2000,"5,2"
33,NH4+,indic_b100,2000-2005,2000,"18,6"
40,NH4+,indic_b100,2000-2005,2000,"25,6"
46,NH4+,indic_b100,2000-2005,2000,"18,4"
47,NH4+,indic_b100,2000-2005,2000,"12,8"
48,NH4+,indic_b100,2000-2005,2000,"15,4"
64,NH4+,indic_b100,2000-2005,2000,"24,4"
65,NH4+,indic_b100,2000-2005,2000,12
79,NH4+,indic_b100,2000-2005,2000,"107,2"
81,NH4+,indic_b100,2000-2005,2000,"15,4"
82,NH4+,indic_b100,2000-2005,2000,"13,2"
bag,NH4+,indic_b100,2000-2005,2000,"13,8"
FRF_ADOU,NH4+,indic_b100,2000-2005,2000,"25,4"
FRF_CHAR,NH4+,indic_b100,2000-2005,2000,"16,4"
FRF_DORD,NH4+,indic_b100,2000-2005,2000,"10,8"
FRF_GARO,NH4+,indic_b100,2000-2005,2000,"10,2"
FRF_LITT,NH4+,indic_b100,2000-2005,2000,"26,2"
FRF_LOT,NH4+,indic_b100,2000-2005,2000,"18,2"
FRF_TARN,NH4+,indic_b100,2000-2005,2000,"13,8"
09,NO3-,indic_b100,2000-2005,2000,"126,2"
12,NO3-,indic_b100,2000-2005,2000,"179,8"
15,NO3-,indic_b100,2000-2005,2000,"156,2"
16,NO3-,indic_b100,2000-2005,2000,"218,8"
17,NO3-,indic_b100,2000-2005,2000,168
19,NO3-,indic_b100,2000-2005,2000,"190,4"
24,NO3-,indic_b100,2000-2005,2000,"183,2"
31,NO3-,indic_b100,2000-2005,2000,"151,6"
32,NO3-,indic_b100,2000-2005,2000,221
33,NO3-,indic_b100,2000-2005,2000,184
40,NO3-,indic_b100,2000-2005,2000,"278,4"
46,NO3-,indic_b100,2000-2005,2000,"225,6"
47,NO3-,indic_b100,2000-2005,2000,"155,4"
48,NO3-,indic_b100,2000-2005,2000,"217,6"
64,NO3-,indic_b100,2000-2005,2000,"137,2"
65,NO3-,indic_b100,2000-2005,2000,"71,6"
79,NO3-,indic_b100,2000-2005,2000,"282,2"
81,NO3-,indic_b100,2000-2005,2000,"215,2"
82,NO3-,indic_b100,2000-2005,2000,180
bag,NO3-,indic_b100,2000-2005,2000,"178,8"
FRF_ADOU,NO3-,indic_b100,2000-2005,2000,"195,8"
FRF_CHAR,NO3-,indic_b100,2000-2005,2000,"200,2"
FRF_DORD,NO3-,indic_b100,2000-2005,2000,182
FRF_GARO,NO3-,indic_b100,2000-2005,2000,"136,4"
FRF_LITT,NO3-,indic_b100,2000-2005,2000,"158,8"
FRF_LOT,NO3-,indic_b100,2000-2005,2000,"198,8"
FRF_TARN,NO3-,indic_b100,2000-2005,2000,"200,4"
09,Orthophosp,indic_b100,2000-2005,2000,"82,8"
12,Orthophosp,indic_b100,2000-2005,2000,"57,6"
15,Orthophosp,indic_b100,2000-2005,2000,"37,2"
16,Orthophosp,indic_b100,2000-2005,2000,"40,2"
17,Orthophosp,indic_b100,2000-2005,2000,"29,8"
19,Orthophosp,indic_b100,2000-2005,2000,"43,4"
24,Orthophosp,indic_b100,2000-2005,2000,"38,2"
31,Orthophosp,indic_b100,2000-2005,2000,"33,8"
32,Orthophosp,indic_b100,2000-2005,2000,"49,6"
33,Orthophosp,indic_b100,2000-2005,2000,"52,2"
40,Orthophosp,indic_b100,2000-2005,2000,"123,4"
46,Orthophosp,indic_b100,2000-2005,2000,"44,4"
47,Orthophosp,indic_b100,2000-2005,2000,"43,6"
48,Orthophosp,indic_b100,2000-2005,2000,47
64,Orthophosp,indic_b100,2000-2005,2000,"56,4"
65,Orthophosp,indic_b100,2000-2005,2000,"40,4"
79,Orthophosp,indic_b100,2000-2005,2000,"109,6"
81,Orthophosp,indic_b100,2000-2005,2000,25
82,Orthophosp,indic_b100,2000-2005,2000,"32,8"
bag,Orthophosp,indic_b100,2000-2005,2000,43
FRF_ADOU,Orthophosp,indic_b100,2000-2005,2000,84
FRF_CHAR,Orthophosp,indic_b100,2000-2005,2000,"39,4"
FRF_DORD,Orthophosp,indic_b100,2000-2005,2000,"38,6"
FRF_GARO,Orthophosp,indic_b100,2000-2005,2000,"38,4"
FRF_LITT,Orthophosp,indic_b100,2000-2005,2000,"28,6"
FRF_LOT,Orthophosp,indic_b100,2000-2005,2000,"55,2"
FRF_TARN,Orthophosp,indic_b100,2000-2005,2000,"28,2"
09,DBO5,indic_b100,2005-2010,2005,55
12,DBO5,indic_b100,2005-2010,2005,"43,2"
15,DBO5,indic_b100,2005-2010,2005,62
16,DBO5,indic_b100,2005-2010,2005,"34,8"
17,DBO5,indic_b100,2005-2010,2005,50
19,DBO5,indic_b100,2005-2010,2005,"68,4"
24,DBO5,indic_b100,2005-2010,2005,56
31,DBO5,indic_b100,2005-2010,2005,"42,6"
32,DBO5,indic_b100,2005-2010,2005,"60,4"
33,DBO5,indic_b100,2005-2010,2005,63
40,DBO5,indic_b100,2005-2010,2005,84
46,DBO5,indic_b100,2005-2010,2005,"50,6"
47,DBO5,indic_b100,2005-2010,2005,"41,2"
48,DBO5,indic_b100,2005-2010,2005,52
64,DBO5,indic_b100,2005-2010,2005,"56,2"
65,DBO5,indic_b100,2005-2010,2005,"39,6"
79,DBO5,indic_b100,2005-2010,2005,65
81,DBO5,indic_b100,2005-2010,2005,"23,8"
82,DBO5,indic_b100,2005-2010,2005,"33,6"
bag,DBO5,indic_b100,2005-2010,2005,"46,2"
FRF_ADOU,DBO5,indic_b100,2005-2010,2005,"67,6"
FRF_CHAR,DBO5,indic_b100,2005-2010,2005,"37,2"
FRF_DORD,DBO5,indic_b100,2005-2010,2005,"62,8"
FRF_GARO,DBO5,indic_b100,2005-2010,2005,"41,2"
FRF_LITT,DBO5,indic_b100,2005-2010,2005,"67,8"
FRF_LOT,DBO5,indic_b100,2005-2010,2005,"54,6"
FRF_TARN,DBO5,indic_b100,2005-2010,2005,"30,2"
09,NH4+,indic_b100,2005-2010,2005,10
12,NH4+,indic_b100,2005-2010,2005,10
15,NH4+,indic_b100,2005-2010,2005,"28,6"
16,NH4+,indic_b100,2005-2010,2005,"9,8"
17,NH4+,indic_b100,2005-2010,2005,"9,8"
19,NH4+,indic_b100,2005-2010,2005,7
24,NH4+,indic_b100,2005-2010,2005,"6,2"
31,NH4+,indic_b100,2005-2010,2005,11
32,NH4+,indic_b100,2005-2010,2005,"3,8"
33,NH4+,indic_b100,2005-2010,2005,"12,4"
40,NH4+,indic_b100,2005-2010,2005,"28,2"
46,NH4+,indic_b100,2005-2010,2005,"16,8"
47,NH4+,indic_b100,2005-2010,2005,"9,6"
48,NH4+,indic_b100,2005-2010,2005,"8,4"
64,NH4+,indic_b100,2005-2010,2005,"14,4"
65,NH4+,indic_b100,2005-2010,2005,"7,4"
79,NH4+,indic_b100,2005-2010,2005,"31,8"
81,NH4+,indic_b100,2005-2010,2005,"7,8"
82,NH4+,indic_b100,2005-2010,2005,"9,4"
bag,NH4+,indic_b100,2005-2010,2005,10
FRF_ADOU,NH4+,indic_b100,2005-2010,2005,19
FRF_CHAR,NH4+,indic_b100,2005-2010,2005,"10,8"
FRF_DORD,NH4+,indic_b100,2005-2010,2005,"8,4"
FRF_GARO,NH4+,indic_b100,2005-2010,2005,"8,6"
FRF_LITT,NH4+,indic_b100,2005-2010,2005,"16,4"
FRF_LOT,NH4+,indic_b100,2005-2010,2005,"12,4"
FRF_TARN,NH4+,indic_b100,2005-2010,2005,"7,6"
09,NO3-,indic_b100,2005-2010,2005,"115,8"
12,NO3-,indic_b100,2005-2010,2005,"209,6"
15,NO3-,indic_b100,2005-2010,2005,156
16,NO3-,indic_b100,2005-2010,2005,229
17,NO3-,indic_b100,2005-2010,2005,"194,6"
19,NO3-,indic_b100,2005-2010,2005,"175,2"
24,NO3-,indic_b100,2005-2010,2005,"179,6"
31,NO3-,indic_b100,2005-2010,2005,144
32,NO3-,indic_b100,2005-2010,2005,"236,6"
33,NO3-,indic_b100,2005-2010,2005,174
40,NO3-,indic_b100,2005-2010,2005,"263,2"
46,NO3-,indic_b100,2005-2010,2005,"235,4"
47,NO3-,indic_b100,2005-2010,2005,"179,4"
48,NO3-,indic_b100,2005-2010,2005,"247,2"
64,NO3-,indic_b100,2005-2010,2005,"120,2"
65,NO3-,indic_b100,2005-2010,2005,"64,6"
79,NO3-,indic_b100,2005-2010,2005,372
81,NO3-,indic_b100,2005-2010,2005,"212,4"
82,NO3-,indic_b100,2005-2010,2005,"182,6"
bag,NO3-,indic_b100,2005-2010,2005,"185,8"
FRF_ADOU,NO3-,indic_b100,2005-2010,2005,188
FRF_CHAR,NO3-,indic_b100,2005-2010,2005,"218,6"
FRF_DORD,NO3-,indic_b100,2005-2010,2005,"179,8"
FRF_GARO,NO3-,indic_b100,2005-2010,2005,142
FRF_LITT,NO3-,indic_b100,2005-2010,2005,"179,6"
FRF_LOT,NO3-,indic_b100,2005-2010,2005,"221,2"
FRF_TARN,NO3-,indic_b100,2005-2010,2005,"206,4"
09,Orthophosp,indic_b100,2005-2010,2005,"56,6"
12,Orthophosp,indic_b100,2005-2010,2005,30
15,Orthophosp,indic_b100,2005-2010,2005,"24,8"
16,Orthophosp,indic_b100,2005-2010,2005,"34,6"
17,Orthophosp,indic_b100,2005-2010,2005,"30,4"
19,Orthophosp,indic_b100,2005-2010,2005,"24,6"
24,Orthophosp,indic_b100,2005-2010,2005,"40,4"
31,Orthophosp,indic_b100,2005-2010,2005,"25,6"
32,Orthophosp,indic_b100,2005-2010,2005,43
33,Orthophosp,indic_b100,2005-2010,2005,"62,4"
40,Orthophosp,indic_b100,2005-2010,2005,"100,6"
46,Orthophosp,indic_b100,2005-2010,2005,"46,8"
47,Orthophosp,indic_b100,2005-2010,2005,"38,8"
48,Orthophosp,indic_b100,2005-2010,2005,"31,4"
64,Orthophosp,indic_b100,2005-2010,2005,"46,2"
65,Orthophosp,indic_b100,2005-2010,2005,"44,2"
79,Orthophosp,indic_b100,2005-2010,2005,"50,6"
81,Orthophosp,indic_b100,2005-2010,2005,"22,2"
82,Orthophosp,indic_b100,2005-2010,2005,"19,2"
bag,Orthophosp,indic_b100,2005-2010,2005,"35,2"
FRF_ADOU,Orthophosp,indic_b100,2005-2010,2005,68
FRF_CHAR,Orthophosp,indic_b100,2005-2010,2005,"34,8"
FRF_DORD,Orthophosp,indic_b100,2005-2010,2005,"35,8"
FRF_GARO,Orthophosp,indic_b100,2005-2010,2005,"32,6"
FRF_LITT,Orthophosp,indic_b100,2005-2010,2005,"30,4"
FRF_LOT,Orthophosp,indic_b100,2005-2010,2005,"50,4"
FRF_TARN,Orthophosp,indic_b100,2005-2010,2005,"20,4"
09,DBO5,indic_b100,2010-2015,2010,"55,2"
12,DBO5,indic_b100,2010-2015,2010,38
15,DBO5,indic_b100,2010-2015,2010,"70,6"
16,DBO5,indic_b100,2010-2015,2010,"28,8"
17,DBO5,indic_b100,2010-2015,2010,"39,4"
19,DBO5,indic_b100,2010-2015,2010,"82,8"
24,DBO5,indic_b100,2010-2015,2010,"44,6"
31,DBO5,indic_b100,2010-2015,2010,41
32,DBO5,indic_b100,2010-2015,2010,51
33,DBO5,indic_b100,2010-2015,2010,51
40,DBO5,indic_b100,2010-2015,2010,95
46,DBO5,indic_b100,2010-2015,2010,"50,4"
47,DBO5,indic_b100,2010-2015,2010,40
48,DBO5,indic_b100,2010-2015,2010,"40,6"
64,DBO5,indic_b100,2010-2015,2010,45
65,DBO5,indic_b100,2010-2015,2010,"37,6"
79,DBO5,indic_b100,2010-2015,2010,"55,6"
81,DBO5,indic_b100,2010-2015,2010,16
82,DBO5,indic_b100,2010-2015,2010,"31,6"
bag,DBO5,indic_b100,2010-2015,2010,"40,6"
FRF_ADOU,DBO5,indic_b100,2010-2015,2010,"62,2"
FRF_CHAR,DBO5,indic_b100,2010-2015,2010,"30,6"
FRF_DORD,DBO5,indic_b100,2010-2015,2010,"57,2"
FRF_GARO,DBO5,indic_b100,2010-2015,2010,"39,8"
FRF_LITT,DBO5,indic_b100,2010-2015,2010,"64,4"
FRF_LOT,DBO5,indic_b100,2010-2015,2010,"41,6"
FRF_TARN,DBO5,indic_b100,2010-2015,2010,"24,8"
09,NH4+,indic_b100,2010-2015,2010,"10,2"
12,NH4+,indic_b100,2010-2015,2010,"7,4"
15,NH4+,indic_b100,2010-2015,2010,"18,2"
16,NH4+,indic_b100,2010-2015,2010,"9,6"
17,NH4+,indic_b100,2010-2015,2010,13
19,NH4+,indic_b100,2010-2015,2010,"5,6"
24,NH4+,indic_b100,2010-2015,2010,"6,6"
31,NH4+,indic_b100,2010-2015,2010,"10,6"
32,NH4+,indic_b100,2010-2015,2010,3
33,NH4+,indic_b100,2010-2015,2010,"12,4"
40,NH4+,indic_b100,2010-2015,2010,"23,6"
46,NH4+,indic_b100,2010-2015,2010,"12,6"
47,NH4+,indic_b100,2010-2015,2010,"7,4"
48,NH4+,indic_b100,2010-2015,2010,4
64,NH4+,indic_b100,2010-2015,2010,14
65,NH4+,indic_b100,2010-2015,2010,"5,6"
79,NH4+,indic_b100,2010-2015,2010,"69,2"
81,NH4+,indic_b100,2010-2015,2010,"3,4"
82,NH4+,indic_b100,2010-2015,2010,"9,2"
bag,NH4+,indic_b100,2010-2015,2010,"8,6"
FRF_ADOU,NH4+,indic_b100,2010-2015,2010,"16,8"
FRF_CHAR,NH4+,indic_b100,2010-2015,2010,"12,6"
FRF_DORD,NH4+,indic_b100,2010-2015,2010,"7,2"
FRF_GARO,NH4+,indic_b100,2010-2015,2010,"8,2"
FRF_LITT,NH4+,indic_b100,2010-2015,2010,21
FRF_LOT,NH4+,indic_b100,2010-2015,2010,"7,4"
FRF_TARN,NH4+,indic_b100,2010-2015,2010,"5,6"
09,NO3-,indic_b100,2010-2015,2010,"113,4"
12,NO3-,indic_b100,2010-2015,2010,"205,6"
15,NO3-,indic_b100,2010-2015,2010,"137,6"
16,NO3-,indic_b100,2010-2015,2010,"267,2"
17,NO3-,indic_b100,2010-2015,2010,241
19,NO3-,indic_b100,2010-2015,2010,"182,8"
24,NO3-,indic_b100,2010-2015,2010,179
31,NO3-,indic_b100,2010-2015,2010,"144,8"
32,NO3-,indic_b100,2010-2015,2010,"188,8"
33,NO3-,indic_b100,2010-2015,2010,164
40,NO3-,indic_b100,2010-2015,2010,240
46,NO3-,indic_b100,2010-2015,2010,"217,6"
47,NO3-,indic_b100,2010-2015,2010,"176,8"
48,NO3-,indic_b100,2010-2015,2010,"246,4"
64,NO3-,indic_b100,2010-2015,2010,"105,2"
65,NO3-,indic_b100,2010-2015,2010,"65,2"
79,NO3-,indic_b100,2010-2015,2010,"386,6"
81,NO3-,indic_b100,2010-2015,2010,"209,6"
82,NO3-,indic_b100,2010-2015,2010,"187,4"
bag,NO3-,indic_b100,2010-2015,2010,184
FRF_ADOU,NO3-,indic_b100,2010-2015,2010,169
FRF_CHAR,NO3-,indic_b100,2010-2015,2010,"254,4"
FRF_DORD,NO3-,indic_b100,2010-2015,2010,"178,4"
FRF_GARO,NO3-,indic_b100,2010-2015,2010,130
FRF_LITT,NO3-,indic_b100,2010-2015,2010,"202,4"
FRF_LOT,NO3-,indic_b100,2010-2015,2010,"209,2"
FRF_TARN,NO3-,indic_b100,2010-2015,2010,213
09,Orthophosp,indic_b100,2010-2015,2010,"52,4"
12,Orthophosp,indic_b100,2010-2015,2010,"23,4"
15,Orthophosp,indic_b100,2010-2015,2010,"23,2"
16,Orthophosp,indic_b100,2010-2015,2010,"33,2"
17,Orthophosp,indic_b100,2010-2015,2010,"28,8"
19,Orthophosp,indic_b100,2010-2015,2010,"19,6"
24,Orthophosp,indic_b100,2010-2015,2010,"27,4"
31,Orthophosp,indic_b100,2010-2015,2010,"18,6"
32,Orthophosp,indic_b100,2010-2015,2010,"32,6"
33,Orthophosp,indic_b100,2010-2015,2010,"34,4"
40,Orthophosp,indic_b100,2010-2015,2010,"66,6"
