geo,annee,poll_mil_dbo5,poll_mil_nh4,poll_mil_pt
82,1999,6,"0,8","0,3"
82,2000,"4,6","0,7","0,2"
82,2001,"3,5","0,5","0,2"
82,2002,"3,9","0,6","0,2"
82,2003,"3,2","0,6","0,2"
82,2004,"2,5","0,5","0,2"
82,2005,"2,6","0,5","0,2"
82,2006,4,"0,6","0,2"
82,2007,"3,9","0,6","0,2"
82,2008,"2,9","0,5","0,1"
82,2009,"1,9","0,4","0,1"
82,2010,"1,5","0,4","0,1"
82,2011,"1,6","0,4","0,1"
82,2012,"1,6","0,4","0,1"
82,2013,3,"0,6","0,1"
82,2014,"2,8","0,6","0,1"
82,2015,"2,5","0,5","0,1"
82,2016,"3,1","0,6","0,1"
86,1970,"0,5","0,1",0
86,1971,"0,5","0,1",0
86,1972,"0,5","0,1",0
86,1973,"0,5","0,1",0
86,1974,"0,4","0,1",0
86,1975,"0,3",0,0
86,1976,"0,3",0,0
86,1977,"0,3",0,0
86,1978,"0,3",0,0
86,1979,"0,3",0,0
86,1980,"0,3",0,0
86,1981,"0,3",0,0
86,1982,"0,3",0,0
86,1983,"0,3",0,0
86,1984,"0,3",0,0
86,1985,"0,3",0,0
86,1986,"0,3",0,0
86,1987,"0,3",0,0
86,1988,"0,3",0,0
86,1989,"0,3",0,0
86,1990,"0,3",0,0
86,1991,"0,3",0,0
86,1992,"0,2",0,0
86,1993,"0,3",0,0
86,1994,"0,2",0,0
86,1995,"0,3",0,0
86,1996,"0,3",0,0
86,1997,"0,3",0,0
86,1998,"0,2",0,0
86,1999,"0,3",0,0
86,2000,"0,2",0,0
86,2001,"0,2",0,0
86,2002,"0,3",0,0
86,2003,"0,2",0,0
86,2004,"0,2",0,0
86,2005,"0,1",0,0
86,2006,"0,1",0,0
86,2007,0,0,0
86,2008,0,0,0
86,2009,"0,1",0,0
86,2010,"0,1",0,0
86,2011,"0,1",0,0
86,2012,0,0,0
86,2013,0,0,0
86,2014,0,0,0
86,2015,0,0,0
86,2016,0,0,0
87,1970,1,"0,2","0,1"
87,1971,1,"0,2","0,1"
87,1972,"0,7","0,2","0,1"
87,1973,"0,7","0,2",0
87,1974,"0,7","0,2",0
87,1975,"0,7","0,2",0
87,1976,"0,6","0,1",0
87,1977,"0,6","0,1",0
87,1978,"0,6","0,1",0
87,1979,"0,6","0,1",0
87,1980,"0,6","0,1",0
87,1981,"0,6","0,1",0
87,1982,"0,6","0,1",0
87,1983,"0,6","0,1",0
87,1984,"0,6","0,1",0
87,1985,"0,6","0,1",0
87,1986,"0,5","0,1",0
87,1987,"0,6","0,1",0
87,1988,"0,6","0,1",0
87,1989,"0,6","0,1",0
87,1990,"0,5","0,1",0
87,1991,"0,5","0,1",0
87,1992,"0,5","0,1",0
87,1993,"0,5","0,1",0
87,1994,"0,3","0,1",0
87,1995,"0,5","0,1",0
87,1996,"0,4","0,1",0
87,1997,"0,4","0,1",0
87,1998,"0,3","0,1",0
87,1999,"0,4","0,1",0
87,2000,"0,4","0,1",0
87,2001,0,0,0
87,2002,0,0,0
87,2003,"0,2","0,1",0
87,2004,"0,2",0,0
87,2005,"0,2",0,0
87,2006,"0,3",0,0
87,2007,"0,2",0,0
87,2008,"0,4",0,0
87,2009,"0,1",0,0
87,2010,"0,4",0,0
87,2011,"0,4",0,0
87,2012,"0,3","0,1",0
87,2013,"0,3","0,1",0
87,2014,"0,1",0,0
87,2015,"0,1",0,0
87,2016,"0,2","0,1",0
FRF_ADOU,1970,"52,6","8,7",3
FRF_ADOU,1971,"52,7","8,7",3
FRF_ADOU,1972,"52,8","8,8",3
FRF_ADOU,1973,"51,7","8,6",3
FRF_ADOU,1974,"51,6","8,6",3
FRF_ADOU,1975,"50,5","8,5",3
FRF_ADOU,1976,"48,8","8,1","2,9"
FRF_ADOU,1977,"46,8","7,8","2,9"
FRF_ADOU,1978,"46,5","7,8","2,9"
FRF_ADOU,1979,"46,3","7,8","2,9"
FRF_ADOU,1980,"45,9","7,7","2,9"
FRF_ADOU,1981,"45,1","7,6","2,8"
FRF_ADOU,1982,"38,2","6,5","2,6"
FRF_ADOU,1983,"37,9","6,5","2,6"
FRF_ADOU,1984,"37,8","6,5","2,6"
FRF_ADOU,1985,"37,8","6,5","2,6"
FRF_ADOU,1986,"37,4","6,5","2,6"
FRF_ADOU,1987,"36,8","6,5","2,6"
FRF_ADOU,1988,"34,4","6,2","2,4"
FRF_ADOU,1989,"34,2","6,1","2,4"
FRF_ADOU,1990,"34,5","6,1","2,3"
FRF_ADOU,1991,"33,4","5,9","2,2"
FRF_ADOU,1992,33,"5,8","2,2"
FRF_ADOU,1993,32,"5,6","2,1"
FRF_ADOU,1994,"32,5","5,8","2,1"
FRF_ADOU,1995,30,"5,5",2
FRF_ADOU,1996,30,"5,4",2
FRF_ADOU,1997,29,"5,2","1,9"
FRF_ADOU,1998,"27,7","4,9","1,7"
FRF_ADOU,1999,28,5,"1,8"
FRF_ADOU,2000,"26,8","4,8","1,7"
FRF_ADOU,2001,"26,6","4,8","1,6"
FRF_ADOU,2002,"22,1","4,2","1,5"
FRF_ADOU,2003,"23,4","4,5","1,5"
FRF_ADOU,2004,"21,9","4,3","1,4"
FRF_ADOU,2005,"24,2","4,6","1,5"
FRF_ADOU,2006,"22,4","4,4","1,4"
FRF_ADOU,2007,"22,3","4,4","1,4"
FRF_ADOU,2008,"24,4","4,4","1,2"
FRF_ADOU,2009,"21,6","4,4","1,2"
FRF_ADOU,2010,"22,2","4,5","1,2"
FRF_ADOU,2011,"22,3","4,6","1,1"
FRF_ADOU,2012,20,"4,3",1
FRF_ADOU,2013,"19,2","4,1",1
FRF_ADOU,2014,"17,9","3,8","0,9"
FRF_ADOU,2015,"18,8",4,"0,9"
FRF_ADOU,2016,"18,9",4,"0,9"
FRF_CHAR,1970,"22,6","3,9","1,4"
FRF_CHAR,1971,"21,7","3,7","1,4"
FRF_CHAR,1972,"21,5","3,7","1,4"
FRF_CHAR,1973,"21,1","3,6","1,4"
FRF_CHAR,1974,21,"3,6","1,4"
FRF_CHAR,1975,"20,4","3,5","1,4"
FRF_CHAR,1976,"20,1","3,5","1,4"
FRF_CHAR,1977,19,"3,3","1,3"
FRF_CHAR,1978,"18,7","3,2","1,3"
FRF_CHAR,1979,"18,5","3,2","1,3"
FRF_CHAR,1980,"18,5","3,2","1,3"
FRF_CHAR,1981,"18,3","3,2","1,3"
FRF_CHAR,1982,"16,8","2,9","1,2"
FRF_CHAR,1983,"16,7","2,9","1,2"
FRF_CHAR,1984,"16,6","2,9","1,2"
FRF_CHAR,1985,"16,5","2,8","1,2"
FRF_CHAR,1986,"16,5","2,8","1,2"
FRF_CHAR,1987,"17,1","2,8","1,2"
FRF_CHAR,1988,"17,1","2,8","1,2"
FRF_CHAR,1989,"17,9","2,8","1,1"
FRF_CHAR,1990,"16,6","2,8","1,1"
FRF_CHAR,1991,"16,5","2,8","1,1"
FRF_CHAR,1992,"14,9","2,6",1
FRF_CHAR,1993,"14,4","2,5","0,9"
FRF_CHAR,1994,"14,3","2,4","0,9"
FRF_CHAR,1995,"14,3","2,3","0,9"
FRF_CHAR,1996,"12,4","1,9","0,7"
FRF_CHAR,1997,"10,7","1,6","0,6"
FRF_CHAR,1998,11,"1,7","0,6"
FRF_CHAR,1999,10,"1,5","0,6"
FRF_CHAR,2000,"8,8","1,3","0,6"
FRF_CHAR,2001,"8,6","1,3","0,6"
FRF_CHAR,2002,"7,9","1,4","0,5"
FRF_CHAR,2003,"8,5","1,4","0,5"
FRF_CHAR,2004,"6,6","1,1","0,5"
FRF_CHAR,2005,"6,1",1,"0,4"
FRF_CHAR,2006,"6,2",1,"0,4"
FRF_CHAR,2007,"7,6","1,4","0,5"
FRF_CHAR,2008,"6,6","1,3","0,4"
FRF_CHAR,2009,"5,8","1,1","0,4"
FRF_CHAR,2010,7,"1,3","0,4"
FRF_CHAR,2011,"7,9","1,5","0,4"
FRF_CHAR,2012,7,"1,3","0,3"
FRF_CHAR,2013,"6,5","1,2","0,3"
FRF_CHAR,2014,"6,3","1,3","0,3"
FRF_CHAR,2015,"6,8","1,3","0,3"
FRF_CHAR,2016,"7,7","1,5","0,3"
FRF_DORD,1970,"47,2",7,"2,8"
FRF_DORD,1971,"46,8","6,9","2,8"
FRF_DORD,1972,"46,3","6,8","2,8"
FRF_DORD,1973,"45,9","6,8","2,8"
FRF_DORD,1974,"45,5","6,7","2,8"
FRF_DORD,1975,42,"6,1","2,6"
FRF_DORD,1976,"41,7",6,"2,6"
FRF_DORD,1977,"41,3",6,"2,6"
FRF_DORD,1978,"40,6","5,9","2,6"
FRF_DORD,1979,"38,9","5,6","2,6"
FRF_DORD,1980,"36,9","5,3","2,5"
FRF_DORD,1981,"36,9","5,3","2,5"
FRF_DORD,1982,"36,4","5,3","2,5"
FRF_DORD,1983,"35,7","5,2","2,5"
FRF_DORD,1984,"35,3","5,1","2,4"
FRF_DORD,1985,"35,1","5,1","2,4"
FRF_DORD,1986,"34,6",5,"2,4"
FRF_DORD,1987,"32,7","5,2","2,1"
FRF_DORD,1988,"31,3","4,9","2,2"
FRF_DORD,1989,"31,3","4,8","2,4"
FRF_DORD,1990,32,"4,7","3,4"
FRF_DORD,1991,35,"4,8","2,2"
FRF_DORD,1992,"34,1","4,7","2,1"
FRF_DORD,1993,"27,8",4,"1,6"
FRF_DORD,1994,"26,4","3,7","1,5"
FRF_DORD,1995,"24,9","3,7","1,5"
FRF_DORD,1996,"22,6","3,3","1,4"
FRF_DORD,1997,"24,1","3,6","1,4"
FRF_DORD,1998,"24,1","3,5","1,5"
FRF_DORD,1999,"24,4","3,6","1,5"
FRF_DORD,2000,"22,2","3,3","1,3"
FRF_DORD,2001,22,"3,3","1,4"
FRF_DORD,2002,"19,4",3,"1,3"
FRF_DORD,2003,"20,5",3,"1,1"
FRF_DORD,2004,20,"2,7",1
FRF_DORD,2005,"20,7","2,8",1
FRF_DORD,2006,"17,7","2,3",1
FRF_DORD,2007,"16,2","2,2","0,9"
FRF_DORD,2008,"19,5","2,6","0,8"
FRF_DORD,2009,"15,7","2,4","0,7"
FRF_DORD,2010,"15,9","2,5","0,7"
FRF_DORD,2011,"16,7","2,5","0,7"
FRF_DORD,2012,"14,5","2,3","0,6"
FRF_DORD,2013,"11,8",2,"0,6"
FRF_DORD,2014,"13,6","2,3","0,6"
FRF_DORD,2015,"14,3","2,2","0,6"
FRF_DORD,2016,"14,9","2,1","0,7"
FRF_GARO,1970,"112,9","17,9","7,6"
FRF_GARO,1971,"111,9","17,8","7,6"
FRF_GARO,1972,"111,6","17,8","7,6"
FRF_GARO,1973,"109,5","17,4","7,5"
FRF_GARO,1974,"97,9","15,7","7,3"
FRF_GARO,1975,"97,8","15,7","7,3"
FRF_GARO,1976,"96,7","15,6","7,3"
FRF_GARO,1977,"95,9","15,5","7,3"
FRF_GARO,1978,"95,2","15,4","7,3"
FRF_GARO,1979,"93,4","15,1","7,2"
FRF_GARO,1980,"92,1","14,9","7,2"
FRF_GARO,1981,"92,2","14,9","7,2"
FRF_GARO,1982,"92,2",15,"7,2"
FRF_GARO,1983,91,"14,8","7,2"
FRF_GARO,1984,"91,7",15,"7,3"
FRF_GARO,1985,91,"14,9","7,3"
FRF_GARO,1986,"91,6",15,"7,4"
FRF_GARO,1987,"93,2","15,3",8
FRF_GARO,1988,"92,6",15,"7,5"
FRF_GARO,1989,"80,6","13,4","7,4"
FRF_GARO,1990,"78,5","13,3","7,1"
FRF_GARO,1991,"80,9","13,5","7,1"
FRF_GARO,1992,"80,2","13,7","6,8"
FRF_GARO,1993,"78,2","13,6","6,8"
FRF_GARO,1994,"73,3","13,1","6,6"
FRF_GARO,1995,"70,3","12,6","5,5"
FRF_GARO,1996,"73,2","12,9","5,5"
FRF_GARO,1997,"70,9","12,3","4,9"
FRF_GARO,1998,"69,6",12,"4,7"
FRF_GARO,1999,"68,9","12,1","4,7"
FRF_GARO,2000,"62,5","11,1","4,5"
FRF_GARO,2001,"67,4","11,5","4,4"
FRF_GARO,2002,"67,4","11,6","4,4"
FRF_GARO,2003,"62,3",11,"4,1"
FRF_GARO,2004,"57,9","10,4","3,9"
FRF_GARO,2005,"55,2","10,5",4
FRF_GARO,2006,57,"10,8","3,9"
FRF_GARO,2007,"55,5","10,7","3,9"
FRF_GARO,2008,"48,5","9,9","3,5"
FRF_GARO,2009,"48,7","10,4","3,4"
FRF_GARO,2010,"47,8","10,4","3,2"
FRF_GARO,2011,51,"10,8","3,2"
FRF_GARO,2012,"44,3","9,8",3
FRF_GARO,2013,"43,4","9,8","2,8"
FRF_GARO,2014,"40,1","9,3","2,7"
FRF_GARO,2015,"42,2","9,5","2,6"
FRF_GARO,2016,44,"9,5","2,8"
FRF_LITT,1970,"34,4","5,3","1,9"
FRF_LITT,1971,"33,7","5,2","1,9"
FRF_LITT,1972,"33,8","5,2","1,9"
FRF_LITT,1973,"33,2","5,2","1,9"
FRF_LITT,1974,"32,7","5,1","1,9"
FRF_LITT,1975,"29,8","4,6","1,8"
FRF_LITT,1976,"24,7","3,7","1,5"
FRF_LITT,1977,"21,4","3,4","1,3"
FRF_LITT,1978,"21,1","3,4","1,3"
FRF_LITT,1979,"20,6","3,4","1,3"
FRF_LITT,1980,"20,6","3,4","1,3"
FRF_LITT,1981,"18,7","3,3","1,2"
FRF_LITT,1982,17,"2,9","1,1"
FRF_LITT,1983,"17,1",3,"1,1"
FRF_LITT,1984,"16,4","2,9","1,1"
FRF_LITT,1985,"16,6","2,9","1,1"
FRF_LITT,1986,"15,4","2,7","1,1"
FRF_LITT,1987,"17,1","2,7","1,1"
FRF_LITT,1988,14,"2,7","1,1"
FRF_LITT,1989,"14,6","2,8","1,1"
FRF_LITT,1990,"15,6","2,8","1,1"
FRF_LITT,1991,16,"2,8","1,1"
FRF_LITT,1992,"17,4","2,9","1,1"
FRF_LITT,1993,"18,3","3,3","1,2"
FRF_LITT,1994,"17,6","3,2","1,1"
FRF_LITT,1995,"19,4","3,7","1,2"
FRF_LITT,1996,"20,4","3,8","1,2"
FRF_LITT,1997,"16,9","3,7","1,2"
FRF_LITT,1998,"16,1","3,9","1,2"
FRF_LITT,1999,"14,7","3,7","1,2"
FRF_LITT,2000,"14,1","3,7","1,1"
FRF_LITT,2001,"13,3","3,5","1,1"
FRF_LITT,2002,"13,1","3,5",1
FRF_LITT,2003,"12,9","3,5",1
FRF_LITT,2004,"11,3","3,2",1
FRF_LITT,2005,"12,1","3,4",1
FRF_LITT,2006,11,"3,2","0,9"
FRF_LITT,2007,"11,3","2,8","1,1"
FRF_LITT,2008,"11,5","2,9","1,1"
FRF_LITT,2009,"9,9","2,6",1
FRF_LITT,2010,"10,2","2,7",1
FRF_LITT,2011,12,"3,1",1
FRF_LITT,2012,"11,6",3,1
FRF_LITT,2013,10,"2,8","0,8"
FRF_LITT,2014,"10,9","2,9","0,8"
FRF_LITT,2015,"13,3","3,3","0,8"
FRF_LITT,2016,"12,8","3,3","0,8"
FRF_LOT,1970,"15,2","2,5",1
FRF_LOT,1971,"15,3","2,6",1
FRF_LOT,1972,"15,1","2,5","0,9"
FRF_LOT,1973,"14,6","2,5","0,9"
FRF_LOT,1974,"14,2","2,4","0,9"
FRF_LOT,1975,"13,6","2,3","0,9"
FRF_LOT,1976,"13,3","2,3","0,9"
FRF_LOT,1977,"13,1","2,2","0,9"
FRF_LOT,1978,"10,5","1,7","0,7"
FRF_LOT,1979,"10,2","1,7","0,7"
FRF_LOT,1980,10,"1,7","0,7"
FRF_LOT,1981,"9,9","1,6","0,7"
FRF_LOT,1982,"9,8","1,6","0,7"
FRF_LOT,1983,"9,6","1,6","0,7"
FRF_LOT,1984,"9,5","1,6","0,7"
FRF_LOT,1985,"8,6","1,4","0,7"
FRF_LOT,1986,"8,5","1,4","0,7"
FRF_LOT,1987,"8,6","1,4","0,6"
FRF_LOT,1988,"8,4","1,4","0,6"
FRF_LOT,1989,"7,9","1,3","0,6"
FRF_LOT,1990,"8,2","1,3","0,6"
FRF_LOT,1991,"7,5","1,2","0,6"
FRF_LOT,1992,"7,3","1,2","0,5"
FRF_LOT,1993,7,"1,2","0,6"
FRF_LOT,1994,"5,9",1,"0,5"
FRF_LOT,1995,"6,2",1,"0,5"
FRF_LOT,1996,"6,7","1,2","0,5"
FRF_LOT,1997,6,"0,9","0,5"
FRF_LOT,1998,"4,5","0,7","0,3"
FRF_LOT,1999,"5,7","0,9","0,4"
FRF_LOT,2000,"4,4","0,7","0,3"
FRF_LOT,2001,"5,2","0,9","0,4"
FRF_LOT,2002,"6,2","0,8","0,3"
FRF_LOT,2003,"7,2","0,9","0,4"
FRF_LOT,2004,"6,7","0,8","0,3"
FRF_LOT,2005,6,"0,9","0,4"
FRF_LOT,2006,"6,2",1,"0,4"
FRF_LOT,2007,"5,2","0,8","0,3"
FRF_LOT,2008,"5,2","0,8","0,3"
FRF_LOT,2009,"5,6","0,9","0,3"
FRF_LOT,2010,"6,2","0,9","0,3"
FRF_LOT,2011,6,"0,7","0,3"
FRF_LOT,2012,"4,3","0,6","0,2"
FRF_LOT,2013,"3,6","0,5","0,2"
FRF_LOT,2014,"4,3","0,6","0,2"
FRF_LOT,2015,"4,5","0,6","0,2"
FRF_LOT,2016,"4,4","0,6","0,2"
FRF_TARN,1970,"41,7","6,4","2,2"
FRF_TARN,1971,"41,8","6,4","2,2"
FRF_TARN,1972,"41,2","6,3","2,2"
FRF_TARN,1973,"41,3","6,3","2,2"
FRF_TARN,1974,"40,7","6,2","2,2"
FRF_TARN,1975,"40,6","6,2","2,2"
FRF_TARN,1976,37,"5,7",2
FRF_TARN,1977,"36,7","5,7","1,9"
FRF_TARN,1978,"36,7","5,7","1,9"
FRF_TARN,1979,"34,7","5,4","1,9"
FRF_TARN,1980,"34,6","5,3","1,9"
FRF_TARN,1981,"34,4","5,3","1,9"
FRF_TARN,1982,"28,9","4,4","1,6"
FRF_TARN,1983,"28,8","4,3","1,6"
FRF_TARN,1984,"28,9","4,4","1,6"
FRF_TARN,1985,"28,7","4,3","1,6"
FRF_TARN,1986,"28,6","4,3","1,6"
FRF_TARN,1987,"30,6","4,3","1,7"
FRF_TARN,1988,"28,7","4,2","1,5"
FRF_TARN,1989,"30,2","4,4","1,4"
FRF_TARN,1990,31,"4,5","1,4"
FRF_TARN,1991,"16,7","2,3","0,9"
FRF_TARN,1992,"15,3","2,2","0,9"
FRF_TARN,1993,"12,3","1,9","0,8"
FRF_TARN,1994,"14,6","1,5","0,9"
FRF_TARN,1995,"13,1","1,3","0,9"
FRF_TARN,1996,"15,7","1,8",1
FRF_TARN,1997,"16,3","1,9",1
FRF_TARN,1998,13,"1,8","0,9"
FRF_TARN,1999,10,"1,5","0,7"
FRF_TARN,2000,"10,9","1,4","0,7"
FRF_TARN,2001,"9,6","1,5","0,7"
FRF_TARN,2002,"10,2","1,7","0,7"
FRF_TARN,2003,12,"2,3","0,7"
FRF_TARN,2004,"12,5","2,4","0,7"
FRF_TARN,2005,"13,7","2,5","0,8"
FRF_TARN,2006,"15,5","2,3","0,8"
FRF_TARN,2007,15,"2,1","0,8"
FRF_TARN,2008,"18,4","2,1","0,8"
FRF_TARN,2009,"11,8","1,9","0,8"
FRF_TARN,2010,10,"1,7","0,6"
FRF_TARN,2011,9,"1,6","0,5"
FRF_TARN,2012,"8,1","1,5","0,5"
FRF_TARN,2013,"9,4","1,6","0,5"
FRF_TARN,2014,"9,3","1,5","0,5"
FRF_TARN,2015,"8,9","1,8","0,5"
FRF_TARN,2016,"10,7","2,1","0,6"
bag,1970,"326,4","51,7","19,9"
bag,1971,"323,8","51,3","19,9"
bag,1972,"322,2","51,1","19,9"
bag,1973,"317,1","50,3","19,7"
bag,1974,"303,4","48,3","19,5"
bag,1975,"294,5","46,9","19,1"
bag,1976,"281,9","44,9","18,5"
bag,1977,"273,8","43,8","18,2"
bag,1978,"269,1",43,"18,1"
bag,1979,"262,2","42,1","17,8"
bag,1980,"258,3","41,5","17,7"
bag,1981,"255,2","41,2","17,6"
bag,1982,"238,7","38,5",17
bag,1983,"236,2","38,2",17
bag,1984,"235,3","38,1",17
bag,1985,"233,4","37,8",17
bag,1986,"231,7","37,6",17
bag,1987,"235,2",38,"17,2"
bag,1988,"225,4","37,1","16,4"
bag,1989,"215,7","35,4","16,4"
bag,1990,"215,2","35,3","17,1"
bag,1991,"204,9","33,3","15,1"
bag,1992,"201,1","32,9","14,6"
bag,1993,"188,7",32,"13,9"
bag,1994,"183,4","30,7","13,5"
bag,1995,"177,1","29,9","12,4"
bag,1996,"179,6",30,"12,3"
bag,1997,"172,8",29,"11,5"
bag,1998,"164,7","28,1","10,9"
bag,1999,"160,5","28,1","10,9"
bag,2000,"148,2",26,"10,2"
bag,2001,"151,2","26,6",10
bag,2002,"144,7",26,"9,7"
bag,2003,"144,7","26,4","9,4"
bag,2004,"135,1","24,6","8,8"
bag,2005,"136,1","25,4",9
bag,2006,"134,1","24,8",9
bag,2007,"130,9","24,1","8,8"
bag,2008,"132,3","23,6","7,9"
bag,2009,"116,9","23,5","7,7"
bag,2010,"117,3","23,7","7,3"
bag,2011,"122,9","24,5","7,2"
bag,2012,"107,7","22,6","6,7"
bag,2013,102,"21,8","6,2"
bag,2014,"100,4","21,3",6
bag,2015,"106,8","22,5","5,9"
bag,2016,"111,5","22,8","6,3"
